ad_link,Ref,Titre,Prix,Addresse,Localite,Etat_du_bien,Année_de_construction,Disponibilité_du_bien,Nombre_de_chambres_à_coucher,Surface_chambre_à_coucher_1,Surface_chambre_à_coucher_2,Surface_chambre_à_coucher_3,Surface_chambre_à_coucher_4,Surface_habitable,Meublé,Surface_du_séjour,Caves,Surface_des_caves,Grenier,Surface_du_grenier,Garage,Nombre_de_Garages,Type_de_cuisine,Surface_de_la_cuisine,Nombre_de_salles_de_bain,Nombre_de_toilettes,Type_de_chauffage,Type_de_vitrage,Ascenseur,Accessible_aux_moins_valides,Nombre_de_façades,Largeur_de_la_façade,Nombre_détages_de_limmeuble,Nombre_de_places_de_parking_extérieur,Jardin,Orientation_du_jardin,Terrasse_aménagée,Surface_de_la_terrasse,Orientation_de_la_terrasse,Surface_totale_du_terrain,Profondeur_du_terrain,Largeur_du_terrain_à_rue,Raccordé_aux_égouts,Raccordé_à_leau_courante,Citerne_à_eau_de_pluie,Conso_spécifique_dénergie_primaire,Conso_annuelle_totale_dénergie_primaire,Date_de_validité_PEB,Emission_de_CO2,Attestation__Installation_électrique,Attestation__Installation_électrique__Validité,Permis_de_bâtir_obtenu,Permis_durbanisation_accordé,Le_bien_fait_lobjet_dun_droit_de_préemption,Type_de_zone_inondable,Zone_inondable_délimitée,Salle_à_manger,Surface_salle_à_manger,Station_de_charge_électrique,Surface_de_lades_salles_de_bain,Panneaux_solaires,Alarme_antieffraction,Surface_du_jardin,Orientation_de_la_façade_du_bien,Référence_PEB,Bien_actuellement_loué,Équipement_de_la_cuisine,Nombre_de_douches,Piscine_extérieure,Adoucisseur_deau,Parlophone,Surface_chambre_à_coucher_5,Véranda,Possibilités_pour_profession_libérale,Buanderie,Nombre_de_place_de_parking_intérieur,Chauffage_au_sol,Raccordé_au_gaz_de_ville,Niveau_E,Pompe_à_chaleur,Feu_ouvert,Surface_du_bureau,Dressing,Local_vélo,Maison_basse_énergie,Panneaux_solaires_thermiques,Compteur_deau_individuel,Air_conditionné,Domotique,Porte_daccès_sécurisée,HammamSaunaJacuzzi,Attestation__Citernes_à_mazout,Attestation__Asbuilt,Surface_du_garage,Affectation_urbanistique_la_plus_récente,GscoreLe_score_G_représente_le_risque_dinondation_pour_les_bâtiments_de_plus_de_25m²_et_se_compose_de_4_classes_A_à_DClasse_A_pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,Le_score_G_représente_le_risque_dinondation_pour_les_bâtiments_de_plus_de_25m²_et_se_compose_de_4_classes_A_à_D,PScoreLe_score_P_représente_le_risque_dinondation_pour_les_parcelles_terrains_et_se_compose_de_4_classes_A_à_DClasse_A_pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,Le_score_P_représente_le_risque_dinondation_pour_les_parcelles_terrains_et_se_compose_de_4_classes_A_à_D,Espace_ouvert_sensible_à_leau__WORG,Attestation__Citernes_à_mazout__Validité,Étage_de_lappartement,Surface_totale,Compteur_Bihoraire,Adaptations_pour_les_seniors,Le_bien_est__classé__ou_fait_partie_dun_ensemble_classé_au_patrimoine,Surface_du_dressing,Porte_de_garage_motorisée,Appartement_de_service,Balcon,Surface_constructible,Citation_pour_infraction_urbanistique,Surface_de_la_véranda,Compteur_électrique_individuel,GscoreLe_score_G_représente_le_risque_dinondation_pour_les_bâtiments_de_plus_de_25m²_et_se_compose_de_4_classes_A_à_DClasse_A__pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,PScoreLe_score_P_représente_le_risque_dinondation_pour_les_parcelles_terrains_et_se_compose_de_4_classes_A_à_DClasse_A__pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,Compteur_de_gaz_individuel,Clef_électronique
https://immovlan.be/fr/detail/appartement/a-vendre/1730/asse/rbq38179,RBQ38179,Appartement à vendre,259000,Mollestraat 6 10,1730 Asse,Normal,1971,,2,15 m²,10 m²,,,98 m²,Non,36 m²,,,,,Oui,1,Américaine,8 m²,1,1,Gaz,,Oui,Non,4,9 m,7,,,,Oui,21 m²,Ouest,,,9 m,Oui,Oui,,634 kWh/m²/an,,,,"oui, attestation non conforme",,,,Oui,Information non communiquée,Information non communiquée,,,,4 m²,,,,Ouest,,Oui,Equipée,,Non,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/1730/asse/rbp98182,RBP98182,Appartement à vendre,179000,Prieelstraat 23 0310,1730 Asse,Excellent,2016,A l’acte,1,12 m²,,,,50 m²,Non,16 m²,,,,,,,,4 m²,1,1,Gaz,Double vitrage,Oui,Oui,,5 m,4,,,,,,,,,5 m,Oui,Oui,,157 kWh/m²/an,,,,"oui, attestation conforme",,,,Oui,Information non communiquée,Information non communiquée,,,,,,,,,,Non,,,Non,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,Oui,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/1730/asse/rbl01886,RBL01886,Appartement à vendre,229000,Mollestraat 8 50,1730 Asse,Excellent,1974,,2,15 m²,12 m²,,,80 m²,Non,25 m²,Oui,,,,,,Américaine,9 m²,1,1,Gaz,Double vitrage,Oui,Non,4,7 m,7,,,,Oui,18 m²,Ouest,,,7 m,Oui,Oui,,231 kWh/m²/an,,,,"oui, attestation conforme",,,,Oui,Information non communiquée,Information non communiquée,,,,4 m²,,,,Ouest,,Oui,Equipée,,Non,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/duplex/a-vendre/1730/asse/rbk80588,RBK80588,Duplex à vendre,403000,Brusselsesteenweg 119 A8,1730 Asse,Nouveau,2024,,3,12 m²,13 m²,12 m²,,133 m²,Non,38 m²,Oui,,,,Oui,,,,2,2,Gaz,Double vitrage,Oui,Non,3,14 m,3,,,,Oui,7 m²,Nord-est,,,14 m,Oui,Oui,,,,,,"oui, attestation conforme",,Oui,Non,Oui,Information non communiquée,Information non communiquée,,,,6 m²,Oui,,,Sud-ouest,,Non,Super équipée,,Non,,Oui,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/duplex/a-vendre/1730/asse/rbk80587,RBK80587,Duplex à vendre,393000,Brusselsesteenweg 119 A5,1730 Asse,Nouveau,2024,,3,12 m²,13 m²,12 m²,,133 m²,Non,40 m²,Oui,,,,Oui,,,,2,2,Gaz,Double vitrage,Oui,Non,2,14 m,3,,,,Oui,6 m²,Sud-ouest,,,14 m,Oui,Oui,,,,,,"oui, attestation conforme",,Oui,Non,Oui,Information non communiquée,Information non communiquée,,,,6 m²,Oui,,,Sud-ouest,,Non,Super équipée,,Non,,Oui,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1730/asse/rbk25907,RBK25907,Maison à vendre,639000,Dorpveld 12 1,1730 Asse,Nouveau,,Immédiatement,4,14 m²,15 m²,16 m²,13 m²,276 m²,Non,49 m²,Oui,,,,Oui,,,9 m²,2,2,,Double vitrage,Non,Non,,,,1,Oui,,Oui,15 m²,,,,,,Oui,,,,,,"oui, attestation conforme",,Oui,Non,Non,Pas de risque d’inondation,Information non communiquée,,,,,Oui,Non,,,,Non,Equipée,,,,,,,,,1,Oui,Non,,,Non,,,,,,,Non,Oui,,Non,pas d'application,Non,,"Zone d'habitat (résidentiel, urbain ou rural)",,,,,,,,,,,Non,,Non,,Oui,342 m²,,,,,,,Non
https://immovlan.be/fr/detail/maison/a-vendre/1730/asse/rbk25906,RBK25906,Maison à vendre,639000,Dorpveld 12 4,1730 Asse,Nouveau,,Immédiatement,4,14 m²,13 m²,16 m²,15 m²,276 m²,Non,49 m²,Oui,,,,Oui,,,9 m²,2,2,,Double vitrage,Non,Non,,,,1,Oui,,Oui,15 m²,,,,,,Oui,,,,,,"oui, attestation conforme",,Oui,Non,Non,Pas de risque d’inondation,Information non communiquée,,,,,Oui,Non,,,,Non,Equipée,,,,,,,,,1,Oui,Non,,,Non,,,,,,,Non,Oui,,Non,pas d'application,Non,,"Zone d'habitat (résidentiel, urbain ou rural)",,,,,,,,,,,Non,,Non,,Oui,349 m²,,,,,,,Non
https://immovlan.be/fr/detail/maison/a-vendre/1730/asse/rbk25905,RBK25905,Maison à vendre,585000,Dorpveld 12 2,1730 Asse,Nouveau,,Immédiatement,4,16 m²,15 m²,14 m²,13 m²,276 m²,Non,49 m²,Oui,,,,Oui,,,9 m²,2,2,,Double vitrage,Non,Non,,,,1,Oui,,Oui,15 m²,,,,,,Oui,,,,,,"oui, attestation conforme",,Oui,Non,Non,Pas de risque d’inondation,Information non communiquée,,,,,Oui,Non,,,,Non,Equipée,,,,,,,,,1,Oui,Non,,,Non,,,,,,,Non,Oui,,Non,pas d'application,Non,,"Zone d'habitat (résidentiel, urbain ou rural)",,,,,,,,,,,Non,,Non,,Oui,225 m²,,,,,,,Non
https://immovlan.be/fr/detail/maison/a-vendre/1730/asse/rbk25904,RBK25904,Maison à vendre,565000,Dorpveld 12 3,1730 Asse,Nouveau,,Immédiatement,4,13 m²,16 m²,15 m²,14 m²,262 m²,Non,49 m²,Oui,,,,Oui,,,9 m²,2,2,,Double vitrage,Non,Non,,,,1,Oui,,Oui,15 m²,,,,,,Oui,,,,,,"oui, attestation conforme",,Oui,Non,Non,Pas de risque d’inondation,Information non communiquée,,,,,Oui,Non,,,,Non,Equipée,,,,,,,,,1,Oui,Non,,,Non,,,,,,,Non,Oui,,Non,pas d'application,Non,,"Zone d'habitat (résidentiel, urbain ou rural)",,,,,,,,,,,Non,,Non,,Oui,236 m²,,,,,,,Non
https://immovlan.be/fr/detail/maison/a-vendre/1730/asse/rbi50262,RBI50262,Maison à vendre,361444,,1730 Asse,Nouveau,,,3,,,,,120 m²,,,,,,,,,,,,,,,,,3,6 m,,,,,,,,194 m²,,9 m,,,,,,,,"non, pas d'attestation",,,Oui,,Information non communiquée,Information non communiquée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Zone d'habitat (résidentiel, urbain ou rural)",,,,,,,,,,,,,,,,60 m²,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1730/asse/vba79863,VBA79863,Maison à vendre,479805,,1730 Asse,Nouveau,,,3,,,,,149 m²,,,,,,,,,,,1,2,,,,,4,11 m,,,,,,,,440 m²,,11 m,,,Oui,,,,,,,,,,Information non communiquée,Information non communiquée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1730/asse/rbj48008,RBJ48008,Maison à vendre,649000,Victor Vanden Driesschestraat 50,1730 Asse,Excellent,1990,A l’acte,4,14 m²,12 m²,12 m²,20 m²,270 m²,Non,50 m²,Oui,40 m²,,,Oui,2,Américaine,15 m²,2,,,Double vitrage,,,4,11 m,,2,Oui,,Oui,35 m²,,1200 m²,,11 m,Oui,Oui,,289 kWh/m²/an,,,,"non, pas d'attestation",,,,Oui,Pas de risque d’inondation,Information non communiquée,,,,12 m²,,,1000 m²,,,,Equipée,,,,,,,,,,,Oui,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1730/asse/rbd87161,RBD87161,Maison à vendre,479140,Edingsesteenweg 36B,1730 Asse,Nouveau,2022,A l’acte,3,14 m²,10 m²,10 m²,,154 m²,Non,53 m²,,,,,,,,,2,2,Gaz,Double vitrage,,,3,7 m,,,Oui,,Oui,,Ouest,426 m²,,7 m,Oui,Oui,,,,,,"oui, attestation conforme",,Oui,Oui,Non,Information non communiquée,Information non communiquée,,,,,,,,Est,,,Super équipée,1,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1730/asse/rbd87145,RBD87145,Maison à vendre,475240,Edingsesteenweg 36E,1730 Asse,Nouveau,2022,A l’acte,3,14 m²,10 m²,10 m²,,153 m²,Non,53 m²,,,,,,,,,2,2,Gaz,Double vitrage,,,3,7 m,,,Oui,,Oui,,Ouest,430 m²,,7 m,Oui,Oui,,,,,,"oui, attestation conforme",,Oui,Oui,Non,Information non communiquée,Information non communiquée,,,,,,,,Est,,,Super équipée,1,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/1730/asse/rbe21210,RBE21210,Appartement à vendre,370404,Nieuwstraat 14-2,1730 Asse,Nouveau,2018,A l’acte,2,,,,,116 m²,Non,,Oui,,,,,,,,1,,,Double vitrage,Oui,,,,4,,,,Oui,43 m²,,,,,Oui,Oui,,,,,,,,Oui,,,Information non communiquée,Information non communiquée,,,,,,,,,,Non,Super équipée,,,,,,,,,,,Oui,,,,,,,,,,,,,,,Non,,,,,,,,,1,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/1730/asse/rbj76925,RBJ76925,Villa à vendre,,edingsesteenweg 231,1730 Asse,À rénover,1950,Immédiatement,4,,,,,212 m²,Non,32 m²,Non,,Oui,,Oui,1,,,2,3,Mazout,,Non,,4,16 m,,4,Oui,,Oui,,,5668 m²,,,,Oui,,517 kWh/m²/an,,10/07/2032,,"oui, attestation non conforme",,,,Non,Pas de risque d’inondation,Information non communiquée,Non,,,,,,5426 m²,,20220719-0002643138-RES-1,Non,Semi-équipée,,Oui,,,,Non,,Non,,,,,,,18 m²,Non,Non,,,,,,,,,,,Zone naturelle,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/1730/asse/rbd47064,RBD47064,Appartement à vendre,225000,Dorpsstraat 18,1730 Asse,,1977,,2,,,,,73 m²,Non,,,,,,Oui,1,,,1,1,Gaz,,Non,,3,,2,,Non,,Oui,,,,,,,Oui,,339 kWh/m²/an,,14/01/2022,,"non, pas d'attestation",,,,,Information non communiquée,Information non communiquée,,,,,,,,,20120114-0001011778-00000008-6,,Semi-équipée,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/1730/bekkerzeel/rbs94299,RBS94299,Villa à vendre,1195000,Sint-Godardusstraat 16,1730 Bekkerzeel,Excellent,2005,A l’acte,4,20 m²,15 m²,14 m²,14 m²,356 m²,Oui,25 m²,Oui,,,,Oui,,,22 m²,2,2,Gaz,Double vitrage,,,4,,,3,Oui,,Oui,,,1919 m²,,,Oui,Oui,,193 kWh/m²/an,,12/07/2034,,,,,,,Information non communiquée,Information non communiquée,Oui,19 m²,Oui,,,Oui,,,,,Super équipée,,,,Oui,,,,,2,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/1730/mollem/rbt22998,RBT22998,Villa à vendre,689000,Fort 4,1730 Mollem,Excellent,1975,A l’acte,4,13 m²,14 m²,17 m²,20 m²,312 m²,Non,36 m²,Oui,,,,Oui,1,,16 m²,1,2,Gaz,Double vitrage,,,4,18 m,,,Oui,,Oui,,,1170 m²,,18 m,Oui,Oui,,259 kWh/m²/an,,24/02/2035,,"oui, attestation non conforme",,,,,Information non communiquée,Information non communiquée,,,,,Oui,,,,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1730/bekkerzeel/rbs67138,RBS67138,Maison à vendre,569000,Meelblok 3,1730 Bekkerzeel,Excellent,2007,A l’acte,4,38 m²,20 m²,17 m²,17 m²,230 m²,Non,57 m²,,,Oui,,Oui,,,23 m²,2,2,Gaz,Double vitrage,,,3,8 m,,,Oui,,Oui,,,417 m²,,8 m,Oui,Oui,Oui,160 kWh/m²/an,,21/10/2034,,"oui, attestation conforme",12/11/2006,,,Non,Information non communiquée,Information non communiquée,,,,,,,,,,,Super équipée,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1745/opwijk/vbc90915,VBC90915,Maison à vendre,432735,,1745 Opwijk,Nouveau,,,3,,,,,162 m²,,,,,,,,,,,2,2,,,,,3,7 m,,,,,,,,600 m²,,7 m,,,Oui,,,,,,,,,,Information non communiquée,Information non communiquée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1745/opwijk/vbc90914,VBC90914,Maison à vendre,390724,,1745 Opwijk,Nouveau,,,3,,,,,126 m²,,,,,,,,,,,1,2,,,,,3,9 m,,,,,,,,600 m²,,9 m,,,Oui,,,,,,,,,,Information non communiquée,Information non communiquée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/1745/opwijk/rbt70748,RBT70748,Appartement à vendre,289000,Heiveld 1 3.01,1745 Opwijk,Nouveau,1982,,2,11 m²,17 m²,,,100 m²,,26 m²,Oui,,,,Oui,,,11 m²,1,1,Gaz,Double vitrage,,,3,,,1,,,Oui,4 m²,,,,,,Oui,,272 kWh/m²/an,,,,"oui, attestation conforme",,Oui,Oui,Non,Information non communiquée,Information non communiquée,,,,,,,,,,,Super équipée,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,Non,,3,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/1745/opwijk/rbt68555,RBT68555,Villa à vendre,639000,Kerseveldmeers 37,1745 Opwijk,Excellent,2000,,6,9 m²,12 m²,14 m²,18 m²,295 m²,,37 m²,Non,,Oui,,Oui,1,,24 m²,2,3,Gaz,Double vitrage,,,3,,,,Oui,Sud-ouest,Oui,92 m²,,872 m²,,,,Oui,,166 kWh/m²/an,,25/11/2034,,"oui, attestation non conforme",,,,,Information non communiquée,Information non communiquée,Non,,,10 m²,Oui,Oui,,,20241125-0003457849-RES-1,Non,,,Oui,,Oui,9 m²,Non,,Oui,,,Oui,,,,,Non,Non,,,,Oui,,,,,,22 m²,"Zone d'habitat (résidentiel, urbain ou rural)",,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/duplex/a-vendre/1745/opwijk/rbt68411,RBT68411,Duplex à vendre,295000,Oude Pastoriedreef 31 103,1745 Opwijk,,2005,A l’acte,2,,,,,90 m²,,,Non,,Oui,,Oui,,,,1,2,,,Non,Non,,,2,2,,,Oui,,,,,,,,,,,,,,,,,Non,Pas de risque d’inondation,Information non communiquée,Non,,,,,Non,,,,Non,,,Non,,,,Non,,Non,,,,,,,,Non,Non,,,,,,,,,,,"Zone d'habitat (résidentiel, urbain ou rural)",,,,,,,1,,,,Non,,,,Non,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1745/opwijk/rbt67967,RBT67967,Maison à vendre,298500,Esp 96,1745 Opwijk,À rénover,1918,A convenir,3,,,,,182 m²,Non,35 m²,Non,,Oui,,Oui,1,,,2,2,Gaz,,Non,,2,8 m,2,1,Oui,,,,,430 m²,46 m,,,Oui,,369 kWh/m²/an,,01/05/2035,,"oui, attestation non conforme",,,,Non,Pas de risque d’inondation,Information non communiquée,Non,,,,,,200 m²,Nord-ouest,3543133,Non,,,,,,,Non,,Non,,,Oui,,,,,Non,Non,,,,,,,,,Non,,"Zone d'habitat (résidentiel, urbain ou rural)",,,,,,,,,,,,,,,,173 m²,,,,,,,
https://immovlan.be/fr/detail/rez-de-chaussee/a-vendre/1745/opwijk/rbt67404,RBT67404,Rez-de-chaussée à vendre,365000,Oude Brugstraat,1745 Opwijk,,2024,,2,12 m²,7 m²,,,102 m²,Non,43 m²,,,,,Oui,,,,1,1,,Double vitrage,Oui,,2,,,,Oui,,Oui,23 m²,,,,,,,,,,,,,,Oui,Non,Non,Information non communiquée,Information non communiquée,,,,6 m²,,,39 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/1745/opwijk/rbt66898,RBT66898,Villa à vendre,799000,Nieuwstraat 82,1745 Opwijk,Normal,,A l’acte,3,19 m²,17 m²,15 m²,,325 m²,,60 m²,Oui,,,,Oui,1,,18 m²,2,2,Electrique,Double vitrage,,,4,,,3,Oui,,Oui,,,2226 m²,,,,Oui,Oui,670 kWh/m²/an,670 kWh/an,,,,,Oui,Non,Non,Information non communiquée,Information non communiquée,,,,,,Oui,,,,,Super équipée,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/1745/opwijk/rbt66899,RBT66899,Villa à vendre,799000,Nieuwstraat 82,1745 Opwijk,Normal,,A l’acte,3,19 m²,17 m²,15 m²,,325 m²,,60 m²,Oui,,,,Oui,1,,18 m²,2,2,Electrique,Double vitrage,,,4,,,3,Oui,,Oui,,,2226 m²,,,,Oui,Oui,670 kWh/m²/an,670 kWh/an,,,,,Oui,Non,Non,Information non communiquée,Information non communiquée,,,,,,Oui,,,,,Super équipée,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1745/opwijk/rbt17159,RBT17159,Maison à vendre,595000,,1745 Opwijk,Excellent,1992,,3,,,,,255 m²,,,Oui,,Oui,,Oui,1,,,1,2,Electrique,Double vitrage,,,4,,,,Oui,Sud-ouest,Oui,,,1242 m²,,,,Oui,,327 kWh/m²/an,,,,"non, pas d'attestation",,Oui,Oui,,Pas de risque d’inondation,Information non communiquée,,,,,,,,,20230105-0002770393-RES-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Zone d'habitat (résidentiel, urbain ou rural)",,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1745/opwijk/rbs97851,RBS97851,Maison à vendre,319000,'t Kintstraat 80,1745 Opwijk,Normal,,A l’acte,2,27 m²,16 m²,,,140 m²,,35 m²,,,Oui,,Oui,1,Américaine,12 m²,1,1,Gaz,,,,3,,,3,Oui,,Oui,32 m²,,426 m²,,,,Oui,,225 kWh/m²/an,,,,"oui, attestation conforme",,Oui,Non,Non,Pas de risque d’inondation,Information non communiquée,,,,,,,,Nord-est,,,Equipée,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1745/opwijk/rbj98890,RBJ98890,Maison à vendre,414000,Broekstraat x,1745 Opwijk,Nouveau,,,3,,,,,148 m²,,,Non,,Oui,,Oui,,,,1,2,,,,,2,,,,Oui,,,,,235 m²,,,,,,0 kWh/m²/an,,,,"non, pas d'attestation",,,,,Pas de risque d’inondation,Information non communiquée,Non,,,,,,151 m²,,,Non,,,Non,,,,Non,,Non,,,,,,,,Non,Non,,,,,,,,,,,"Zone, info non disponible",,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/duplex/a-vendre/1745/opwijk/rbt63789,RBT63789,Duplex à vendre,365000,steenweg op Dendermonde 50,1745 Opwijk,,1994,A l’acte,4,,,,,185 m²,,,Non,,Non,,,,,,,,,,Non,Non,,,2,,,,Oui,,,,,,,,,,,,,,,,,Non,Pas de risque d’inondation,Information non communiquée,Non,,,,,Non,,,,Non,,,Non,,,,Non,,Non,,,,,,,,Non,Non,,,,,,,,,,,"Zone d'habitat (résidentiel, urbain ou rural)",,,,,,,1,,,,Non,,,,Oui,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1745/opwijk/rbt62812,RBT62812,Maison à vendre,449000,Merenblokstraat 28,1745 Opwijk,Normal,2011,,3,14 m²,11 m²,11 m²,,165 m²,,31 m²,,,Oui,,Oui,1,,11 m²,1,2,Gaz,Double vitrage,,,3,7 m,2,3,Oui,,Oui,,,394 m²,,7 m,Oui,Oui,Oui,138 kWh/m²/an,138 kWh/an,,,"oui, attestation conforme",,Oui,Oui,Non,Pas de risque d’inondation,Information non communiquée,,,,,,,,,,,Super équipée,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/fermette/a-vendre/1745/opwijk/rbt48227,RBT48227,Fermette à vendre,1194000,Droeshoutstraat 68,1745 Opwijk,,2009,Immédiatement,5,,,,,311 m²,,,Non,,Non,,Oui,1,,,2,3,Electrique,,Non,Non,4,,,5,Oui,,,,,4035 m²,66 m,65 m,,,,11 kWh/m²/an,,,,,,,,Non,Pas de risque d’inondation,Information non communiquée,Non,,,,Oui,Oui,,Sud,20240607-0003275178-RES-1,Non,Equipée,,Oui,,,,Non,,Non,,Oui,,,,,,Non,Non,,,,Oui,,,,,,,Zone agricole,,,,,,,,,,,Non,,,,Non,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1745/opwijk/rbt46715,RBT46715,Maison à vendre,450000,Ringlaan 33,1745 Opwijk,Normal,1954,,4,,,,,290 m²,,,Oui,43 m²,Oui,,Oui,1,,,2,,Gaz,Double vitrage,Non,Non,,,,,Oui,,Oui,32 m²,,409 m²,,,,,,266 kWh/m²/an,,28/02/2035,,pas d'application,,,Non,,Pas de risque d’inondation,Information non communiquée,,,,5 m²,Oui,,,Sud,20250228-0003541738-RES-1,,,,,,,,Non,,,,,,,,,,,,,,,,,,,,,15 m²,,,,,,,,,,,,Non,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/1745/opwijk/rbt41402,RBT41402,Appartement à vendre,395000,,1745 Opwijk,Excellent,2007,,2,,,,,159 m²,,,Non,,Non,,Oui,1,,,1,2,Gaz,Double vitrage,,,3,,2,,,,Oui,,,,,,,Oui,,95 kWh/m²/an,,,,"oui, attestation conforme",,,,,Pas de risque d’inondation,Information non communiquée,Non,,,,,,,,20250217-0003531727-RES-1,Non,,,Non,,Oui,,Non,,Non,,,Oui,,,,,Non,Non,,,,,,,,,,,"Zone d'habitat (résidentiel, urbain ou rural)",,,,,,,1,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/1745/opwijk/rbt38921,RBT38921,Appartement à vendre,325000,Gasthuisstraat 7,1745 Opwijk,Normal,2008,A l’acte,3,8 m²,8 m²,15 m²,,122 m²,Non,35 m²,Oui,,,,Oui,,,11 m²,1,1,Gaz,Double vitrage,Oui,,2,,2,1,Oui,,Oui,,,,,,Oui,Oui,,117 kWh/m²/an,,,,,,Oui,Oui,Non,Pas de risque d’inondation,Information non communiquée,,,,6 m²,,,57 m²,,,,Super équipée,,,,Oui,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,Non,,0,,,,,,,,,,,,,,,,
