ad_link,Ref,Titre,Prix,Addresse,Localite,Etat_du_bien,Bien_actuellement_loué,Année_de_construction,Disponibilité_du_bien,Nombre_de_chambres_à_coucher,Surface_habitable,Meublé,Caves,Grenier,Véranda,Salle_à_manger,Dressing,Buanderie,Local_vélo,Équipement_de_la_cuisine,Nombre_de_salles_de_bain,Nombre_de_toilettes,Type_de_chauffage,Ascenseur,Orientation_de_la_façade_du_bien,Nombre_de_façades,Jardin,Terrasse_aménagée,Surface_totale_du_terrain,Raccordé_au_gaz_de_ville,Raccordé_à_leau_courante,Conso_spécifique_dénergie_primaire,Référence_PEB,Date_de_validité_PEB,Attestation__Installation_électrique,Le_bien_fait_lobjet_dun_droit_de_préemption,Affectation_urbanistique_la_plus_récente,Type_de_zone_inondable,Zone_inondable_délimitée,Surface_du_séjour,Garage,Nombre_de_place_de_parking_intérieur,Type_de_cuisine,Maison_basse_énergie,Panneaux_solaires,Chauffage_au_sol,Pompe_à_chaleur,Type_de_vitrage,Compteur_Bihoraire,Parlophone,Nombre_de_places_de_parking_extérieur,Raccordé_aux_égouts,Citerne_à_eau_de_pluie,Niveau_E,Nombre_de_Garages,Orientation_du_jardin,Surface_constructible,Piscine_extérieure,Surface_du_jardin,Étage_de_lappartement,Nombre_détages_de_limmeuble,Surface_de_la_terrasse,Attestation__Asbuilt,Largeur_de_la_façade,Profondeur_du_terrain,Permis_de_bâtir_obtenu,Permis_durbanisation_accordé,Surface_chambre_à_coucher_1,Surface_chambre_à_coucher_2,Surface_chambre_à_coucher_3,Surface_chambre_à_coucher_4,Surface_de_la_cuisine,GscoreLe_score_G_représente_le_risque_dinondation_pour_les_bâtiments_de_plus_de_25m²_et_se_compose_de_4_classes_A_à_DClasse_A__pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,Le_score_G_représente_le_risque_dinondation_pour_les_bâtiments_de_plus_de_25m²_et_se_compose_de_4_classes_A_à_D,PScoreLe_score_P_représente_le_risque_dinondation_pour_les_parcelles_terrains_et_se_compose_de_4_classes_A_à_DClasse_A__pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,Le_score_P_représente_le_risque_dinondation_pour_les_parcelles_terrains_et_se_compose_de_4_classes_A_à_D,Air_conditionné,Alarme_antieffraction,Orientation_de_la_terrasse,Largeur_du_terrain_à_rue,Nombre_de_douches,Surface_salle_à_manger,Accessible_aux_moins_valides,GscoreLe_score_G_représente_le_risque_dinondation_pour_les_bâtiments_de_plus_de_25m²_et_se_compose_de_4_classes_A_à_DClasse_A_pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,PScoreLe_score_P_représente_le_risque_dinondation_pour_les_parcelles_terrains_et_se_compose_de_4_classes_A_à_DClasse_A_pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,Espace_ouvert_sensible_à_leau__WORG,Balcon,Surface_du_bureau,Surface_du_dressing,Surface_du_garage,Surface_de_lades_salles_de_bain,Le_bien_est__classé__ou_fait_partie_dun_ensemble_classé_au_patrimoine,Surface_chambre_à_coucher_5,Surface_des_caves,Surface_du_grenier,Niveau_K,Porte_daccès_sécurisée,Surface_totale,Porte_de_garage_motorisée,Feu_ouvert,Panneaux_solaires_thermiques,Clef_électronique,Domotique,HammamSaunaJacuzzi,Conso_annuelle_totale_dénergie_primaire
https://immovlan.be/fr/detail/maison/a-vendre/2910/essen/rbt47300,RBT47300,Maison à vendre,229000,Kammenstraat 9,2910 Essen,Normal,Non,1918,Immédiatement,3,93 m²,Non,Non,Non,Non,Non,Non,Non,Non,Semi-équipée,1,1,Gaz,Non,Sud,3,Oui,Oui,65 m²,Oui,Oui,297 kWh/m²/an,Certificaat-20250415-0003578288-RES-1,15/04/2035,"oui, attestation conforme",Non,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2910/essen/rbt43443,RBT43443,Maison à vendre,349000,Eekhoornlaan 24,2910 Essen,À rénover,Non,1969,A l’acte,4,206 m²,Non,Non,Non,Non,Non,Non,Non,Non,Semi-équipée,1,2,Bois,Non,Sud-ouest,4,Oui,Oui,10166 m²,,Oui,937 kWh/m²/an,Certificaat-20250526-0003610317-RES-1,26/05/2035,"oui, attestation non conforme",Non,,Pas de risque d’inondation,Information non communiquée,20 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/2910/essen/rwc39598,RWC39598,Villa à vendre,393050,,2910 Essen,Excellent,Non,2025,A convenir,3,594 m²,,,Oui,,,,,,Super équipée,1,,Gaz,,,4,Oui,,,Oui,Oui,,,,"oui, attestation conforme",,,Pas de risque d’inondation,Information non communiquée,,Oui,1,Américaine,Oui,Oui,Oui,Oui,Double vitrage,Oui,Oui,2,Oui,Oui,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2930/brasschaat/rbt73127,RBT73127,Maison à vendre,499000,Van de Wiellei 154,2930 Brasschaat,Remis à neuf,Non,1956,,4,205 m²,,Non,Non,Non,Non,Non,Oui,Non,,1,2,Gaz,,,2,Oui,,457 m²,Oui,Oui,103 kWh/m²/an,11008-G-DBA_2017031713/EP16697/A001/D01/SD001,23/12/2032,"oui, attestation conforme",,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,,Oui,,,,Oui,,,Double vitrage,,,,,,,1,Ouest,102 m²,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2930/brasschaat/rbt72982,RBT72982,Maison à vendre,329000,Lage Kaart 214,2930 Brasschaat,Normal,Non,,,2,96 m²,Non,Non,Oui,Non,Non,Non,Non,Non,,1,1,Gaz,Non,Sud-ouest,,Oui,Oui,132 m²,,,380 kWh/m²/an,0003622580,11/06/2035,"oui, attestation conforme",,"Zone d'habitat (résidentiel, urbain ou rural)",Information non communiquée,Information non communiquée,30 m²,Oui,,,,,,,,,,,,,,1,,,,25 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/duplex/a-vendre/2930/brasschaat/rbt72082,RBT72082,Duplex à vendre,659000,Bredabaan 515 E 3.2,2930 Brasschaat,Excellent,Non,2015,A l’acte,3,208 m²,Non,Non,Non,Non,Non,Non,Non,Non,,2,2,,Oui,,2,,Oui,,,,99 kWh/m²/an,Certificaat-20250616-0003619259-RES-1,16/06/2035,"oui, attestation conforme",Non,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,,Oui,,,,,,,,,,,,,,,,,,,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/2930/brasschaat/rbt71682,RBT71682,Appartement à vendre,275000,Veldstraat 42,2930 Brasschaat,,Non,2025,,,,,Non,Non,Non,Non,Non,Non,Non,,,,,,,2,Oui,Oui,,,Oui,,,,"oui, attestation conforme",,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,,,,,,,,Oui,Double vitrage,,,,,,,,,,Non,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/2930/brasschaat/rbt68612,RBT68612,Appartement à vendre,329500,Bredabaan 423,2930 Brasschaat,,Non,1958,,2,80 m²,,Non,Non,Non,Non,Non,Non,Non,Equipée,1,,,Oui,,2,,Oui,,Oui,Oui,148 kWh/m²/an,20200904-0002311340-RES-1,,"non, pas d'attestation",,"Zone d'habitat (résidentiel, urbain ou rural)",Information non communiquée,Information non communiquée,,,,,,,,,Double vitrage,,,,,,,,,,Non,,2,4,4 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2930/brasschaat/rbt67751,RBT67751,Maison à vendre,369000,Hofstraat 41,2930 Brasschaat,À rénover,Non,,A partir du : 01/01/2026,2,190 m²,Non,Non,Oui,Non,Non,Non,Non,Non,,2,,,Non,Nord-est,2,Oui,Oui,,Oui,Oui,534 kWh/m²/an,3592905,05/05/2035,"oui, attestation conforme",Non,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,,Oui,,,,,,,,,,,,,,,,99 m²,,,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2930/brasschaat/rbt67750,RBT67750,Maison à vendre,529000,Hoge Akker 2,2930 Brasschaat,À rénover,Non,1978,A l’acte,3,219 m²,Non,Non,Oui,Non,Non,Non,Non,Non,Super équipée,1,,Gaz,Non,Nord,3,Oui,Oui,732 m²,Oui,Oui,250 kWh/m²/an,3564986,28/03/2035,"oui, attestation non conforme",Non,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,,Oui,,,,,,,,,,,,,,,,119 m²,,,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2930/brasschaat/rbt67749,RBT67749,Maison à vendre,415000,Hanendreef 62,2930 Brasschaat,À rénover,Non,1990,A l’acte,2,122 m²,Non,Non,Oui,Non,Non,Non,Non,Non,,1,,Electrique,Non,Sud,3,Oui,Oui,713 m²,,,381 kWh/m²/an,Certificaat-20250519-0003604434-RES-1,19/05/2035,"oui, attestation non conforme",Non,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,,Oui,,,,,,,,,,,,,,1,,,,,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2930/brasschaat/rbt67747,RBT67747,Maison à vendre,349000,Hanendreef 82,2930 Brasschaat,Normal,Non,1961,Immédiatement,2,128 m²,Non,Non,Non,Non,Non,Non,Non,Non,Super équipée,1,,Gaz,Non,Sud-ouest,3,Oui,Oui,296 m²,Oui,Oui,399 kWh/m²/an,3538957,25/02/2035,"oui, attestation conforme",Non,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,,,,,,,,,,,,,,,,,,91 m²,,,,,,,5 m,40 m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2930/brasschaat/rbt67744,RBT67744,Maison à vendre,349000,Veldstraat 36,2930 Brasschaat,À rénover,Non,1941,A l’acte,3,156 m²,Non,Non,Non,Non,Non,Non,Non,Non,,1,,Gaz,Non,Sud-ouest,2,Oui,Oui,234 m²,Oui,Oui,308 kWh/m²/an,3503740,13/01/2035,"oui, attestation non conforme",Non,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,,,,,,,,,,,,,,,,,,106 m²,,,,,,,6 m,40 m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/rez-de-chaussee/a-vendre/2930/brasschaat/rbt67743,RBT67743,Rez-de-chaussée à vendre,224000,Bergstraat 56 glv,2930 Brasschaat,Normal,Non,1994,A l’acte,2,64 m²,Non,Non,Non,Non,Non,Non,Non,Non,Super équipée,1,,Electrique,Non,Sud-est,2,Oui,Oui,,Oui,Oui,473 kWh/m²/an,20221205-0002737325-RES-1,05/12/2032,"oui, attestation non conforme",Non,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,,Oui,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2930/brasschaat/rbt67740,RBT67740,Maison à vendre,449000,Beemdenstraat 84,2930 Brasschaat,Normal,Non,1935,A l’acte,4,151 m²,Non,Non,Non,Non,Non,Non,Non,Non,Super équipée,1,,Gaz,Non,Nord-est,3,Oui,Oui,338 m²,Oui,Oui,297 kWh/m²/an,3471088,09/12/2034,"oui, attestation non conforme",Non,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,,,,,,,,,,,,,,,,,,85 m²,,,,,,,5 m,56 m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2930/brasschaat/rbt67738,RBT67738,Maison à vendre,1650000,Bredabaan 655,2930 Brasschaat,À rénover,Non,1972,A l’acte,3,209 m²,Non,Non,Non,Non,Non,Non,Non,Non,,1,,,Non,Est,4,Oui,Oui,3056 m²,Oui,Oui,652 kWh/m²/an,Certificaat-20241204-0003468014-RES-1,04/12/2034,"oui, attestation non conforme",Non,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,,,,,,,,,,,,,,,,,,222 m²,,,,,,,12 m,82 m,Oui,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/2930/brasschaat/rbt67736,RBT67736,Appartement à vendre,449000,Miksebaan 236 2003,2930 Brasschaat,Normal,Non,1995,A l’acte,3,120 m²,Non,Non,Non,Non,Non,Non,Non,Non,Super équipée,1,1,Non specifié,Oui,Sud-est,2,,Oui,,,,201 kWh/m²/an,2833104,09/03/2033,"oui, attestation non conforme",Non,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,,Oui,,,,,,,,,,,,,,1,,2143 m²,,,2,,,Non,,50 m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/rez-de-chaussee/a-vendre/2930/brasschaat/rbt67508,RBT67508,Rez-de-chaussée à vendre,335000,Vuurkruisenlei 3 glv,2930 Brasschaat,À rénover,Non,1980,A l’acte,3,132 m²,Non,Non,Non,Non,Non,Non,Non,Non,Super équipée,2,2,Gaz,Non,Sud-ouest,3,Oui,Oui,,,,271 kWh/m²/an,3605553-RES-1,20/05/2035,pas d'application,Non,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,,Oui,,,,,,,,,,1,,,,1,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/2930/brasschaat/rbt67507,RBT67507,Appartement à vendre,479000,Lage Kaart 283 1002,2930 Brasschaat,Normal,Non,2008,A l’acte,2,140 m²,Non,Non,Non,Non,Non,Non,Non,Non,,1,,,Oui,Sud-ouest,2,,Oui,,,,87 kWh/m²/an,20190731,,"oui, attestation conforme",Non,"Zone d'habitat (résidentiel, urbain ou rural)",Risque moyen,Information non communiquée,,Oui,,,,,,,,,,,,,,1,,443 m²,,,1,,,,24 m,42 m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/duplex/a-vendre/2930/brasschaat/rbt67534,RBT67534,Duplex à vendre,875000,Miksebaan 242 3002,2930 Brasschaat,Normal,Non,1992,Immédiatement,3,248 m²,Non,Non,Non,Non,Non,Non,Non,Non,Super équipée,2,,Gaz,Oui,Sud,2,,Oui,,,,288 kWh/m²/an,,12/02/2029,"oui, attestation conforme",Non,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,,Oui,,,,,,,,,,,,,,1,,,,,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2930/brasschaat/rbt67532,RBT67532,Maison à vendre,699000,Louislei 10,2930 Brasschaat,À rénover,Non,1967,A l’acte,4,260 m²,Non,Non,Non,Non,Non,Non,Non,Non,Super équipée,2,,Gaz,Non,Est,4,Oui,Oui,1436 m²,Oui,Oui,528 kWh/m²/an,3568964-RES-1,02/04/2035,"oui, attestation non conforme",Non,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,,Oui,,,,,,,,,,,,,,1,,198 m²,,,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/2930/brasschaat/rbt67531,RBT67531,Villa à vendre,1350000,Hemelakkers 69,2930 Brasschaat,Normal,Non,1973,A l’acte,5,712 m²,Non,Non,Oui,Non,Non,Non,Non,Non,,3,,,Non,,4,Oui,Oui,1716 m²,,,69 kWh/m²/an,,04/12/2034,"oui, attestation conforme",Non,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2930/brasschaat/rbt67517,RBT67517,Maison à vendre,419000,,2930 Brasschaat,Normal,Non,1957,A l’acte,3,140 m²,Non,Non,Non,Non,Non,Non,Non,Non,Super équipée,1,,,Non,,2,Oui,Oui,,,,193 kWh/m²/an,Certificaat-20250610-0003621608-RES-1,10/06/2035,pas d'application,Non,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,,Oui,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2930/brasschaat/rbt67516,RBT67516,Maison à vendre,659000,Laagland 116,2930 Brasschaat,Normal,Non,1993,A l’acte,4,251 m²,Non,Non,Oui,Non,Non,Non,Non,Non,,1,2,Gaz,Non,Sud,3,Oui,,593 m²,Oui,Oui,,3605593-RES-1,20/05/2035,"oui, attestation non conforme",Non,Zone d'extension d'habitat,Pas de risque d’inondation,Information non communiquée,35 m²,Oui,,,,Oui,,,,,,,,,,1,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/2930/brasschaat/rbt67514,RBT67514,Appartement à vendre,435000,Van Hemelrijcklei 82 E2.01,2930 Brasschaat,Normal,Non,2017,A l’acte,3,138 m²,Non,Non,Non,Non,Non,Non,Non,Non,,1,,,Non,,,Oui,Oui,,Oui,Oui,98 kWh/m²/an,3564506,28/03/2035,pas d'application,Non,"Zone d'habitat (résidentiel, urbain ou rural)",Risque moyen,Inondable délimitée,,,,,,,,,,,,,,,,,,,,,2,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2930/brasschaat/rbt67512,RBT67512,Maison à vendre,565000,Zilverberkenlei 48 A,2930 Brasschaat,Normal,Non,1980,A l’acte,3,190 m²,Non,Non,Non,Non,Non,Non,Non,Non,Super équipée,1,2,,Non,Sud,4,Oui,Oui,653 m²,Oui,Oui,269 kWh/m²/an,Certificaat-20250122-0003511168-RES-1,22/01/2035,"oui, attestation non conforme",Non,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,,Oui,,,,,,,,,,,,,,,,132 m²,,,,,,,11 m,32 m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2930/brasschaat/rbt67510,RBT67510,Maison à vendre,599000,Heislagsebaan 27,2930 Brasschaat,Normal,Non,1951,A l’acte,4,220 m²,Non,Non,Non,Non,Non,Non,Non,Non,,1,,,Non,Sud,2,Oui,Oui,285 m²,Oui,Oui,,,,pas d'application,Non,"Zone d'habitat (résidentiel, urbain ou rural)",Risque moyen,Information non communiquée,,,,,,,,,,,,,,,,,,101 m²,,192 m²,,,,,6 m,52 m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2930/brasschaat/rbt67234,RBT67234,Maison à vendre,390000,,2930 Brasschaat,Normal,,1963,,4,145 m²,,,Oui,,,,,,,1,2,,,Sud-est,4,Oui,Oui,598 m²,Oui,Oui,503 kWh/m²/an,,13/06/2034,"oui, attestation non conforme",,,Pas de risque d’inondation,Information non communiquée,27 m²,Oui,,,,,,,,,,,Oui,,,1,,,,,,,,,,,,,13 m²,15 m²,7 m²,13 m²,11 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/2930/brasschaat/rbt66288,RBT66288,Appartement à vendre,539000,Lemmélei 1,2930 Brasschaat,Normal,Non,,,2,220 m²,Non,Non,Non,Non,Non,Non,Non,Non,Super équipée,2,3,Electrique,Oui,Sud-ouest,,Oui,Oui,,,,390 kWh/m²/an,0002478103,,"oui, attestation non conforme",,"Zone d'habitat (résidentiel, urbain ou rural)",Information non communiquée,Information non communiquée,60 m²,Oui,,,,,,,,,,,,,,1,,,,10000 m²,,,40 m²,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/2930/brasschaat/rbt44058,RBT44058,Villa à vendre,899000,Hensbergelei 66,2930 Brasschaat,À rénover,Non,1974,A l’acte,3,452 m²,Non,Non,Non,Non,Non,Non,Non,Non,,2,,Gaz,Non,Ouest,4,Oui,Oui,2445 m²,Oui,Oui,264 kWh/m²/an,3564515,28/03/2035,pas d'application,Non,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,,,,,,,,,,,,,,,,,,350 m²,Oui,,,,,Non,20 m,78 m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2930/brasschaat/rbt64735,RBT64735,Maison à vendre,679000,Kastanjelei 10,2930 Brasschaat,Nouveau,Non,1976,,5,177 m²,Non,Non,Non,Non,Non,Non,Non,Non,Super équipée,2,2,Gaz,Non,Nord-est,,Oui,Oui,630 m²,,,244 kWh/m²/an,0003619626,06/06/2035,"oui, attestation conforme",,"Zone d'habitat (résidentiel, urbain ou rural)",Information non communiquée,Information non communiquée,35 m²,Oui,,,,Oui,,,,,,3,,,,1,,,,420 m²,,,20 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2930/brasschaat/rbt64652,RBT64652,Maison à vendre,1100000,Bredabaan 26,2930 Brasschaat,,Non,,,5,,,Non,Oui,Non,Non,Non,Non,Non,,2,,Gaz,,,4,Oui,,2090 m²,Oui,Oui,270 kWh/m²/an,20241121-0003454297-RES-1,,"oui, attestation conforme",,"Zone, info non disponible",Information non communiquée,Information non communiquée,,,,,,,,,,,Oui,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2930/brasschaat/rbt64635,RBT64635,Maison à vendre,475000,Michielssendreef 74,2930 Brasschaat,Excellent,Non,1959,,2,106 m²,,Non,Non,Non,Non,Non,Oui,Non,,1,2,Gaz,,,2,Oui,Oui,141 m²,Oui,,152 kWh/m²/an,20250603-0003614652-RES-1,,"oui, attestation conforme",,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,,Oui,,,,,,,Double vitrage,,,,,,,,Est,,Non,,,1,,,6 m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/2930/brasschaat/rbt63997,RBT63997,Villa à vendre,895000,Donksesteenweg 169,2930 Brasschaat,Excellent,,1972,,4,300 m²,,Oui,Oui,,,,,,Super équipée,2,4,Gaz,,Est,4,Oui,Oui,1167 m²,Oui,Oui,293 kWh/m²/an,,,"oui, attestation non conforme",Non,,Information non communiquée,Information non communiquée,83 m²,Oui,2,,,,,,Double vitrage,,Oui,3,Oui,,,1,,,,850 m²,,,60 m²,,16 m,,Oui,Oui,22 m²,16 m²,14 m²,11 m²,13 m²,,,,,Oui,Oui,Est,16 m,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2930/brasschaat/rbt63567,RBT63567,Maison à vendre,899000,Bredabaan 119,2930 Brasschaat,Normal,Non,1980,,2,220 m²,,Non,Non,Non,Non,Non,Oui,Non,,1,2,,,,4,Oui,Oui,3200 m²,Oui,Oui,304 kWh/m²/an,,,"non, pas d'attestation",,Parc résidentiel,Pas de risque d’inondation,Information non communiquée,,Oui,,,,,,,,,,,,,,1,Sud-est,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2930/brasschaat/rbt63532,RBT63532,Maison à vendre,735000,Mariettalei 52,2930 Brasschaat,À rénover,Non,1978,A l’acte,4,259 m²,Non,Non,Oui,Non,Non,Non,Non,Non,Super équipée,1,3,Gaz,Non,,4,Oui,Oui,888 m²,Oui,Oui,251 kWh/m²/an,,,"oui, attestation conforme",Non,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2930/brasschaat/rbt47977,RBT47977,Maison à vendre,480000,Hanendreef 33,2930 Brasschaat,Normal,,1989,A l’acte,3,206 m²,Non,,,,Oui,,,,Equipée,1,1,Gaz,Non,Ouest,3,Oui,Oui,350 m²,Oui,Oui,189 kWh/m²/an,,08/05/2025,,Non,,Information non communiquée,Information non communiquée,30 m²,Oui,1,Américaine,,,,,Double vitrage,,,,Oui,,,1,,,Non,290 m²,,2,5 m²,,7 m,,Oui,Non,15 m²,10 m²,10 m²,,10 m²,,,,,,,Est,,1,18 m²,Non,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2930/brasschaat/rbt47491,RBT47491,Maison à vendre,445000,van de Wiellei 12,2930 Brasschaat,Excellent,Non,1930,A l’acte,2,120 m²,Non,,Oui,,,,,,Equipée,1,2,Gaz,Non,Est,3,Oui,Oui,180 m²,Oui,Oui,196 kWh/m²/an,,17/03/2035,"oui, attestation conforme",Non,,Pas de risque d’inondation,Information non communiquée,47 m²,,,Américaine,,,,,Double vitrage,,,,Oui,,,,,,Non,70 m²,,1,12 m²,,6 m,,Oui,Non,12 m²,8 m²,,,,,,,,Oui,,Ouest,6 m,,,Non,,,Non,,,,,,,,,,,,,,,,,,,
