ad_link,Ref,Titre,Prix,Addresse,Localite,Etat_du_bien,Bien_actuellement_loué,Disponibilité_du_bien,Nombre_de_chambres_à_coucher,Surface_habitable,Meublé,Caves,Grenier,Véranda,Salle_à_manger,Dressing,Buanderie,Local_vélo,Nombre_de_salles_de_bain,Nombre_de_toilettes,Type_de_chauffage,Ascenseur,Nombre_de_façades,Largeur_de_la_façade,Jardin,Terrasse_aménagée,Surface_totale_du_terrain,Surface_constructible,Profondeur_du_terrain,Raccordé_au_gaz_de_ville,Raccordé_à_leau_courante,Conso_spécifique_dénergie_primaire,Référence_PEB,Date_de_validité_PEB,Attestation__Installation_électrique,Le_bien_fait_lobjet_dun_droit_de_préemption,Affectation_urbanistique_la_plus_récente,Type_de_zone_inondable,Zone_inondable_délimitée,Année_de_construction,Garage,Nombre_de_douches,Surface_du_jardin,Étage_de_lappartement,Nombre_détages_de_limmeuble,Surface_de_la_terrasse,Piscine_extérieure,Surface_chambre_à_coucher_1,Surface_chambre_à_coucher_2,Surface_chambre_à_coucher_3,Surface_chambre_à_coucher_4,Surface_chambre_à_coucher_5,Surface_du_séjour,Surface_de_la_cuisine,Type_de_vitrage,Parlophone,Accessible_aux_moins_valides,Orientation_de_la_terrasse,Permis_de_bâtir_obtenu,Permis_durbanisation_accordé,Équipement_de_la_cuisine,Surface_de_lades_salles_de_bain,Air_conditionné,Orientation_de_la_façade_du_bien,Raccordé_aux_égouts,GscoreLe_score_G_représente_le_risque_dinondation_pour_les_bâtiments_de_plus_de_25m²_et_se_compose_de_4_classes_A_à_DClasse_A_pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,Le_score_G_représente_le_risque_dinondation_pour_les_bâtiments_de_plus_de_25m²_et_se_compose_de_4_classes_A_à_D,PScoreLe_score_P_représente_le_risque_dinondation_pour_les_parcelles_terrains_et_se_compose_de_4_classes_A_à_DClasse_A_pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,Le_score_P_représente_le_risque_dinondation_pour_les_parcelles_terrains_et_se_compose_de_4_classes_A_à_D,Possibilités_pour_profession_libérale,Nombre_de_place_de_parking_intérieur,Porte_de_garage_motorisée,Station_de_charge_électrique,Adoucisseur_deau,Maison_basse_énergie,Panneaux_solaires,Pompe_à_chaleur,Appartement_de_service,Citerne_à_eau_de_pluie,Attestation__Citernes_à_mazout,Attestation__Asbuilt,Nombre_de_Garages,Alarme_antieffraction,Largeur_du_terrain_à_rue,Balcon,Le_bien_est__classé__ou_fait_partie_dun_ensemble_classé_au_patrimoine,Orientation_du_jardin,Nombre_de_places_de_parking_extérieur,Attestation__Installation_électrique__Validité,Type_de_cuisine,Chauffage_au_sol,Compteur_Bihoraire,Niveau_E,Porte_daccès_sécurisée,Surface_des_caves,Surface_de_la_véranda,Surface_du_garage,Surface_du_bureau,HammamSaunaJacuzzi,Espace_ouvert_sensible_à_leau__WORG,Conso_annuelle_totale_dénergie_primaire,Emission_de_CO2,Panneaux_solaires_thermiques,Surface_du_grenier,PScoreLe_score_P_représente_le_risque_dinondation_pour_les_parcelles_terrains_et_se_compose_de_4_classes_A_à_DClasse_A__pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,Surface_du_dressing,Surface_salle_à_manger,GscoreLe_score_G_représente_le_risque_dinondation_pour_les_bâtiments_de_plus_de_25m²_et_se_compose_de_4_classes_A_à_DClasse_A__pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel
https://immovlan.be/fr/detail/penthouse/a-vendre/2200/herentals/rbt39165,RBT39165,Penthouse à vendre,515000,Burchtstraat 14,2200 Herentals,Nouveau,Non,Immédiatement,2,141 m²,Non,Non,Non,Non,Non,Non,Non,Non,1,1,,Oui,2,,Oui,Oui,,,,,Oui,,,,"oui, attestation conforme",Non,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,2023,,,,2,2,26 m²,,,,,,,,,,,,,,,Super équipée,,,Sud-ouest,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2200/herentals/rbt10266,RBT10266,Maison à vendre,298000,Diependaal 40,2200 Herentals,Normal,Non,Immédiatement,4,130 m²,Non,Non,Oui,Non,Non,Non,Non,Non,1,2,Gaz,Non,3,7 m,Oui,Oui,147 m²,,22 m,Oui,Oui,227 kWh/m²/an,20250123-0001932513-RES-2,23/01/2035,"oui, attestation conforme",Non,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,1969,Oui,,,,,,,,,,,,,,,,,,,,Super équipée,,,Sud-ouest,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/2200/herentals/rbt08323,RBT08323,Appartement à vendre,139000,Markgravenstraat 168 G,2200 Herentals,Normal,Non,Immédiatement,2,97 m²,Non,Non,Non,Non,Non,Non,Non,Non,1,1,Gaz,Oui,2,,,Oui,,,,Oui,Oui,232 kWh/m²/an,20221212-0002752709-RES-1,12/12/2032,"oui, attestation conforme",Non,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,1976,Oui,,,3,3,,,,,,,,,,,,,,,,Semi-équipée,,,Nord-ouest,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2200/herentals/rbs93462,RBS93462,Maison à vendre,359000,Nederrij 34,2200 Herentals,À rénover,Non,A l’acte,5,273 m²,Non,Non,Oui,Non,Non,Non,Non,Non,1,1,Gaz,Non,2,,Oui,,354 m²,,,Oui,Oui,790 kWh/m²/an,20230417-0002867819-RES-1,,"oui, attestation non conforme",Non,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,1964,Oui,1,,,,,,,,,,,,,,,,,,,Semi-équipée,,,Sud-est,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2200/herentals/rbs93445,RBS93445,Maison à vendre,345000,Herenthoutseweg 63,2200 Herentals,Normal,Non,A l’acte,3,178 m²,Non,Non,Non,Non,Non,Non,Non,Non,1,1,Gaz,Non,2,,,Oui,103 m²,,,Oui,Oui,193 kWh/m²/an,20230531-0002905729-RES-1,31/05/2033,"oui, attestation conforme",Non,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,1930,,,,,,,,,,,,,,,,,,,,,Super équipée,,,Sud-est,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2200/herentals/rbt64336,RBT64336,Maison à vendre,365000,Burchtstraat 14,2200 Herentals,Nouveau,Non,Immédiatement,3,124 m²,Non,Non,Non,Non,Non,Non,Non,Non,1,2,,Non,2,,Oui,Oui,,,,,Oui,,,,"oui, attestation conforme",Non,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,2023,,,39 m²,,,,,,,,,,,,,,,,,,Super équipée,,,Sud-ouest,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/2200/herentals/rbt64331,RBT64331,Appartement à vendre,255000,Gandhiplein 12 203,2200 Herentals,Normal,Non,A l’acte,2,96 m²,Non,Non,Non,Non,Non,Non,Non,Non,1,1,Gaz,Oui,2,,,Oui,,,,Oui,Oui,147 kWh/m²/an,20250314-0003552629-RES-1,14/03/2035,"oui, attestation conforme",Non,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,2008,Oui,,,2,2,,,,,,,,,,,,,,,,Semi-équipée,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2200/herentals/rbt63749,RBT63749,Maison à vendre,285000,Herenthoutseweg 154,2200 Herentals,À rénover,Non,A l’acte,2,160 m²,Non,Non,Non,Non,Non,Non,Non,Non,1,1,Mazout,Non,4,7 m,Oui,,538 m²,,,,Oui,446 kWh/m²/an,20250225-0003539592-RES-1,25/02/2035,"oui, attestation non conforme",Non,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,1960,Oui,,,,,,,,,,,,,,,,,,,,Semi-équipée,,,Nord-ouest,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/2200/herentals/rwc39789,RWC39789,Appartement à vendre,315000,Kruineikenplein 1 101,2200 Herentals,Excellent,,,2,90 m²,,,,,,,,,1,,Gaz,,,,,Oui,,,,,,96 kWh/m²/an,,,,,,Information non communiquée,Information non communiquée,2009,,,,,,,,,,,,,,,Double vitrage,,,,,,,,Non,,,,,,,,,,Non,,Non,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2200/herentals/rbt45779,RBT45779,Maison à vendre,175000,Schoolstraat 31,2200 Herentals,À rénover,Non,Immédiatement,2,94 m²,Non,Non,Non,Non,Non,Non,Non,Non,1,1,Gaz,Non,3,,Oui,Oui,81 m²,,19 m,Oui,Oui,900 kWh/m²/an,20250303-0003543999-RES-1,03/03/2035,"oui, attestation non conforme",Non,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,1930,,,,,,,,,,,,,,,,,,,,,,,,Sud-ouest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2200/herentals/rbt44098,RBT44098,Maison à vendre,279000,Jaagpad 1,2200 Herentals,À rénover,Non,A l’acte,3,198 m²,Non,Non,Non,Non,Non,Non,Non,Non,1,2,Gaz,Non,4,11 m,Oui,Oui,1060 m²,,35 m,Oui,Oui,260 kWh/m²/an,20250207-0003524616-RES-1,07/02/2035,"non, pas d'attestation",Oui,Zone naturelle,Pas de risque d’inondation,Information non communiquée,1938,,,,,,,,,,,,,,,,,,,Oui,Non,,,,Nord-ouest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison-de-maitre/a-vendre/2200/herentals/rwc37534,RWC37534,Maison de maître à vendre,559000,Lantaarnpad 13,2200 Herentals,,,,3,265 m²,,Oui,Oui,,,,Oui,,2,,Mazout,,3,15 m,Oui,Oui,,,,,,347 kWh/m²/an,,,pas d'application,,,Information non communiquée,Information non communiquée,1960,,,130 m²,,,18 m²,,16 m²,16 m²,24 m²,,,33 m²,,,,,,,,,,Non,Sud,,,,,,,,,Non,,Non,Non,Non,,,pas d'application,,,,,,,,,,,,,,,,,,10 m²,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2200/herentals/rbt43171,RBT43171,Maison à vendre,585000,Nieuwstraat 83,2200 Herentals,Excellent,Non,A l’acte,3,165 m²,Non,Non,Non,Non,Non,Non,Non,Non,2,3,Gaz,Non,2,5 m,Oui,Oui,222 m²,,,Oui,Oui,175 kWh/m²/an,20241220-0003486905-RES-1,,pas d'application,Non,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,1875,,,,,,,Oui,,,,,,,,,,,,,,,,,Sud-ouest,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2200/herentals/rbt42565,RBT42565,Maison à vendre,549000,Hellekensstraat 34,2200 Herentals,Excellent,Non,A l’acte,4,202 m²,Non,Non,Oui,Non,Non,Non,Non,Non,1,3,Mazout,Non,3,7 m,Oui,Oui,662 m²,,67 m,Oui,Oui,91 kWh/m²/an,20250527-0003517105-RES1,27/05/2035,"oui, attestation conforme",Non,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,1973,Oui,1,,,,,,,,,,,,,,,,,,,Super équipée,,,Ouest,,,,,,,,,,,,Oui,,,,,,1,,,,,,2,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2200/herentals/rbt40254,RBT40254,Maison à vendre,325000,Netelaan 28,2200 Herentals,À rénover,Non,A l’acte,3,131 m²,Non,Non,Oui,Non,Non,Non,Non,Non,1,2,Gaz,Non,3,8 m,Oui,Oui,421 m²,,,Oui,Oui,472 kWh/m²/an,20250522-0003603932-RES-1,,"oui, attestation non conforme",Non,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,1969,Oui,,,,,,,,,,,,,,,,,,,,Semi-équipée,,,Sud,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2200/herentals/rbt40252,RBT40252,Maison à vendre,349000,Poederleeseweg 159,2200 Herentals,Normal,Non,A l’acte,4,203 m²,Non,Non,Oui,Non,Non,Non,Non,Non,1,2,Mazout,Non,3,8 m,Oui,Oui,,,108 m,,Oui,281 kWh/m²/an,20240307-0003166146-RES-1,07/05/2034,"oui, attestation conforme",Non,Zone agricole,Pas de risque d’inondation,Information non communiquée,1970,,,,,,,,,,,,,,,,,,,,,,,,Sud-ouest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/2200/herentals/rbt40117,RBT40117,Appartement à vendre,170000,Stationsstraat 29,2200 Herentals,Normal,Non,A l’acte,1,41 m²,Non,Non,Non,Non,Non,Non,Non,Non,1,1,Gaz,Oui,2,,,Oui,,,,Oui,Oui,79 kWh/m²/an,20250325-0003550185-RES-1,,"oui, attestation conforme",Non,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,2009,,,,1,,,,,,,,,,,,,,,,,Super équipée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/2200/herentals/rbm78552,RBM78552,Appartement à vendre,120000,Collegestraat 8 G,2200 Herentals,À rénover,,,1,75 m²,Non,,,,,,,,1,1,Electrique,Non,,,,Oui,,,,,Oui,417 kWh/m²/an,,11/08/2031,"oui, attestation conforme",Non,,Pas de risque d’inondation,Information non communiquée,1992,Oui,,,2,2,,,,,,,,,,Double vitrage,Oui,,,,,,,,,Oui,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2200/herentals/rbt37216,RBT37216,Maison à vendre,325000,Poederleeseweg 27,2200 Herentals,À rénover,Non,A partir du : 01/11/2025,2,266 m²,Non,Non,Oui,Non,Non,Non,Non,Non,1,2,Mazout,Oui,3,,Oui,Oui,945 m²,,52 m,,Oui,488 kWh/m²/an,20250418-0003580604-RES-1,18/04/2035,"non, pas d'attestation",Non,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,1978,Oui,,,,,,,,,,,,,,,,,,,,,,,Sud-ouest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2200/herentals/rbt36269,RBT36269,Maison à vendre,289000,Voortkapelseweg 27,2200 Herentals,,,,3,160 m²,,,,,,,,,1,,Mazout,Non,3,6 m,Oui,,780 m²,,,,,,,,,,,Pas de risque d’inondation,Information non communiquée,1957,Oui,,,,,,,,,,,,,,,,Non,,,,,,Non,Nord-est,,,,,,,,,,,,,,,,,,1,Non,19 m,Non,Non,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2200/herentals/rbt35241,RBT35241,Maison à vendre,369000,Bloemenplein 13,2200 Herentals,Normal,,,3,158 m²,Non,Oui,Oui,,,,,,1,2,,,3,,Oui,Oui,651 m²,,,Oui,Oui,249 kWh/m²/an,,14/05/2035,"oui, attestation conforme",,,Pas de risque d’inondation,Information non communiquée,1954,Oui,,,,,,,15 m²,14 m²,35 m²,,,32 m²,,,,,,,,,,,Nord-ouest,Oui,,,,,,,,,,,,,,,,,2,,,,,,,,,Oui,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2200/herentals/rbt33983,RBT33983,Maison à vendre,380000,Doornestraat 55,2200 Herentals,À rénover,,A l’acte,4,191 m²,,,,,,,,,1,,,,4,,Oui,Oui,4153 m²,,,,,706 kWh/m²/an,,,"oui, attestation non conforme",Non,,Information non communiquée,Information non communiquée,1970,Oui,,,,,,,,,,,,,,,,,,Oui,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2200/herentals/rwc39530,RWC39530,Maison à vendre,439000,Kruineikenplein 21,2200 Herentals,Excellent,,Immédiatement,4,155 m²,,Non,Oui,Non,,,Oui,Oui,1,,Gaz,Non,,,Oui,Oui,,,,Oui,Oui,194 kWh/m²/an,,,pas d'application,,,Pas de risque d’inondation,Information non communiquée,2009,Oui,,,,,,Non,,,,,,,,Double vitrage,,Oui,,,,,,Non,,Oui,,,,,,,Oui,Oui,,Non,Non,Non,,Oui,pas d'application,,,,,,,,,,,,,,Oui,,,,,Non,Non,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2200/herentals/rbt33004,RBT33004,Maison à vendre,335000,Larikslaan 2,2200 Herentals,À rénover,Non,A l’acte,4,195 m²,Non,Non,Oui,Non,Non,Non,Non,Non,1,2,Gaz,Non,4,,Oui,Oui,800 m²,,40 m,Oui,Oui,486 kWh/m²/an,20250409-0003574088-RES-1,09/04/2035,"oui, attestation non conforme",Non,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,1960,Oui,,,,,,,,,,,,,,,,,,,,Semi-équipée,,,Nord,,,,,,,,,,,,,,,,,Non,1,,,,,,3,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2200/herentals/rbt30051,RBT30051,Maison à vendre,595000,Poelstraatje 7,2200 Herentals,À rénover,Non,A l’acte,6,354 m²,Non,Non,Non,Non,Non,Non,Non,Non,2,3,Gaz,Non,4,,Oui,Oui,1661 m²,,65 m,Oui,Oui,257 kWh/m²/an,20241120-0003452919-RES-1,20/11/2034,"non, pas d'attestation",Non,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,1900,Oui,1,,,,,,,,,,,,,,,,,,,,,,Nord,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/2200/herentals/rbt29187,RBT29187,Appartement à vendre,325000,Sint-Jobsstraat 212 1.1,2200 Herentals,Excellent,Non,Immédiatement,2,84 m²,Non,Non,Non,Non,Non,Non,Non,Non,1,1,,Oui,3,,,Oui,,,,,Oui,18 kWh/m²/an,13011-G-OMV_2018050219/EP17564/A001/D01/SD003,01/02/2030,"oui, attestation conforme",Non,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,2020,,,,1,,,,,,,,,,,,,,,,,Super équipée,,,Sud-est,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2200/herentals/rbt25929,RBT25929,Maison à vendre,225000,Boerenkrijglaan 71,2200 Herentals,À rénover,Non,A l’acte,2,111 m²,Non,Non,Non,Non,Non,Non,Non,Non,1,1,Gaz,Non,2,,Oui,Oui,190 m²,,32 m,Oui,Oui,390 kWh/m²/an,20250425-0003586730-RES-1,25/04/2035,pas d'application,Non,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,1930,,,,,,,,,,,,,,,,,,,,,Non équipée,,,Nord-ouest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/2200/herentals/rbt25827,RBT25827,Villa à vendre,1095000,Bornstraat 22,2200 Herentals,Excellent,Non,A l’acte,6,522 m²,Non,Non,Oui,Non,Non,Non,Non,Non,2,3,Gaz,Non,4,,Oui,Oui,1766 m²,365 m²,57 m,Oui,Oui,223 kWh/m²/an,,07/05/2035,"oui, attestation conforme",Non,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,1976,Oui,,,,,,,,,,,,,,,,,,Oui,Oui,Super équipée,,,Nord-est,,,,,,,,,,,,,,,,,Oui,1,,,,,,2,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/2200/herentals/rbt24454,RBT24454,Appartement à vendre,319900,Kruineikenplein 20 101,2200 Herentals,Normal,Non,Immédiatement,2,111 m²,Non,Non,Non,Non,Non,Non,Non,Non,1,1,Gaz,Oui,3,,,Oui,,,,Oui,Oui,114 kWh/m²/an,20240428-0003230223-RES-1,28/04/2034,"oui, attestation conforme",Non,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,2012,,,,1,,,,,,,,,,,,,,,,,Super équipée,,,Sud-ouest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/2200/herentals/rbt23694,RBT23694,Appartement à vendre,354000,Vest 65 102,2200 Herentals,Normal,Non,A l’acte,3,102 m²,Non,Non,Oui,Non,Non,Non,Non,Non,1,2,Gaz,Oui,2,,,Oui,,,,Oui,Oui,88 kWh/m²/an,20250415-0003578549-RES-1,15/04/2035,"oui, attestation conforme",Non,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,2005,Oui,,,1,,36 m²,,,,,,,,,,,,,,,Super équipée,,,Sud,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2200/herentals/rbt22111,RBT22111,Maison à vendre,165000,Gildelaan 51,2200 Herentals,À rénover,Non,A l’acte,2,119 m²,Non,Non,Non,Non,Non,Non,Non,Non,1,1,Gaz,Non,2,5 m,,Oui,65 m²,,,,,518 kWh/m²/an,20200721-0002296354-RES-1,21/07/2030,pas d'application,Non,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,1951,,,,,,,,,,,,,,,,,,,,,,,,Sud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/2200/herentals/rbs93480,RBS93480,Appartement à vendre,189000,Markgravenstraat 141,2200 Herentals,Normal,Non,Immédiatement,2,150 m²,Non,Non,Non,Non,Non,Non,Non,Non,1,2,Gaz,Non,2,,Oui,,,,23 m,,,488 kWh/m²/an,20240514-0003242812-RES-1,14/05/2034,"non, pas d'attestation",Non,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,1933,,1,,,,,,,,,,,,,,,,,,,,,,Sud-est,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2200/herentals/rbs93453,RBS93453,Maison à vendre,189000,Markgravenstraat 141,2200 Herentals,Normal,Non,Immédiatement,2,150 m²,Non,Non,Non,Non,Non,Non,Non,Non,1,2,Gaz,Non,2,,Oui,,99 m²,,23 m,,,488 kWh/m²/an,20240514-0003242812-RES-1,14/05/2034,"non, pas d'attestation",Non,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,1933,,1,,,,,,,,,,,,,,,,,,,,,,Sud-est,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2200/herentals/rbt20839,RBT20839,Maison à vendre,185000,Sint-Jansstraat 161,2200 Herentals,À rénover,Non,A l’acte,2,102 m²,Non,Non,Non,Non,Non,Non,Non,Non,1,2,Gaz,Non,2,,,,,,,,,561 kWh/m²/an,20250428-0003587911-RES-2,28/04/2035,"non, pas d'attestation",Non,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,1960,,,,,,,,,,,,,,,,,,,,,,,,Nord-est,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/2200/herentals/rbt20009,RBT20009,Villa à vendre,495000,Herenthoutseweg 167,2200 Herentals,À rénover,Non,Immédiatement,4,246 m²,Non,Non,Oui,Non,Non,Non,Non,Non,1,2,Gaz,Non,4,,Oui,Oui,1518 m²,136 m²,,Oui,Oui,818 kWh/m²/an,20230110-0002775231-RES-1,10/01/2033,"oui, attestation non conforme",Non,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,1956,Oui,,,,,,,,,,,,,,,,,,Non,Non,Semi-équipée,,,Sud-ouest,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/penthouse/a-vendre/2200/herentals/rbs83182,RBS83182,Penthouse à vendre,249000,Markgravenstraat 132 1.2,2200 Herentals,Normal,,A l’acte,1,94 m²,Non,,,,,,,,,1,Gaz,Non,,,Non,Oui,,,44 m,,,180 kWh/m²/an,,25/10/2025,pas d'application,Non,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,1978,,1,,1,,,,,,,,,49 m²,,,,,,Oui,,Super équipée,,,Nord-ouest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,219 kWh/an,3292,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/2200/herentals/rbt15277,RBT15277,Appartement à vendre,630000,St.-Antoniusstraat 5,2200 Herentals,,Non,A l’acte,4,210 m²,,Non,Non,Non,Non,Non,Non,Non,4,4,Gaz,Non,,,,Oui,,,,,,,,,,Non,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,1987,,,,,2,,Non,,,,,,,,Double vitrage,,Non,,,,,,Non,Sud,,,,,,,,,,,,,,,,,,,Non,,Non,Non,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2200/herentals/rbt14855,RBT14855,Maison à vendre,340000,Geelseweg 43,2200 Herentals,Nouveau,Non,A l’acte,5,312 m²,Non,Non,Non,Non,Non,Non,Non,Non,2,3,,Non,3,9 m,Oui,Oui,652 m²,,,,,,,,pas d'application,Non,Zone agricole,Pas de risque d’inondation,Information non communiquée,2023,,,,,,,,,,,,,,,,,,,,,,,,Nord,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
