ad_link,Ref,Titre,Prix,Addresse,Localite,Etat_du_bien,Bien_actuellement_loué,Disponibilité_du_bien,Nombre_de_chambres_à_coucher,Surface_habitable,Meublé,Caves,Grenier,Véranda,Salle_à_manger,Dressing,Buanderie,Local_vélo,Nombre_de_salles_de_bain,Nombre_de_toilettes,Type_de_chauffage,Ascenseur,Nombre_de_façades,Largeur_de_la_façade,Jardin,Terrasse_aménagée,Surface_totale_du_terrain,Surface_constructible,Profondeur_du_terrain,Raccordé_au_gaz_de_ville,Raccordé_à_leau_courante,Conso_spécifique_dénergie_primaire,Référence_PEB,Date_de_validité_PEB,Attestation__Installation_électrique,Le_bien_fait_lobjet_dun_droit_de_préemption,Affectation_urbanistique_la_plus_récente,Type_de_zone_inondable,Zone_inondable_délimitée,Année_de_construction,Garage,Nombre_de_douches,Surface_du_jardin,Étage_de_lappartement,Nombre_détages_de_limmeuble,Surface_de_la_terrasse,Piscine_extérieure,Surface_chambre_à_coucher_1,Surface_chambre_à_coucher_2,Surface_chambre_à_coucher_3,Surface_chambre_à_coucher_4,Surface_chambre_à_coucher_5,Surface_du_séjour,Surface_de_la_cuisine,Type_de_vitrage,Parlophone,Accessible_aux_moins_valides,Orientation_de_la_terrasse,Permis_de_bâtir_obtenu,Permis_durbanisation_accordé,Équipement_de_la_cuisine,Surface_de_lades_salles_de_bain,Air_conditionné,Orientation_de_la_façade_du_bien,Raccordé_aux_égouts,GscoreLe_score_G_représente_le_risque_dinondation_pour_les_bâtiments_de_plus_de_25m²_et_se_compose_de_4_classes_A_à_DClasse_A_pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,Le_score_G_représente_le_risque_dinondation_pour_les_bâtiments_de_plus_de_25m²_et_se_compose_de_4_classes_A_à_D,PScoreLe_score_P_représente_le_risque_dinondation_pour_les_parcelles_terrains_et_se_compose_de_4_classes_A_à_DClasse_A_pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,Le_score_P_représente_le_risque_dinondation_pour_les_parcelles_terrains_et_se_compose_de_4_classes_A_à_D,Possibilités_pour_profession_libérale,Nombre_de_place_de_parking_intérieur,Porte_de_garage_motorisée,Station_de_charge_électrique,Adoucisseur_deau,Maison_basse_énergie,Panneaux_solaires,Pompe_à_chaleur,Appartement_de_service,Citerne_à_eau_de_pluie,Attestation__Citernes_à_mazout,Attestation__Asbuilt,Nombre_de_Garages,Alarme_antieffraction,Largeur_du_terrain_à_rue,Balcon,Le_bien_est__classé__ou_fait_partie_dun_ensemble_classé_au_patrimoine,Orientation_du_jardin,Nombre_de_places_de_parking_extérieur,Attestation__Installation_électrique__Validité,Type_de_cuisine,Chauffage_au_sol,Compteur_Bihoraire,Niveau_E,Porte_daccès_sécurisée,Surface_des_caves,Surface_de_la_véranda,Surface_du_garage,Surface_du_bureau,HammamSaunaJacuzzi,Espace_ouvert_sensible_à_leau__WORG,Conso_annuelle_totale_dénergie_primaire,Emission_de_CO2,Panneaux_solaires_thermiques,Surface_du_grenier,PScoreLe_score_P_représente_le_risque_dinondation_pour_les_parcelles_terrains_et_se_compose_de_4_classes_A_à_DClasse_A__pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,Surface_du_dressing,Surface_salle_à_manger,GscoreLe_score_G_représente_le_risque_dinondation_pour_les_bâtiments_de_plus_de_25m²_et_se_compose_de_4_classes_A_à_DClasse_A__pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel
https://immovlan.be/fr/detail/appartement/a-vendre/2170/merksem/rbt45078,RBT45078,Appartement à vendre,195000,Lambrechtshoekenlaan 34 2,2170 Merksem,Normal,Non,Immédiatement,2,89 m²,Non,Non,Non,Non,Non,Non,Non,Non,1,1,Gaz,Non,2,7 m,,Oui,,103 m²,30 m,Oui,Oui,211 kWh/m²/an,3611981,28/05/2035,"oui, attestation conforme",Non,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,1967,Oui,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2170/merksem/rbt43950,RBT43950,Maison à vendre,439000,Vuurkruisenlaan 22,2170 Merksem,Normal,Non,,4,188 m²,,Oui,Oui,Non,Non,Non,Non,Non,2,2,Gaz,,3,,Oui,Oui,206 m²,,,Oui,Oui,330 kWh/m²/an,20241001-0003345297-RES-3,,"non, pas d'attestation",,"Zone d'habitat (résidentiel, urbain ou rural)",Information non communiquée,Information non communiquée,1955,Oui,,,,2,,,,,,,,,,Double vitrage,Oui,,,Oui,,Equipée,,Oui,,,,,,,,,,,,,,,,,,,1,,8 m,,,Sud-est,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2170/merksem/rbt41658,RBT41658,Maison à vendre,378000,Eigenheerdstraat 23,2170 Merksem,,Non,,5,155 m²,,Non,Non,Non,Non,Non,Non,Non,2,2,Gaz,Non,2,5 m,,Oui,100 m²,,20 m,,,295 kWh/m²/an,20230906-0002957300-RES-3,,,Non,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,,,,,,3,16 m²,Non,,,,,,,,Double vitrage,,Non,,,,Equipée,,Non,,,,,,,,,,,,,,,,,,,,Non,5 m,Non,Non,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/2170/merksem/rbt40782,RBT40782,Appartement à vendre,209000,Victor Govaerslaan 27 V7,2170 Merksem,À rénover,Non,A l’acte,2,98 m²,Non,Non,Non,Non,Non,Non,Non,Non,1,1,Gaz,Oui,2,14 m,,Oui,,223 m²,24 m,Oui,Oui,143 kWh/m²/an,2781266,,"oui, attestation conforme",Non,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,1974,Oui,,,7,,,,,,,,,,,,,,,,,Semi-équipée,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2170/merksem/rbt39844,RBT39844,Maison à vendre,435000,Overhout 49,2170 Merksem,Normal,,,3,199 m²,,,,,,,,,1,1,Gaz,,2,6 m,Oui,Oui,198 m²,,,Oui,Oui,196 kWh/m²/an,,14/03/2034,"oui, attestation conforme",Non,,Information non communiquée,Information non communiquée,1962,Oui,1,145 m²,,,,,16 m²,16 m²,7 m²,,,34 m²,,Double vitrage,Oui,,Ouest,Oui,Non,,,,Est,Oui,,,,,,1,,,,,,,,,,,1,,,,,,1,10/01/2007,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/2170/merksem/rbt37750,RBT37750,Appartement à vendre,169000,Van Heybeeckstraat 1 101,2170 Merksem,À rénover,,Immédiatement,2,103 m²,Non,,,,,,,,1,1,Gaz,Non,2,17 m,Non,Oui,,146 m²,19 m,Oui,Oui,419 kWh/m²/an,2570847,24/03/2032,"oui, attestation non conforme",Non,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,,,,,1,,,,,,,,,,,,,,,Oui,Non,Super équipée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/duplex/a-vendre/2170/merksem/rbt37749,RBT37749,Duplex à vendre,224000,Van Heybeeckstraat 1 201,2170 Merksem,À rénover,Non,Immédiatement,2,164 m²,Non,Non,Non,Non,Non,Non,Non,Non,1,2,Gaz,Non,2,17 m,Non,Oui,,146 m²,19 m,Oui,Oui,546 kWh/m²/an,2570880,24/03/2032,"oui, attestation non conforme",Non,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,,,,,2,,,,,,,,,,,,,,,Non,Non,Super équipée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/studio/a-vendre/2170/merksem/rbt37730,RBT37730,Studio à vendre,129000,Leiebos 23 11K,2170 Merksem,Normal,Non,A l’acte,,37 m²,Non,Non,Non,Non,Non,Non,Non,Non,1,1,Gaz,Oui,3,,,Oui,,1205 m²,117 m,Oui,Oui,272 kWh/m²/an,3565987,31/03/2035,"oui, attestation non conforme",Non,"Zone d'habitat (résidentiel, urbain ou rural)",Risque moyen,Information non communiquée,1975,,,,11,,,,,,,,,,,,,,,,,Semi-équipée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2170/merksem/rbt37724,RBT37724,Maison à vendre,449000,Oudebareellei 16,2170 Merksem,Normal,Non,Immédiatement,3,346 m²,Non,Non,Non,Non,Non,Non,Non,Non,1,2,Gaz,Non,2,,Oui,Oui,155 m²,119 m²,39 m,Oui,Oui,432 kWh/m²/an,3288665,02/07/2034,"oui, attestation non conforme",Non,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,,,,131 m²,,,,,,,,,,,,,,,,,,Semi-équipée,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/2170/merksem/rbt37722,RBT37722,Appartement à vendre,259000,Ullenshofstraat 13 11,2170 Merksem,Normal,,Immédiatement,3,108 m²,Non,,,,,,,,1,1,Gaz,Oui,4,21 m,Non,Oui,,303 m²,32 m,Oui,Oui,241 kWh/m²/an,3297476,28/06/2034,"oui, attestation conforme",Non,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,1978,,,,3,,,,,,,,,,,,,,,Oui,Non,Super équipée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2170/merksem/rbt37702,RBT37702,Maison à vendre,269000,Van Praetlei 129,2170 Merksem,À rénover,Non,A l’acte,2,134 m²,Non,Non,Oui,Non,Non,Non,Non,Non,1,2,Gaz,Non,3,5 m,Oui,Non,208 m²,88 m²,40 m,Oui,Oui,579 kWh/m²/an,3585608,,"oui, attestation non conforme",Non,"Zone d'habitat (résidentiel, urbain ou rural)",Risque moyen,Information non communiquée,,,,109 m²,,,,,,,,,,,,,,,,Non,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/2170/merksem/rbt37698,RBT37698,Appartement à vendre,229000,Bredabaan 461 301,2170 Merksem,Normal,,Immédiatement,2,66 m²,Non,,,,,,,,1,1,Gaz,Non,2,6 m,Non,Oui,,219 m²,36 m,Oui,Oui,161 kWh/m²/an,2722892,11/11/2032,"oui, attestation conforme",Non,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,,,,,1,,,,,,,,,,,,,,,Oui,Non,Super équipée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/2170/merksem/rbt37697,RBT37697,Appartement à vendre,229000,Bredabaan 461 201,2170 Merksem,Normal,,Immédiatement,2,66 m²,Non,,,,,,,,1,1,Gaz,Non,2,6 m,Non,Oui,,219 m²,36 m,Oui,Oui,111 kWh/m²/an,2722858,11/11/2032,"oui, attestation conforme",Non,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,,,,,1,,,,,,,,,,,,,,,Oui,Non,Super équipée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/2170/merksem/rbt37696,RBT37696,Appartement à vendre,239000,Bredabaan 461 101,2170 Merksem,Normal,,Immédiatement,2,81 m²,Non,,,,,,,,1,1,Gaz,Non,2,6 m,Non,Oui,,219 m²,36 m,Oui,Oui,157 kWh/m²/an,2722820,11/11/2032,"oui, attestation conforme",Non,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,,,,,1,,,,,,,,,,,,,,,Oui,Non,Super équipée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2170/merksem/rbt37688,RBT37688,Maison à vendre,339000,Gildestraat 8,2170 Merksem,À rénover,,A convenir,4,205 m²,Non,,,,,,,,1,3,Gaz,Non,2,5 m,Oui,Oui,121 m²,84 m²,24 m,Oui,Oui,449 kWh/m²/an,3526248,10/02/2035,"oui, attestation non conforme",Non,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,,,,36 m²,,,,,,,,,,,,,,,,Non,Non,Super équipée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2170/merksem/rbt37687,RBT37687,Maison à vendre,319000,Doelhofstraat 58,2170 Merksem,Normal,Non,A l’acte,3,108 m²,Non,Non,Oui,Non,Non,Non,Non,Non,1,1,Gaz,Non,2,,,,128 m²,50 m²,,Oui,Oui,231 kWh/m²/an,3524615,07/02/2035,pas d'application,Non,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,,,,,,,,,,,,,,,,,,,,,,Super équipée,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2170/merksem/rwc39591,RWC39591,Maison à vendre,402050,,2170 Merksem,Excellent,Oui,A convenir,3,306 m²,,,Oui,,,,,,,,Gaz,,3,,Oui,,,,,Oui,Oui,,,,"oui, attestation conforme",,,Pas de risque d’inondation,Information non communiquée,2025,Oui,,,,,,,,,,,,,,Double vitrage,Oui,,,,Oui,Super équipée,,,,Oui,,,,,,1,,,,Oui,Oui,Oui,,Oui,,,,,,,,,2,,Américaine,Oui,Oui,23,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2170/merksem/rbt30381,RBT30381,Maison à vendre,275000,Terlindenhofstraat 77,2170 Merksem,Normal,Non,A l’acte,4,141 m²,Non,Non,Non,Non,Non,Non,Non,Non,1,1,Gaz,Non,2,,Oui,Oui,55 m²,50 m²,10 m,Oui,Oui,294 kWh/m²/an,20241003-0003359798-RES-2,03/10/2034,"oui, attestation conforme",Non,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,,,,,,,8 m²,,,,,,,32 m²,,,,,,,,Super équipée,,,Sud-est,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2170/merksem/rbt30205,RBT30205,Maison à vendre,295000,Winkelhaakstraat 30,2170 Merksem,Normal,Oui,,3,110 m²,,Oui,Oui,,,,,,1,1,Gaz,,2,5 m,,,70 m²,,,Oui,Oui,273 kWh/m²/an,,12/11/2031,"oui, attestation non conforme",Non,,Information non communiquée,Information non communiquée,,,1,,,2,,,20 m²,10 m²,8 m²,,,23 m²,8 m²,Double vitrage,,,,Oui,Non,,,,Nord,Oui,,,,,,,,,,,,,,,,,,,5 m,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/2170/merksem/rbt29976,RBT29976,Appartement à vendre,189000,Groenendaallaan 21 V2,2170 Merksem,Normal,Non,A convenir,1,70 m²,Non,Non,Non,Non,Non,Non,Non,Non,1,1,Gaz,Non,2,,,Oui,,100 m²,39 m,Oui,Oui,232 kWh/m²/an,20240816-0003342423-res-1,16/08/2034,"oui, attestation conforme",Non,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,1956,,,,2,2,3 m²,,,,,,,,,,,,,,,Super équipée,,,Sud,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/2170/merksem/rbt29319,RBT29319,Appartement à vendre,225000,Lode de Boninghestraat 1 101,2170 Merksem,,Oui,A l’acte,2,78 m²,,,,,Oui,,,,1,1,Gaz,,2,7 m,,Oui,,,,Oui,Oui,219 kWh/m²/an,,,"oui, attestation non conforme",Non,,Pas de risque d’inondation,Information non communiquée,1970,Oui,,,1,2,13 m²,,13 m²,8 m²,,,,30 m²,6 m²,Double vitrage,,,Est,Oui,,,3 m²,,Sud-ouest,Oui,,,,,,,,,,,,,,,,,1,,7 m,Oui,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2170/merksem/rbt26991,RBT26991,Maison à vendre,348000,Gagelveldenstraat 125,2170 Merksem,,Non,,3,136 m²,,Non,Non,Non,Non,Non,Non,Non,1,1,Gaz,,2,,Oui,,178 m²,,,Oui,Oui,416 kWh/m²/an,,,"non, pas d'attestation",,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,1954,Oui,,,,1,,,,,,,,,,Double vitrage,,,,,,Equipée,,,,,,,,,,,,,,,,,,,,,1,,,,,Nord-ouest,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/2170/merksem/rbt26131,RBT26131,Appartement à vendre,212000,Irislei 55 001,2170 Merksem,Normal,Non,A l’acte,2,98 m²,Non,Non,Non,Non,Non,Non,Non,Non,1,1,Gaz,Non,2,,Non,Non,,108 m²,16 m,Oui,Oui,204 kWh/m²/an,3545507,,"oui, attestation conforme",Non,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,,,,,,,,,,,,,,,,,,,,Oui,Non,Super équipée,,,,,,,,,,,,,,,,,,,,Non,,,,,,,1,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/2170/merksem/rbt21151,RBT21151,Appartement à vendre,230000,Lambrechtshoekenlaan 309,2170 Merksem,Remis à neuf,Non,,1,75 m²,,Non,Non,Non,Non,Non,Non,Non,1,,,,3,,,Oui,,,,Oui,Oui,,,,"oui, attestation conforme",,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,,,,,2,2,11 m²,Non,,,,,,,,Double vitrage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/rez-de-chaussee/a-vendre/2170/merksem/rbt13360,RBT13360,Rez-de-chaussée à vendre,244950,Heirmanstraat 63 102,2170 Merksem,,Non,A l’acte,2,84 m²,,Non,Non,Non,Non,Non,Non,Non,1,1,Non specifié,Non,,6 m,Oui,Oui,,,19 m,,,0 kWh/m²/an,20250311-0003550162-RES-1,,,Non,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,,,,,0,,15 m²,,,,,,,,,Double vitrage,,Non,,,Non,Equipée,,Oui,,,,,,,,,,,,,,,,,,,,Non,6 m,Non,Non,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/2170/merksem/rbt11513,RBT11513,Appartement à vendre,225000,Lambrechtshoekenlaan 188 101,2170 Merksem,,Non,A l’acte,2,85 m²,,,Non,Non,Non,Non,Non,Non,1,1,Gaz,Non,,,,Oui,,,,,,129 kWh/m²/an,20220929-0002685515-RES-1,,,Non,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,1978,Oui,,,1,,5 m²,,,,,,,,,Double vitrage,,Non,,Oui,Non,Equipée,,Non,,,,,,,,,,,,,,,,,,,1,Non,,Non,Non,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2170/merksem/rbt11508,RBT11508,Maison à vendre,399000,Borrewaterstraat 115,2170 Merksem,,Non,A l’acte,5,204 m²,,Non,Non,Non,Non,Non,Non,Non,1,,,Non,2,,Oui,Oui,140 m²,,,,,292 kWh/m²/an,20240830-0003356737-RES-1,,,Non,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,1925,,,,,,14 m²,Non,,,,,,,,,,Non,,,,Equipée,,,Sud-ouest,,,,,,,,,,,,,,,,,,,Non,,Non,Non,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2170/merksem/rbt10297,RBT10297,Maison à vendre,449000,Van Praetlei 46,2170 Merksem,Excellent,,A l’acte,3,210 m²,,Oui,,,,,,,2,2,Gaz,,2,6 m,,Oui,88 m²,,,Oui,Oui,275 kWh/m²/an,,,"oui, attestation conforme",Non,,Information non communiquée,Information non communiquée,1955,Oui,2,,,2,27 m²,,16 m²,16 m²,6 m²,,,37 m²,6 m²,Double vitrage,Oui,,Nord,Oui,Non,,,Oui,Sud,Oui,,,,,,2,,Oui,,,,,,,,,1,Oui,6 m,,,,1,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/2170/merksem/rbt09631,RBT09631,Appartement à vendre,248000,Bredabaan 843 7,2170 Merksem,,Non,A l’acte,2,83 m²,,Non,Non,Non,Non,Non,Non,Non,1,1,Gaz,Non,,,,Oui,,,,,,0 kWh/m²/an,20210121-0002362536-RES-1,,,Non,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,,,,,1,4,,,,,,,,,,Double vitrage,,Non,,Oui,Non,Equipée,,Non,Sud,,,,,,,,,,,,,,,,,,,Non,,Non,Non,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2170/merksem/rbt00932,RBT00932,Maison à vendre,288000,Van roiestraat 28,2170 Merksem,À rénover,Non,A l’acte,2,103 m²,Non,Non,Non,Non,Non,Non,Non,Non,1,2,Mazout,Non,2,5 m,Oui,Oui,141 m²,72 m²,24 m,Oui,Oui,813 kWh/m²/an,3563134,26/03/2035,"oui, attestation non conforme",Non,"Zone d'habitat (résidentiel, urbain ou rural)",Risque moyen,Information non communiquée,1949,Oui,,61 m²,,,,,,,,,,,,,,,,,,Semi-équipée,,,,,,,,,,,,,,,,,,,,Non,1,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2170/merksem/rbt00748,RBT00748,Maison à vendre,389900,Bredabaan 812,2170 Merksem,Normal,,A partir du : 01/10/2025,3,112 m²,Non,,Oui,,,,,,1,2,Non specifié,Non,2,6 m,Oui,Non,174 m²,,34 m,Oui,Oui,27 kWh/m²/an,20250404-0003565217-res1,04/04/2035,"oui, attestation conforme",,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,1930,Oui,,70 m²,,,,,,,,,,30 m²,,,,,,Oui,Non,Super équipée,,,Nord-ouest,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/2170/merksem/rbs96978,RBS96978,Appartement à vendre,249000,Lambrechtshoekenlaan 240 202,2170 Merksem,Normal,Oui,,2,106 m²,Non,Oui,,,,,,,1,1,Gaz,Oui,2,,,Oui,,,,Oui,Oui,112 kWh/m²/an,,14/12/2033,"oui, attestation non conforme",Non,,Information non communiquée,Information non communiquée,1968,Oui,,,2,7,5 m²,,13 m²,11 m²,,,,29 m²,8 m²,,Oui,Oui,Sud-est,Oui,Oui,,5 m²,Oui,Nord-ouest,Oui,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,Oui,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/2170/merksem/rwc38886,RWC38886,Appartement à vendre,159000,Victor Govaerslaan 6,2170 Merksem,,Oui,,1,68 m²,,,,,,,,,,,Gaz,,,,,Oui,,,,,,607 kWh/m²/an,20230121-0002783154-RES-1,,,,,Pas de risque d’inondation,Information non communiquée,,,,,6,,,,,,,,,,,Double vitrage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2170/merksem/rbs82833,RBS82833,Maison à vendre,384000,Winterling 48,2170 Merksem,Normal,,A convenir,3,162 m²,Non,,,,,,,,1,2,Gaz,Non,2,6 m,Oui,Oui,137 m²,55 m²,24 m,Oui,Oui,171 kWh/m²/an,3533319,18/02/2035,"oui, attestation non conforme",Non,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,1978,Oui,,83 m²,,,,,,,,,,,,,,,,Oui,Oui,Semi-équipée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2170/merksem/rbr89022,RBR89022,Maison à vendre,369000,Salvialei 66,2170 Merksem,À rénover,,A l’acte,2,100 m²,Non,,,,,,,,1,1,Gaz,Non,3,,Non,Oui,633 m²,276 m²,43 m,Oui,Oui,736 kWh/m²/an,3381500,23/09/2034,"oui, attestation non conforme",Non,"Zone d'habitat (résidentiel, urbain ou rural)",Risque élevé,Information non communiquée,,,,,,,,,,,,,,,,,,,,Oui,Non,Semi-équipée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/2170/merksem/rbr73365,RBR73365,Appartement à vendre,195000,KRUISBEKSTRAAT 17 201,2170 Merksem,,,,3,85 m²,,,,,,,,,1,,,Oui,2,,,Oui,,,,Oui,Oui,252 kWh/m²/an,20240611-0003277757-RES-1,,"oui, attestation non conforme",,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,1967,Oui,,,2,,4 m²,,,,,,,,,Double vitrage,,,,Oui,,Equipée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/2170/merksem/rbq14275,RBQ14275,Appartement à vendre,239000,Groenendaallaan 89 Glvl L,2170 Merksem,Normal,Non,A l’acte,2,80 m²,Non,Non,Non,Non,Non,Non,Non,Non,1,1,Gaz,Non,2,,Oui,Oui,,85 m²,28 m,Oui,Oui,171 kWh/m²/an,20240913-0003370728-res-1,13/09/2034,pas d'application,Non,"Zone d'habitat (résidentiel, urbain ou rural)",Risque moyen,Information non communiquée,,Oui,,49 m²,,4,8 m²,,,,,,,36 m²,,,,,,,,Super équipée,,,Sud-ouest,,,,,,,,,,,,,,,,,Non,1,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/rez-de-chaussee/a-vendre/2170/merksem/rbi84528,RBI84528,Rez-de-chaussée à vendre,197000,Lambrechtshoekenlaan 119 1A,2170 Merksem,,Non,A l’acte,2,75 m²,Non,,,,,,,,1,1,Mazout,,2,55 m,Non,Non,,,,Oui,Oui,440 kWh/m²/an,,,"oui, attestation conforme",Non,,Information non communiquée,Information non communiquée,1971,Oui,,,0,2,,,12 m²,7 m²,,,,35 m²,55 m²,Double vitrage,,,,,,Equipée,4 m²,,,Oui,,,,,,,,,,,,,,,,,1,,55 m,,,,,11/08/2023,Américaine,,,,,,,,,,,,,,,,,,
