ad_link,Ref,Titre,Prix,Addresse,Localite,Etat_du_bien,Disponibilité_du_bien,Nombre_de_chambres_à_coucher,Surface_chambre_à_coucher_1,Surface_chambre_à_coucher_2,Surface_chambre_à_coucher_3,Surface_du_séjour,Grenier,Salle_à_manger,Surface_salle_à_manger,Garage,Nombre_de_Garages,Nombre_de_place_de_parking_intérieur,Surface_de_la_cuisine,Nombre_de_salles_de_bain,Nombre_de_douches,Nombre_de_toilettes,Orientation_de_la_façade_du_bien,Nombre_de_façades,Nombre_de_places_de_parking_extérieur,Jardin,Surface_du_jardin,Terrasse_aménagée,Surface_de_la_terrasse,Surface_totale_du_terrain,Raccordé_aux_égouts,Raccordé_à_leau_courante,Conso_spécifique_dénergie_primaire,Date_de_validité_PEB,Attestation__Installation_électrique,Type_de_zone_inondable,Zone_inondable_délimitée,Surface_habitable,Meublé,Caves,Équipement_de_la_cuisine,Type_de_cuisine,Type_de_chauffage,Type_de_vitrage,Parlophone,Ascenseur,Conso_annuelle_totale_dénergie_primaire,Buanderie,Air_conditionné,Accessible_aux_moins_valides,Largeur_de_la_façade,Orientation_de_la_terrasse,Largeur_du_terrain_à_rue,Raccordé_au_gaz_de_ville,Emission_de_CO2,Année_de_construction,Nombre_détages_de_limmeuble,Piscine_extérieure,Référence_PEB,Possibilités_pour_profession_libérale,Bien_actuellement_loué,Local_vélo,Station_de_charge_électrique,Adoucisseur_deau,Maison_basse_énergie,Panneaux_solaires,Chauffage_au_sol,Pompe_à_chaleur,Compteur_Bihoraire,Domotique,Alarme_antieffraction,Porte_daccès_sécurisée,HammamSaunaJacuzzi,Feu_ouvert,Adaptations_pour_les_seniors,Citerne_à_eau_de_pluie,Attestation__Installation_électrique__Validité,Attestation__Citernes_à_mazout,Le_bien_est__classé__ou_fait_partie_dun_ensemble_classé_au_patrimoine,Surface_chambre_à_coucher_4,Surface_chambre_à_coucher_5,Surface_de_lades_salles_de_bain,Profondeur_du_terrain,Panneaux_solaires_thermiques,Permis_de_bâtir_obtenu,Le_bien_fait_lobjet_dun_droit_de_préemption,Étage_de_lappartement,Surface_du_grenier,Surface_du_garage,Surface_des_caves,Permis_durbanisation_accordé,Dressing,Attestation__Asbuilt,Niveau_E,Orientation_du_jardin,Balcon,Appartement_de_service,Véranda,Surface_du_bureau,Surface_totale,Surface_constructible,GscoreLe_score_G_représente_le_risque_dinondation_pour_les_bâtiments_de_plus_de_25m²_et_se_compose_de_4_classes_A_à_DClasse_A_pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,Le_score_G_représente_le_risque_dinondation_pour_les_bâtiments_de_plus_de_25m²_et_se_compose_de_4_classes_A_à_D,PScoreLe_score_P_représente_le_risque_dinondation_pour_les_parcelles_terrains_et_se_compose_de_4_classes_A_à_DClasse_A_pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,Le_score_P_représente_le_risque_dinondation_pour_les_parcelles_terrains_et_se_compose_de_4_classes_A_à_D,Espace_ouvert_sensible_à_leau__WORG
https://immovlan.be/fr/detail/maison/a-vendre/7080/frameries/vbc78916,VBC78916,Maison à vendre,130000,Rue L?on Defuisseaux 2 B,7080 Frameries,,,3,13 m²,,,,Oui,Non,,,,,,,,1,,,,,,,,175 m²,,,810 kWh/m²/an,25/02/2035,"non, pas d'attestation",Information non communiquée,Information non communiquée,109 m²,,Oui,,,,,,,,Oui,,,,,,,,,,Non,20250225015070,,Non,Non,,,,,,,,,,,,,,,,,,,,,,,,,,51 m²,,15 m²,,Non,,,,,,Non,61 m²,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7080/eugies/vbc84033,VBC84033,Maison à vendre,441584,,7080 Eugies,Nouveau,,3,,,,,,,,Oui,1,,,1,,2,,4,,Oui,,,,1353 m²,,,,,,Information non communiquée,Information non communiquée,184 m²,,,,,,,,,,,,,12 m,,12 m,,,,,,,,,,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/7080/frameries/vbc84008,VBC84008,Villa à vendre,275000,Route d'Eugies 78,7080 Frameries,Normal,A l’acte,3,11 m²,12 m²,23 m²,30 m²,Oui,,,Oui,,,10 m²,1,1,1,Est,4,2,Oui,290 m²,Oui,14 m²,726 m²,Oui,Oui,407 kWh/m²/an,30/05/2035,"oui, attestation non conforme",Pas de risque d’inondation,Information non communiquée,125 m²,Non,,Equipée,Américaine,Mazout,Double vitrage,,Non,65737 kWh/an,,,Non,9 m,Ouest,9 m,Oui,,1975,,,,,,,,,,,,,,,,,,Oui,,Oui,06/03/2025,,,,,,,,,Non,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/7080/frameries/vbc62453,VBC62453,Villa à vendre,199000,Rue des Escargots 3,7080 Frameries,À rénover,A l’acte,2,15 m²,18 m²,,37 m²,,,,Oui,1,1,14 m²,1,,1,Ouest,4,4,Oui,280 m²,Oui,90 m²,466 m²,,Oui,424 kWh/m²/an,01/08/2032,"oui, attestation non conforme",Pas de risque d’inondation,Information non communiquée,105 m²,Non,Oui,,,Mazout,Double vitrage,,Non,58576 kWh/an,,,Non,10 m,Est,10 m,,,1969,,,,,,,,,,,,,,,,,,,,,08/03/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7080/eugies/vbc81101,VBC81101,Maison à vendre,352910,,7080 Eugies,Nouveau,,3,,,,,,,,Oui,1,,,1,,2,,4,,Oui,,,,799 m²,,,,,,Information non communiquée,Information non communiquée,147 m²,,,,,,,,,,,,,11 m,,11 m,,,,,,,,,,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7080/eugies/vbc80873,VBC80873,Maison à vendre,368203,,7080 Eugies,Nouveau,,3,,,,,,,,,,,,1,,2,,4,,Oui,,,,800 m²,,,,,,Information non communiquée,Information non communiquée,149 m²,,,,,,,,,,,,,11 m,,11 m,,,,,,,,,,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7080/frameries/vbc65651,VBC65651,Maison à vendre,99000,Rue des Ecoles 56,7080 Frameries,À rénover,A l’acte,4,10 m²,10 m²,12 m²,,Oui,,,,,,,1,1,1,,3,,Oui,,,,241 m²,Oui,Oui,722 kWh/m²/an,,"non, pas d'attestation",Pas de risque d’inondation,Information non communiquée,150 m²,Non,Oui,,,Non specifié,,,Non,314876 kWh/an,,,Oui,,,,Oui,,,2,Non,,,Non,,,,,,,,,,,,,,,,,,,13 m²,,,,,Oui,,,,,,Non,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7080/frameries/vbc80352,VBC80352,Maison à vendre,110000,,7080 Frameries,À rénover,A l’acte,2,,,,,Oui,Non,,,,,,,1,1,,2,,Oui,,Oui,,80 m²,,Oui,812 kWh/m²/an,24/05/2035,pas d'application,Pas de risque d’inondation,Information non communiquée,118 m²,Non,Non,,,,,,Non,,Non,,,,,,Oui,,,,,20250524002465,,Non,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,Non,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7080/eugies/vbc80003,VBC80003,Maison à vendre,370000,,7080 Eugies,,A convenir,4,,,,,Oui,Non,,Oui,1,,,1,,2,,4,,Oui,,Oui,,2631 m²,,,322 kWh/m²/an,31/08/2029,pas d'application,Information non communiquée,Information non communiquée,235 m²,Non,Non,,,Electrique,,,Non,,Non,,,,,,,,,,,20190831007337,,Non,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,Non,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7080/frameries/vbc79970,VBC79970,Maison à vendre,125000,,7080 Frameries,À rénover,,2,13 m²,11 m²,,21 m²,Oui,Oui,14 m²,,,,7 m²,1,1,1,Nord-ouest,3,1,,,Oui,29 m²,,Oui,Oui,315 kWh/m²/an,28/07/2025,,Pas de risque d’inondation,Information non communiquée,90 m²,Non,Oui,Equipée,Américaine,Gaz,Double vitrage,,Non,38061 kWh/an,,,Non,,Sud-est,,Oui,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7080/frameries/vbc77684,VBC77684,Maison à vendre,170000,Rue Maury 12,7080 Frameries,,,2,,,,,Oui,,,,,,,,1,,Sud-est,2,,Oui,93 m²,Oui,35 m²,130 m²,,Oui,299 kWh/m²/an,,"oui, attestation conforme",Information non communiquée,Information non communiquée,102 m²,Non,,,,Gaz,,,Non,,,,,,,,Oui,,,,,20250418021018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118 m²,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7080/frameries/vbc75401,VBC75401,Maison à vendre,100000,,7080 Frameries,À rénover,A l’acte,1,25 m²,,,23 m²,,Oui,18 m²,,,,9 m²,1,1,1,Ouest,2,1,Oui,,Oui,25 m²,,Oui,Oui,437 kWh/m²/an,29/04/2026,,Pas de risque d’inondation,Information non communiquée,85 m²,Non,Oui,Semi-équipée,Kitchenette,Gaz,Double vitrage,,Non,46737 kWh/an,,,Non,6 m,Est,6 m,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7080/frameries/vbc74979,VBC74979,Maison à vendre,50000,,7080 Frameries,À rénover,A l’acte,1,14 m²,,,30 m²,,,,Oui,1,,,,1,1,Sud-est,2,1,,,Oui,15 m²,,Oui,Oui,469 kWh/m²/an,05/05/2034,,Pas de risque d’inondation,Information non communiquée,50 m²,Non,Oui,,Indépendante,Gaz,Double vitrage,,,25973 kWh/an,,,Non,3 m,Nord-ouest,3 m,Oui,268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7080/frameries/vbc74978,VBC74978,Maison à vendre,70000,,7080 Frameries,À rénover,A l’acte,2,20 m²,17 m²,,20 m²,,Oui,11 m²,Oui,1,,12 m²,1,1,1,Sud-est,3,1,,,Oui,15 m²,,Oui,Oui,472 kWh/m²/an,05/05/2034,,Pas de risque d’inondation,Information non communiquée,90 m²,Non,Oui,,Indépendante,Gaz,,,Non,65733 kWh/an,,,Non,5 m,Nord-ouest,5 m,Oui,283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7080/frameries/vwd13339,VWD13339,Maison à vendre,65000,Rue Grande Bretagne 41,7080 Frameries,,Immédiatement,2,,,,,Oui,,,,,,,,,,,2,,Oui,,Oui,,170 m²,Oui,Oui,368 kWh/m²/an,08/12/2032,pas d'application,Pas de risque d’inondation,Inondable délimitée,102 m²,,Oui,Non équipée,Indépendante,Mazout,Double vitrage,Non,Non,37464 kWh/an,Non,Non,Oui,,,,Non,90,,,Non,20221208006900,Non,Non,Non,Non,Non,Non,Non,Non,Non,Oui,Non,Non,Non,Non,Non,Oui,Non,,pas d'application,Non,,,,,,Oui,Non,,,,,Oui,,Non,,,,,Non,,,,,,,,Non
https://immovlan.be/fr/detail/maison/a-vendre/7080/frameries/vbc62516,VBC62516,Maison à vendre,159000,Rue Georges Rodenbach 12,7080 Frameries,À rénover,A l’acte,3,14 m²,9 m²,20 m²,,Oui,,,,,,,2,2,,,2,,Oui,,Oui,,140 m²,Oui,Oui,192 kWh/m²/an,,"oui, attestation conforme",Pas de risque d’inondation,Information non communiquée,146 m²,Non,Oui,,,Gaz,,,Non,,,,Non,,,,Oui,35,1970,2,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7080/frameries/vbc61850,VBC61850,Maison à vendre,139500,Rue des Escargots 86,7080 Frameries,À rénover,A l’acte,2,15 m²,18 m²,,14 m²,Oui,Oui,15 m²,Oui,1,1,8 m²,1,,1,Sud,2,,Oui,360 m²,Oui,31 m²,130 m²,,Oui,940 kWh/m²/an,11/04/2035,"oui, attestation non conforme",Pas de risque d’inondation,Information non communiquée,81 m²,Non,Oui,,,,Double vitrage,,Non,97863 kWh/an,,,Non,9 m,Ouest,9 m,Oui,,,,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,Non,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7080/frameries/vbc60385,VBC60385,Maison à vendre,249956,Terre à Cailloux,7080 Frameries,Nouveau,,4,17 m²,10 m²,10 m²,44 m²,Oui,,,,,,,1,1,2,,3,1,Oui,,Oui,,198 m²,Oui,Oui,,,"oui, attestation conforme",Pas de risque d’inondation,Information non communiquée,158 m²,Non,,,Indépendante,Gaz,Double vitrage,,Non,,,,Oui,,,,Oui,,2025,2,Non,,,,,,,,,,,,,,,,,,Oui,,,,32 m²,,,,,Oui,Non,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7080/frameries/rbt02409,RBT02409,Maison à vendre,249957,Terre à Cailloux MAISON 1,7080 Frameries,Nouveau,,3,17 m²,10 m²,10 m²,35 m²,Oui,,,,,,9 m²,1,1,1,,3,1,Oui,100 m²,Oui,12 m²,180 m²,Oui,Oui,,,"oui, attestation conforme",Pas de risque d’inondation,Information non communiquée,160 m²,Non,,,,,Double vitrage,,Non,,,,,6 m,Sud-est,6 m,Oui,,2025,,Non,,,Non,,,,,,Oui,,,,,,,,,,,,,,,6 m²,,,Oui,Non,,17 m²,,,Non,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7080/frameries/vbc55904,VBC55904,Maison à vendre,150000,,7080 Frameries,Normal,A l’acte,1,18 m²,,,45 m²,Oui,,,,,,12 m²,1,1,1,Est,2,1,Oui,,Oui,15 m²,130 m²,Oui,Oui,368 kWh/m²/an,24/01/2034,,Pas de risque d’inondation,Information non communiquée,100 m²,Non,Oui,Equipée,Américaine,Electrique,Double vitrage,,Non,52605 kWh/an,,,Non,4 m,Ouest,4 m,Oui,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7080/eugies/rwc38951,RWC38951,Maison à vendre,280550,,7080 Eugies,Excellent,A convenir,3,,,,,Oui,,,Oui,,1,,1,,,,3,1,Oui,,,,206 m²,Oui,Oui,,,"oui, attestation conforme",Pas de risque d’inondation,Information non communiquée,206 m²,,Oui,Super équipée,Américaine,Gaz,Double vitrage,Oui,,,Oui,,,,,,Oui,,2025,,,,Non,Non,Oui,,,Oui,Oui,Oui,Oui,Oui,,,,,,,Oui,,,,,,,,,,,,,,,Oui,,,23,,,,,,206 m²,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7080/eugies/vbc55745,VBC55745,Maison à vendre,135000,Rue Mitoyenne 6,7080 Eugies,,,2,,,,15 m²,Oui,Non,,,,,,1,,1,Ouest,3,,Oui,72 m²,,,220 m²,,Oui,582 kWh/m²/an,04/11/2025,"oui, attestation conforme",Information non communiquée,Information non communiquée,91 m²,Non,Non,Semi-équipée,,Gaz,,,Non,,Non,,,,,,Oui,12135,,,,20151104017229,,Non,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,Non,,,146 m²,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7080/frameries/vbc54626,VBC54626,Maison à vendre,140000,Rue de Lambrechies 0,7080 Frameries,,,,,,,,Oui,Non,,Oui,1,,,,,,,,,Oui,100 m²,Oui,,200 m²,,,308 kWh/m²/an,,,Information non communiquée,Information non communiquée,134 m²,,Non,,,Gaz,,Non,Non,,Non,Non,,,,,,60,,,Non,20240403027250,,Non,Non,,,,,Non,,,Non,Non,Non,Non,Non,,,,,,,,,,,,,,,,,,Non,,,,,,Non,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7080/frameries/vbc54721,VBC54721,Maison à vendre,99000,Rue Sainte Philomene 45,7080 Frameries,À rénover,A l’acte,2,12 m²,18 m²,,26 m²,Oui,,,,,,13 m²,1,1,1,Sud,2,,Oui,165 m²,Oui,7 m²,260 m²,,,618 kWh/m²/an,25/03/2035,"oui, attestation non conforme",Pas de risque d’inondation,Information non communiquée,100 m²,Non,Oui,,,Gaz,,,Non,70529 kWh/an,,,Non,5 m,Nord-est,5 m,Oui,,,,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/immeuble-mixte/a-vendre/7080/frameries/vbc54227,VBC54227,Immeuble mixte à vendre,420000,Rue de Lille 33,7080 Frameries,Normal,,4,14 m²,18 m²,17 m²,41 m²,,Oui,34 m²,,,,,4,4,4,Sud-est,2,,,,Oui,10 m²,103 m²,Oui,Oui,167 kWh/m²/an,13/03/2035,"oui, attestation non conforme",Pas de risque d’inondation,Information non communiquée,215 m²,Non,Oui,Semi-équipée,Kitchenette,Gaz,Double vitrage,Oui,Non,13235 kWh/an,,,Non,19 m,Sud-est,19 m,Oui,,,2,Non,,,Oui,,,,,,,,,,,,,,,,03/12/2025,,,10 m²,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/7080/frameries/vbc50300,VBC50300,Appartement à vendre,130000,,7080 Frameries,,A l’acte,3,,,,,Non,Non,,,,,,,1,1,,2,,Non,,Oui,,,,Oui,214 kWh/m²/an,15/03/2035,pas d'application,Pas de risque d’inondation,Information non communiquée,99 m²,Non,Non,,,,,,Non,21153 kWh/an,Non,,,,,,Oui,,,,,20250315014067,,Non,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,Non,,,,,,,,
https://immovlan.be/fr/detail/studio/a-vendre/7080/frameries/vbc49246,VBC49246,Studio à vendre,89000,Rue Jean Volders 34 2,7080 Frameries,Excellent,,,,,,30 m²,,,,Oui,1,1,,1,1,1,Nord,4,1,,,Oui,25 m²,,Oui,Oui,462 kWh/m²/an,27/06/2028,"oui, attestation conforme",Pas de risque d’inondation,Information non communiquée,40 m²,Non,,Equipée,Américaine,Electrique,Double vitrage,Oui,Oui,18531 kWh/an,,,Oui,,Sud,,,132,1996,2,Non,,,Oui,,,,,,,,,,,,,,,,,,,,,5 m²,,,,Non,0,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7080/frameries/vbb72702,VBB72702,Maison à vendre,140000,Rue des Alliés 92,7080 Frameries,Normal,A l’acte,2,,,,,Oui,,,,,,,1,1,1,,2,,Oui,200 m²,Oui,,300 m²,Oui,Oui,449 kWh/m²/an,10/09/2034,,Information non communiquée,Information non communiquée,120 m²,Non,Oui,Equipée,Américaine,,Double vitrage,,,63959 kWh/an,,Oui,Non,4 m,,,Oui,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7080/frameries/vwd12302,VWD12302,Maison à vendre,135000,,7080 Frameries,Normal,A l’acte,2,,,,,Oui,,,,,,,1,,,,2,,Oui,,Oui,,110 m²,Oui,Oui,383 kWh/m²/an,06/02/2034,"oui, attestation conforme",Pas de risque d’inondation,Information non communiquée,95 m²,,Oui,Equipée,Indépendante,Gaz,Double vitrage,Non,Non,36541 kWh/an,Non,Non,Oui,,,,Oui,74,,,Non,20240206020944,Non,Non,Oui,Non,Non,Non,Non,Non,Non,Oui,Non,Non,Non,Non,Non,Oui,Non,12/01/2043,pas d'application,Non,,,,,,,,,,,,,,,,,,,Non,,110 m²,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7080/frameries/vbc20651,VBC20651,Maison à vendre,195000,Rue de la Bouverie 2-4,7080 Frameries,À rénover,,4,9 m²,14 m²,16 m²,34 m²,Oui,,,Oui,1,,14 m²,1,,1,Est,3,,Oui,1181 m²,Oui,20 m²,1300 m²,Oui,,401 kWh/m²/an,,,Information non communiquée,Information non communiquée,182 m²,Non,Oui,,,,Double vitrage,,,59757 kWh/an,,,,9 m,,9 m,,,,2,,,,,,,,,,,,,,,,,,,,,,,12 m²,,4 m²,126 m,,,,,22 m²,17 m²,6 m²,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/7080/noirchain/vbc20422,VBC20422,Villa à vendre,269000,Rue du Chêne 108,7080 Noirchain,Normal,A l’acte,3,,,,,,,,,,,,1,,1,,4,1,Oui,800 m²,Oui,,900 m²,Oui,Oui,313 kWh/m²/an,21/12/2034,"oui, attestation non conforme",Pas de risque d’inondation,Information non communiquée,125 m²,Non,,Equipée,Américaine,Gaz,Double vitrage,,,37717 kWh/an,,,Non,,Sud,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/duplex/a-vendre/7080/frameries/vbc13774,VBC13774,Duplex à vendre,235000,Rue de Genly 25,7080 Frameries,Remis à neuf,A l’acte,3,14 m²,13 m²,10 m²,40 m²,,,,Oui,,2,12 m²,2,,2,,3,,,,,,,Oui,Oui,,,,Pas de risque d’inondation,Information non communiquée,160 m²,Non,,Super équipée,,Gaz,Double vitrage,Oui,Non,,,,Non,,,,Oui,,,1,Non,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7080/frameries/vbb22646,VBB22646,Maison à vendre,180000,,7080 Frameries,À rénover,A l’acte,2,20 m²,14 m²,,30 m²,Oui,,,Oui,1,1,7 m²,1,,,,2,,Oui,,Oui,,460 m²,Oui,Oui,554 kWh/m²/an,18/05/2030,,Information non communiquée,Information non communiquée,129 m²,,Oui,,Indépendante,Gaz,Double vitrage,,Non,90058 kWh/an,,,Non,,,,Oui,101,,,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7080/frameries/vba65895,VBA65895,Maison à vendre,70000,Rue Alfred Defuisseaux 98,7080 Frameries,À rénover,A l’acte,2,13 m²,20 m²,,30 m²,Oui,,,,,,10 m²,1,,1,Nord,2,,Oui,,Non,,180 m²,Oui,Oui,424 kWh/m²/an,,"oui, attestation non conforme",Pas de risque d’inondation,Information non communiquée,105 m²,Non,Oui,,Indépendante,Gaz,,,Non,57182 kWh/an,,,Non,,,,Oui,77,,1,Non,,,Non,,,,,,,,,,,,,,,,,,,,,10 m²,,,,Non,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/7080/frameries/vbc61222,VBC61222,Appartement à vendre,125000,,7080 Frameries,Excellent,,,,,,,Non,,,,,,,,,,,,1,,,,,,,,159 kWh/m²/an,,,Information non communiquée,Information non communiquée,,,Non,,,Non specifié,,Non,Non,,Non,Non,,,,,,41,,,Non,20250410029581,,Non,Non,,,,Oui,Non,,,Non,Non,Non,Non,Non,,,,,,,,,,,,,0,,,,,,,,,,,Non,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7080/frameries/vbc61221,VBC61221,Maison à vendre,125000,,7080 Frameries,Excellent,,,,,,,Non,,,,,,,,,,,,1,,,,,,Oui,,159 kWh/m²/an,,,Information non communiquée,Information non communiquée,,,Non,,,Non specifié,,Non,Non,,Non,Non,,,,,,41,,1,Non,20250410029581,,Non,Non,,,,Oui,Non,,,Non,Non,Non,Non,Non,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/7090/hennuyeres/rwc39735,RWC39735,Villa à vendre,498000,Rue de Virginal 69,7090 Hennuyères,Remis à neuf,,3,,,,,,,,Oui,,,,2,,,,4,,Oui,,Oui,,,,,,,pas d'application,Information non communiquée,Information non communiquée,268 m²,,,,,Electrique,Double vitrage,,,,,Oui,,,,,,,1989,,Oui,,,,,Non,,Non,Non,,Oui,,,,,,,,,,pas d'application,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7090/hennuyeres/vbc21324,VBC21324,Maison à vendre,399000,Rue du Grand Péril 186 A,7090 Hennuyères,Excellent,,2,12 m²,11 m²,,50 m²,,,,,,,31 m²,1,1,2,,4,4,Oui,557 m²,Oui,68 m²,645 m²,Oui,Oui,188 kWh/m²/an,19/03/2031,"oui, attestation conforme",Information non communiquée,Information non communiquée,147 m²,,,,,Gaz,Double vitrage,,Non,29143 kWh/an,,,,4 m,,4 m,Oui,31,,1,Oui,,,Non,,,,,Oui,,,,,Oui,,,,,Oui,,,,,,,97 m,,,Non,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7090/braine-le-comte/vbc92070,VBC92070,Maison à vendre,255000,Place de la Culée 19,7090 Braine-le-Comte,,,3,,,,24 m²,,Non,,,,,,1,,,,2,,Oui,120 m²,Oui,15 m²,239 m²,,,313 kWh/m²/an,,,Information non communiquée,Information non communiquée,120 m²,,Non,,,Gaz,,,,,Non,,,,,,,57,,,,20250513001737,,Non,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,Non,,,,,,,,
https://immovlan.be/fr/detail/duplex/a-vendre/7090/braine-le-comte/vbc92063,VBC92063,Duplex à vendre,269500,Rue de France 24 b2,7090 Braine-le-Comte,,,3,,,,34 m²,,Non,,,,,,1,1,,,3,,,,Oui,22 m²,,,,129 kWh/m²/an,,,Information non communiquée,Information non communiquée,95 m²,,Non,,,Gaz,,,,,Non,,,,,,,2379,,,,20230412013000,,Non,Non,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,Non,,,,,,Non,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7090/braine-le-comte/vbc91497,VBC91497,Maison à vendre,375000,,7090 Braine-le-Comte,,,3,,,,34 m²,Oui,Non,,Oui,1,1,,1,1,,,2,,Oui,,,,325 m²,,,103 kWh/m²/an,,,Information non communiquée,Information non communiquée,150 m²,,Non,,,Non specifié,,,,,Non,,,,,,,19,,,,20170524501685,,Non,Non,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,Non,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7090/braine-le-comte/vbc91494,VBC91494,Maison à vendre,145000,,7090 Braine-le-Comte,,,2,,,,27 m²,Oui,Non,,,,,,,1,,,2,,,,,,,,,186 kWh/m²/an,,,Information non communiquée,Information non communiquée,89 m²,,Non,,,Non specifié,,,,,Non,,,,,,,34,,,,20250521036885,,Non,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,Non,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/7090/braine-le-comte/vbc91417,VBC91417,Appartement à vendre,224870,,7090 Braine-le-Comte,,,2,,,,,Non,Non,,,,,,,,,Sud-est,4,,,,Oui,8 m²,,,,,,,Information non communiquée,Information non communiquée,87 m²,,Non,,,Non specifié,,,,,Non,,,,,,,,,,,,,Non,Non,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,Non,,,,,,Non,,,,,,,,
