ad_link,Ref,Titre,Prix,Addresse,Localite,Etat_du_bien,Année_de_construction,Disponibilité_du_bien,Nombre_de_chambres_à_coucher,Surface_chambre_à_coucher_1,Surface_chambre_à_coucher_2,Surface_habitable,Meublé,Surface_du_séjour,Caves,Grenier,Véranda,Salle_à_manger,Surface_salle_à_manger,Équipement_de_la_cuisine,Type_de_cuisine,Surface_de_la_cuisine,Nombre_de_salles_de_bain,Nombre_de_douches,Nombre_de_toilettes,Surface_de_lades_salles_de_bain,Type_de_chauffage,Ascenseur,Accessible_aux_moins_valides,Nombre_de_façades,Jardin,Terrasse_aménagée,Surface_totale_du_terrain,Raccordé_aux_égouts,Raccordé_à_leau_courante,Piscine_extérieure,Conso_spécifique_dénergie_primaire,Conso_annuelle_totale_dénergie_primaire,Date_de_validité_PEB,Emission_de_CO2,Attestation__Installation_électrique,Type_de_zone_inondable,Zone_inondable_délimitée,Bien_actuellement_loué,Surface_chambre_à_coucher_3,Surface_chambre_à_coucher_4,Surface_chambre_à_coucher_5,Garage,Nombre_de_Garages,Nombre_de_place_de_parking_intérieur,Type_de_vitrage,Largeur_de_la_façade,Nombre_de_places_de_parking_extérieur,Surface_du_jardin,Orientation_du_jardin,Surface_de_la_terrasse,Orientation_de_la_terrasse,Largeur_du_terrain_à_rue,Citerne_à_eau_de_pluie,Station_de_charge_électrique,Panneaux_solaires,Alarme_antieffraction,Permis_de_bâtir_obtenu,Permis_durbanisation_accordé,Le_bien_fait_lobjet_dun_droit_de_préemption,Dressing,Buanderie,Local_vélo,Référence_PEB,Orientation_de_la_façade_du_bien,Nombre_détages_de_limmeuble,Profondeur_du_terrain,Raccordé_au_gaz_de_ville,Affectation_urbanistique_la_plus_récente,Surface_des_caves,Surface_constructible,Feu_ouvert,Adoucisseur_deau,Surface_du_garage,Chauffage_au_sol,Air_conditionné,Domotique,Parlophone,Porte_daccès_sécurisée,HammamSaunaJacuzzi,Étage_de_lappartement,Attestation__Installation_électrique__Validité,Maison_basse_énergie,Compteur_Bihoraire,Balcon,Possibilités_pour_profession_libérale,Pompe_à_chaleur,Adaptations_pour_les_seniors,Attestation__Citernes_à_mazout,Le_bien_est__classé__ou_fait_partie_dun_ensemble_classé_au_patrimoine,Attestation__Asbuilt,Surface_du_bureau,Surface_du_grenier,Surface_de_la_véranda,Porte_de_garage_motorisée,Attestation__Citernes_à_mazout__Validité,GscoreLe_score_G_représente_le_risque_dinondation_pour_les_bâtiments_de_plus_de_25m²_et_se_compose_de_4_classes_A_à_DClasse_A_pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,Le_score_G_représente_le_risque_dinondation_pour_les_bâtiments_de_plus_de_25m²_et_se_compose_de_4_classes_A_à_D,PScoreLe_score_P_représente_le_risque_dinondation_pour_les_parcelles_terrains_et_se_compose_de_4_classes_A_à_DClasse_A_pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,Le_score_P_représente_le_risque_dinondation_pour_les_parcelles_terrains_et_se_compose_de_4_classes_A_à_D,Surface_totale,Niveau_E,Clef_électronique
https://immovlan.be/fr/detail/maison/a-vendre/7642/calonne/vbc91384,VBC91384,Maison à vendre,189000,,7642 Calonne,Normal,1950,A l’acte,2,23 m²,14 m²,131 m²,Non,25 m²,Oui,Oui,Oui,Oui,20 m²,Equipée,Américaine,10 m²,1,1,1,9 m²,Mazout,Non,Non,2,Oui,Oui,140 m²,Oui,Oui,Non,343 kWh/m²/an,59402 kWh/an,07/06/2025,85,"oui, attestation conforme",Information non communiquée,Information non communiquée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7642/calonne/vbc68972,VBC68972,Maison à vendre,350000,,7642 Calonne,Normal,,A l’acte,5,10 m²,10 m²,160 m²,Non,22 m²,Oui,Oui,,Oui,23 m²,Equipée,Américaine,20 m²,1,1,2,,Mazout,Non,,4,Oui,Oui,13957 m²,Oui,Oui,Non,425 kWh/m²/an,93016 kWh/an,02/04/2035,105,,Information non communiquée,Information non communiquée,Non,11 m²,15 m²,17 m²,Oui,1,1,Double vitrage,24 m,1,13000 m²,Sud-est,43 m²,Sud-est,24 m,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/immeuble-mixte/a-vendre/7712/herseaux/vbc91844,VBC91844,Immeuble mixte à vendre,349000,,7712 Herseaux,Normal,,A l’acte,3,25 m²,18 m²,187 m²,Non,56 m²,,Oui,,,,Equipée,Américaine,,2,2,1,,Gaz,Non,,2,,Oui,195 m²,,,Non,250 kWh/m²/an,46744 kWh/an,10/03/2035,,"non, pas d'attestation",Information non communiquée,Information non communiquée,Non,18 m²,,,Oui,1,,Double vitrage,,,,,60 m²,,,,Oui,Oui,Oui,Non,Non,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7712/herseaux/vbc91070,VBC91070,Maison à vendre,235000,,7712 Herseaux,,1968,,3,,,154 m²,Non,,Non,Non,Non,Non,,,,,2,,2,,Gaz,Non,,3,Oui,Oui,351 m²,,,,332 kWh/m²/an,,,,pas d'application,Information non communiquée,Information non communiquée,Non,,,,Oui,1,,,,,,,,,,,,,,,,,Non,Non,Non,20160828004582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7712/herseaux/vbc90041,VBC90041,Maison à vendre,189000,,7712 Herseaux,,,,3,,,163 m²,Non,,Non,Oui,Non,Non,,,,,,,2,,,Non,,2,Oui,Oui,,,,,233 kWh/m²/an,,,,pas d'application,Information non communiquée,Information non communiquée,Non,,,,Oui,1,,,,,,,,,,,,,,,,,Non,Non,Non,20250519028150,Sud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7712/herseaux/vbc90017,VBC90017,Maison à vendre,99000,,7712 Herseaux,À rénover,,,2,,,74 m²,Non,21 m²,Non,Non,Non,Non,,,,,1,1,1,,,Non,,2,,Oui,81 m²,,Oui,,543 kWh/m²/an,,05/02/2031,,"oui, attestation non conforme",Information non communiquée,Information non communiquée,Non,,,,,,,,8 m,,,,13 m²,,,,,,,,,,Non,Non,Non,20210205010024,Ouest,1,11 m,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7712/herseaux/vbc89543,VBC89543,Maison à vendre,139000,,7712 Herseaux,Normal,,,2,,,133 m²,Non,26 m²,Non,Oui,Non,Non,,Semi-équipée,,,1,1,1,,,Non,,,Non,Oui,102 m²,,Oui,,386 kWh/m²/an,51567 kWh/an,29/01/2035,,"oui, attestation non conforme",Information non communiquée,Information non communiquée,Non,,,,,,,,,,,,18 m²,,,,,,,,,,Non,Non,Non,20250129010250,,,,Oui,Réserve naturelle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7712/herseaux/vbc88384,VBC88384,Maison à vendre,179900,Rue de la Broche de Fer 180,7712 Herseaux,,,,2,,,119 m²,Non,,Non,Oui,Non,Non,,,,,,,,,,Non,,,Oui,Non,173 m²,,,,524 kWh/m²/an,62386 kWh/an,,,"oui, attestation conforme",Information non communiquée,Information non communiquée,Non,,,,,,,,,,,,,,,,,,,,,,Non,Non,Non,20180829009762,,,,,Réserve naturelle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7712/herseaux/vbc87181,VBC87181,Maison à vendre,199000,,7712 Herseaux,Excellent,,A l’acte,3,,,110 m²,Non,,,,,,,,,,1,,,,Gaz,,,2,Oui,Oui,295 m²,,,,307 kWh/m²/an,41036 kWh/an,,,"oui, attestation conforme",Pas de risque d’inondation,Information non communiquée,,,,,Oui,,,Double vitrage,,,170 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison-de-maitre/a-vendre/7712/herseaux/vbc75840,VBC75840,Maison de maître à vendre,495000,Rue de la Broche de Fer 231,7712 Herseaux,Normal,1980,A l’acte,3,15 m²,15 m²,302 m²,,34 m²,Oui,Oui,,,,Super équipée,,33 m²,1,,2,14 m²,Gaz,Non,Non,4,Oui,Oui,2373 m²,Oui,Oui,Non,255 kWh/m²/an,55138 kWh/an,07/09/2032,43,"oui, attestation conforme",Pas de risque d’inondation,Information non communiquée,,14 m²,,,Oui,2,,Double vitrage,19 m,3,2165 m²,Est,131 m²,,19 m,Oui,,Oui,,,,,,,,,,3,74 m,Oui,,21 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7712/herseaux/vbc86591,VBC86591,Maison à vendre,109000,,7712 Herseaux,À rénover,1930,,3,,,80 m²,Non,25 m²,Non,Non,Non,Non,,,,,1,,1,,Gaz,Non,,2,,,60 m²,,Oui,,300 kWh/m²/an,,17/05/2035,,pas d'application,Information non communiquée,Information non communiquée,Non,,,,,,,,,,,,,,,,,,,,,,Non,Non,Non,20250517008416,,2,,Oui,,,60 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7712/herseaux/vbc85590,VBC85590,Maison à vendre,519000,,7712 Herseaux,Normal,1948,A l’acte,4,1 m²,1 m²,301 m²,Non,,Oui,Oui,,,,Equipée,Américaine,,1,1,2,,,Non,Non,3,Oui,Oui,1549 m²,Oui,Oui,Non,319 kWh/m²/an,96146 kWh/an,29/05/2025,79,"non, pas d'attestation",Information non communiquée,Information non communiquée,,1 m²,1 m²,,Oui,1,,,,,1250 m²,Sud-ouest,130 m²,,,,,,,,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7712/herseaux/vbc85569,VBC85569,Maison à vendre,239000,,7712 Herseaux,Normal,,A l’acte,3,15 m²,9 m²,156 m²,Non,,,Oui,,,,Equipée,Américaine,,1,1,1,,Gaz,Non,Non,3,Oui,Oui,378 m²,Oui,Oui,Non,263 kWh/m²/an,45003 kWh/an,04/06/2035,48,"non, pas d'attestation",Information non communiquée,Information non communiquée,Non,9 m²,,,Oui,1,,Double vitrage,,,210 m²,Nord-ouest,,Nord-ouest,,,,,,,,,,,,,,,,Oui,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7712/herseaux/vbc78765,VBC78765,Maison à vendre,275000,Chaussée des Ballons 33,7712 Herseaux,Normal,2005,A l’acte,5,,,,,,Non,Non,Non,Non,,,,,1,,2,,Gaz,,,2,Oui,,265 m²,Oui,,,189 kWh/m²/an,,,,,Information non communiquée,Information non communiquée,Non,,,,,,,Double vitrage,,2,,,,,,,,Non,,,,,Non,Non,Non,20250521000962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7712/herseaux/vbc50270,VBC50270,Maison à vendre,249000,,7712 Herseaux,Normal,1970,A l’acte,3,15 m²,13 m²,129 m²,Non,,,Oui,,,,Equipée,Américaine,,1,1,1,,,Non,Non,4,Oui,Oui,890 m²,,,Non,360 kWh/m²/an,46450 kWh/an,04/03/2035,93,"oui, attestation non conforme",Pas de risque d’inondation,Information non communiquée,,30 m²,,,Oui,,,Double vitrage,,,600 m²,,25 m²,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7712/herseaux/vbc78516,VBC78516,Maison à vendre,139000,,7712 Herseaux,Normal,,A l’acte,3,15 m²,14 m²,143 m²,Non,42 m²,Oui,,,,,Semi-équipée,Kitchenette,,1,1,,,Gaz,Non,Non,3,,,135 m²,,Oui,Non,486 kWh/m²/an,52762 kWh/an,14/03/2032,93,,Information non communiquée,Information non communiquée,Non,12 m²,,,Oui,1,,Double vitrage,,,,,,,,,,,,,,,,,,,,,,Oui,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7712/herseaux/vbc75412,VBC75412,Maison à vendre,149000,,7712 Herseaux,À rénover,,A l’acte,3,14 m²,10 m²,146 m²,Non,26 m²,Oui,Oui,Oui,,,Equipée,Américaine,19 m²,1,1,1,3 m²,Gaz,Non,Non,2,Oui,Oui,159 m²,Oui,Oui,Non,433 kWh/m²/an,55458 kWh/an,14/05/2035,81,"non, pas d'attestation",Information non communiquée,Information non communiquée,Non,6 m²,,,,,,Double vitrage,6 m,1,50 m²,Sud-ouest,11 m²,Sud-ouest,6 m,,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7712/herseaux/vbc71413,VBC71413,Maison à vendre,279000,,7712 Herseaux,Normal,,A l’acte,4,,,258 m²,Non,,Oui,Oui,,,,Equipée,Américaine,,2,2,2,,Gaz,Non,Non,2,Oui,Oui,250 m²,Oui,Oui,Non,315 kWh/m²/an,81139 kWh/an,02/04/2034,57,"oui, attestation non conforme",Information non communiquée,Information non communiquée,Non,,,,Oui,,,Double vitrage,7 m,,120 m²,Nord-est,,Nord-est,,,,,Oui,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison-de-maitre/a-vendre/7712/herseaux/vbc69959,VBC69959,Maison de maître à vendre,520000,,7712 Herseaux,Remis à neuf,,A l’acte,4,18 m²,16 m²,300 m²,Non,,Oui,Oui,,,,Equipée,Américaine,,3,3,2,,Gaz,Non,Non,3,Oui,Oui,1822 m²,Oui,Oui,Non,151 kWh/m²/an,49010 kWh/an,05/03/2035,29,"oui, attestation conforme",Information non communiquée,Information non communiquée,Non,40 m²,13 m²,,Oui,1,,Double vitrage,,,1250 m²,Nord-est,,Nord-est,,Oui,,,,Oui,Non,Non,,,,,,,,Oui,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7712/herseaux/vbc68607,VBC68607,Maison à vendre,179000,Sentier des Gardons 32,7712 Herseaux,Normal,,A l’acte,4,25 m²,13 m²,143 m²,Non,,Oui,Oui,,,,Equipée,Américaine,,2,2,1,,Electrique,Non,Non,3,Oui,Oui,206 m²,Oui,Oui,Non,376 kWh/m²/an,64493 kWh/an,28/04/2025,97,"non, pas d'attestation",Information non communiquée,Information non communiquée,Non,11 m²,7 m²,,,,,Double vitrage,,2,60 m²,Sud-ouest,,Sud-ouest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7712/herseaux/vbc67464,VBC67464,Maison à vendre,520000,,7712 Herseaux,Excellent,,A l’acte,4,21 m²,16 m²,320 m²,Non,60 m²,,Oui,,,,Equipée,Américaine,40 m²,3,3,2,,Gaz,Non,,4,Oui,Oui,1822 m²,,,Non,151 kWh/m²/an,49010 kWh/an,05/03/2035,,"non, pas d'attestation",Information non communiquée,Information non communiquée,Non,13 m²,16 m²,,Oui,1,,Double vitrage,,,1200 m²,,50 m²,,,,,,,,Non,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/immeuble-mixte/a-vendre/7712/herseaux/vbc66168,VBC66168,Immeuble mixte à vendre,395000,,7712 Herseaux,Normal,,A l’acte,5,20 m²,19 m²,206 m²,Non,47 m²,,Oui,,,,Equipée,Américaine,,1,1,2,,Gaz,Non,,3,Oui,Oui,465 m²,,,Non,210 kWh/m²/an,43200 kWh/an,15/11/2032,,"oui, attestation conforme",Information non communiquée,Information non communiquée,,16 m²,15 m²,13 m²,Oui,1,,Double vitrage,,,160 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7712/herseaux/vbc64109,VBC64109,Maison à vendre,219000,,7712 Herseaux,,,,3,13 m²,13 m²,159 m²,,28 m²,,Oui,,,,,,,1,,,,,,,,Oui,Oui,,,,,462 kWh/m²/an,,,,"non, pas d'attestation",Information non communiquée,Information non communiquée,,13 m²,,,Oui,1,,,,,,,,,,,,,,,,,,Oui,,20250226002862,,,,,Réserve naturelle,,,,,21 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7712/herseaux/vbc61245,VBC61245,Maison à vendre,89000,,7712 Herseaux,À rénover,1918,,2,12 m²,9 m²,62 m²,Non,11 m²,,,,Oui,12 m²,Semi-équipée,Kitchenette,6 m²,1,1,1,,Gaz,Non,Non,2,,,40 m²,Oui,Oui,Non,499 kWh/m²/an,36163 kWh/an,01/10/2034,91,"non, pas d'attestation",Information non communiquée,Information non communiquée,Non,,,,Oui,1,,Double vitrage,,,,,,,,,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7712/herseaux/vbc59419,VBC59419,Maison à vendre,225000,,7712 Herseaux,À rénover,,,5,,,255 m²,Non,,,,,,,Semi-équipée,,,2,,,,Mazout,Non,,,Non,Non,491 m²,,Oui,,401 kWh/m²/an,102310 kWh/an,23/01/2034,,"oui, attestation non conforme",Information non communiquée,Information non communiquée,,,,,Oui,1,,,,1,,,,,,,,,,,,,,,,20240123001461,,,60 m,Oui,Réserve naturelle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/7712/herseaux/vbc56781,VBC56781,Villa à vendre,419000,,7712 Herseaux,Excellent,,,5,,,270 m²,,,Non,Oui,Non,Non,,Equipée,,,1,,1,,Gaz,Non,,,Oui,Oui,1184 m²,,,Non,142 kWh/m²/an,,,,,Information non communiquée,Information non communiquée,Non,,,,Oui,1,,,,,,,,,,,,Oui,Non,,,,Non,Non,Non,20250401002413,,,,,,,,Non,,,Non,Oui,Non,Non,Non,Non,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7712/herseaux/vbc55355,VBC55355,Maison à vendre,455000,,7712 Herseaux,Excellent,1990,A l’acte,4,17 m²,16 m²,255 m²,Non,24 m²,Oui,Oui,,Oui,34 m²,Equipée,Américaine,15 m²,2,2,3,14 m²,Gaz,Non,Non,3,Oui,Oui,1182 m²,Oui,Oui,Non,196 kWh/m²/an,50090 kWh/an,20/03/2035,37,"non, pas d'attestation",Information non communiquée,Information non communiquée,Non,15 m²,10 m²,,Oui,2,,Double vitrage,,3,710 m²,Sud-est,,Sud-est,,,,Oui,Oui,,,,,,,,,,,Oui,,,,,,38 m²,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/immeuble-mixte/a-vendre/7712/herseaux/vbc08588,VBC08588,Immeuble mixte à vendre,280000,,7712 Herseaux,Remis à neuf,,A l’acte,3,14 m²,11 m²,217 m²,Non,45 m²,,,,,,Equipée,Américaine,,2,2,,,Electrique,Non,Non,3,Oui,Oui,191 m²,Oui,Oui,Non,229 kWh/m²/an,21837 kWh/an,18/03/2034,64,"non, pas d'attestation",Information non communiquée,Information non communiquée,Non,10 m²,,,,,,Double vitrage,,,,Nord-ouest,25 m²,Nord-ouest,,,,,,,,,,,,,,,,Oui,,,,,,,,Oui,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7712/herseaux/vbc31153,VBC31153,Maison à vendre,289000,,7712 Herseaux,Excellent,1950,,4,20 m²,20 m²,230 m²,Non,,,Oui,,,,Super équipée,,,1,1,1,,Gaz,Non,Non,2,Oui,Oui,390 m²,,,Non,156 kWh/m²/an,41820 kWh/an,05/02/2035,29,"oui, attestation non conforme",Pas de risque d’inondation,Information non communiquée,,15 m²,12 m²,,Oui,1,,,,,240 m²,,40 m²,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7712/herseaux/vbc52258,VBC52258,Maison à vendre,209000,,7712 Herseaux,Remis à neuf,,A l’acte,4,11 m²,13 m²,165 m²,Non,33 m²,,,,,,,,,1,8,1,,Electrique,Non,,3,Oui,Oui,218 m²,,,,245 kWh/m²/an,40532 kWh/an,20/02/2035,,"oui, attestation conforme",Information non communiquée,Information non communiquée,,8 m²,15 m²,,Oui,1,,Double vitrage,,,120 m²,,,,,,,,,Non,Non,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7712/herseaux/vbc51142,VBC51142,Maison à vendre,175000,,7712 Herseaux,Normal,,A l’acte,3,6 m²,12 m²,99 m²,Non,10 m²,,Oui,,Oui,15 m²,Semi-équipée,Kitchenette,6 m²,1,6,1,,Gaz,Non,,2,Oui,Oui,228 m²,,,Non,337 kWh/m²/an,33324 kWh/an,26/02/2035,,"oui, attestation non conforme",Information non communiquée,Information non communiquée,,16 m²,,,,,,Double vitrage,,,115 m²,,16 m²,,,,,,,Non,Non,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7712/herseaux/vbc50513,VBC50513,Maison à vendre,119000,,7712 Herseaux,À rénover,,A l’acte,2,10 m²,13 m²,115 m²,Non,33 m²,,Oui,,,,Semi-équipée,Kitchenette,10 m²,1,1,1,,Gaz,Non,,2,Oui,Oui,158 m²,,,Non,267 kWh/m²/an,30684 kWh/an,16/02/2034,,"oui, attestation non conforme",Information non communiquée,Information non communiquée,Non,12 m²,,,,,,Double vitrage,,,65 m²,,20 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/penthouse/a-vendre/7712/herseaux/vbc49474,VBC49474,Penthouse à vendre,395000,,7712 Herseaux,Nouveau,2022,A l’acte,2,27 m²,9 m²,112 m²,Non,,,,,,,Equipée,Américaine,,1,1,1,,Gaz,Oui,Oui,3,,Oui,,Oui,Oui,Non,105 kWh/m²/an,11818 kWh/an,19/12/2032,20,"oui, attestation conforme",Information non communiquée,Information non communiquée,Non,,,,Oui,1,,Double vitrage,,,,,49 m²,Sud-ouest,,,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7712/herseaux/vbc48326,VBC48326,Maison à vendre,679000,,7712 Herseaux,Excellent,,A l’acte,4,44 m²,20 m²,289 m²,Non,,Oui,Oui,,,,Equipée,Américaine,,2,2,3,,Gaz,Non,Non,4,Oui,Oui,2037 m²,Oui,Oui,Non,150 kWh/m²/an,65278 kWh/an,03/07/2034,31,"oui, attestation non conforme",Information non communiquée,Information non communiquée,Non,17 m²,15 m²,,Oui,2,,Double vitrage,,4,1200 m²,Nord-est,,Nord-est,,Oui,,Oui,Oui,,,,,,,,,,,Oui,,,,,Oui,,,Oui,,,,,,09/03/2024,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/7712/herseaux/rwc38541,RWC38541,Villa à vendre,375550,,7712 Herseaux,Excellent,2025,A convenir,3,,,652 m²,,,,Oui,,,,Super équipée,Américaine,,1,,,,Non specifié,,,4,Oui,,,Oui,Oui,,,,,,,Information non communiquée,Information non communiquée,,,,,,,,,,,,,,,,Oui,,Oui,,,,,,,,,,,,Oui,,,,,,,Oui,,,,,,,,Oui,Oui,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7712/herseaux/vbc38786,VBC38786,Maison à vendre,185000,,7712 Herseaux,Normal,,,2,,,155 m²,Non,22 m²,,,,,,Super équipée,,,,1,2,,Air pulsé,Non,,,Oui,Oui,275 m²,,,,159 kWh/m²/an,,,,pas d'application,Information non communiquée,Information non communiquée,,,,,,,,,5 m,,211 m²,,,,,,,,,,,,,,,20250224002140,,,,,Réserve naturelle,,64 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7712/herseaux/vbc37579,VBC37579,Maison à vendre,149000,,7712 Herseaux,Normal,1950,,2,16 m²,11 m²,123 m²,Non,,,Oui,,,,Equipée,Américaine,,1,1,1,,Gaz,Non,Non,2,Oui,Oui,130 m²,,,Non,460 kWh/m²/an,56574 kWh/an,18/02/2035,102,"non, pas d'attestation",Pas de risque d’inondation,Information non communiquée,,,,,,,,,,,45 m²,,10 m²,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/7712/herseaux/vbc30900,VBC30900,Villa à vendre,339000,,7712 Herseaux,Normal,,A l’acte,4,,,200 m²,Non,,,,,,,,,,1,,,,Mazout,,,4,Oui,,788 m²,,,,581 kWh/m²/an,117657 kWh/an,,,"oui, attestation non conforme",Pas de risque d’inondation,Information non communiquée,,,,,Oui,,,Double vitrage,,,573 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7712/herseaux/vba41346,VBA41346,Maison à vendre,189000,,7712 Herseaux,,,,4,,,340 m²,Non,,,,,,,Semi-équipée,,,1,2,2,,Gaz,Non,,2,Oui,Oui,,,,,202 kWh/m²/an,,,,"non, pas d'attestation",Information non communiquée,Information non communiquée,,,,,,,,,10 m,,,,,,,,,,,,,,,,,20231026001882,Sud-ouest,,,,Réserve naturelle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/immeuble-mixte/a-vendre/7712/herseaux/vbc10440,VBC10440,Immeuble mixte à vendre,339000,,7712 Herseaux,Normal,1970,,2,19 m²,17 m²,187 m²,Non,28 m²,,,,,,Equipée,Américaine,10 m²,1,1,,,Gaz,Non,Oui,3,,,365 m²,Oui,Oui,Non,123 kWh/m²/an,12370 kWh/an,24/02/2033,23,"non, pas d'attestation",Information non communiquée,Information non communiquée,Oui,,,,Oui,4,,Double vitrage,,,,,,,,,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/immeuble-mixte/a-vendre/7712/herseaux/vbc08852,VBC08852,Immeuble mixte à vendre,289000,,7712 Herseaux,Normal,,,3,22 m²,11 m²,230 m²,Non,24 m²,,Oui,,Oui,16 m²,Equipée,Américaine,10 m²,2,1,,,Gaz,Non,Non,3,,Oui,293 m²,Oui,Oui,Non,421 kWh/m²/an,60655 kWh/an,20/10/2028,77,"non, pas d'attestation",Information non communiquée,Information non communiquée,Oui,9 m²,,,,,,Double vitrage,,,,,40 m²,,,,,,,,,,,,,,,,,Oui,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,
