ad_link,Ref,Titre,Prix,Addresse,Localite,Etat_du_bien,Disponibilité_du_bien,Nombre_de_chambres_à_coucher,Surface_chambre_à_coucher_1,Surface_chambre_à_coucher_2,Surface_chambre_à_coucher_3,Surface_habitable,Meublé,Garage,Nombre_de_Garages,Équipement_de_la_cuisine,Nombre_de_salles_de_bain,Nombre_de_toilettes,Panneaux_solaires,Type_de_chauffage,Pompe_à_chaleur,Type_de_vitrage,Accessible_aux_moins_valides,Nombre_de_façades,Jardin,Surface_du_jardin,Terrasse_aménagée,Surface_totale_du_terrain,Raccordé_aux_égouts,Raccordé_à_leau_courante,Citerne_à_eau_de_pluie,Permis_de_bâtir_obtenu,GscoreLe_score_G_représente_le_risque_dinondation_pour_les_bâtiments_de_plus_de_25m²_et_se_compose_de_4_classes_A_à_DClasse_A_pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,Le_score_G_représente_le_risque_dinondation_pour_les_bâtiments_de_plus_de_25m²_et_se_compose_de_4_classes_A_à_D,PScoreLe_score_P_représente_le_risque_dinondation_pour_les_parcelles_terrains_et_se_compose_de_4_classes_A_à_DClasse_A_pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,Le_score_P_représente_le_risque_dinondation_pour_les_parcelles_terrains_et_se_compose_de_4_classes_A_à_D,Type_de_zone_inondable,Zone_inondable_délimitée,Bien_actuellement_loué,Année_de_construction,Caves,Grenier,Véranda,Salle_à_manger,Dressing,Buanderie,Local_vélo,Nombre_de_places_de_parking_extérieur,Piscine_extérieure,Attestation__Installation_électrique,Affectation_urbanistique_la_plus_récente,Raccordé_au_gaz_de_ville,Conso_spécifique_dénergie_primaire,Parlophone,Ascenseur,Étage_de_lappartement,Nombre_détages_de_limmeuble,Surface_de_la_terrasse,Nombre_de_place_de_parking_intérieur,Air_conditionné,Date_de_validité_PEB,Référence_PEB,Surface_du_séjour,Surface_du_garage,Surface_de_la_cuisine,Surface_de_lades_salles_de_bain,Alarme_antieffraction,Largeur_de_la_façade,Orientation_du_jardin,Profondeur_du_terrain,Largeur_du_terrain_à_rue,Permis_durbanisation_accordé,Surface_constructible,Le_bien_est__classé__ou_fait_partie_dun_ensemble_classé_au_patrimoine,Porte_de_garage_motorisée,Type_de_cuisine,Chauffage_au_sol,Compteur_électrique_individuel,Compteur_deau_individuel,Compteur_de_gaz_individuel,HammamSaunaJacuzzi,Le_bien_fait_lobjet_dun_droit_de_préemption,Espace_ouvert_sensible_à_leau__WORG,Surface_des_caves,Surface_de_la_véranda,Orientation_de_la_façade_du_bien,Balcon,Nombre_de_douches,Clef_électronique,Panneaux_solaires_thermiques,Domotique,Feu_ouvert,Attestation__Asbuilt,Surface_totale,Maison_basse_énergie,Compteur_Bihoraire,Niveau_E,Possibilités_pour_profession_libérale,Station_de_charge_électrique,Attestation__Citernes_à_mazout,Surface_du_grenier,Surface_du_bureau,Orientation_de_la_terrasse,Surface_chambre_à_coucher_4,Surface_du_dressing,Surface_salle_à_manger,Emission_de_CO2,Porte_daccès_sécurisée,Adaptations_pour_les_seniors,Conso_annuelle_totale_dénergie_primaire,Appartement_de_service,Surface_chambre_à_coucher_5,Attestation__Installation_électrique__Validité,Adoucisseur_deau,GscoreLe_score_G_représente_le_risque_dinondation_pour_les_bâtiments_de_plus_de_25m²_et_se_compose_de_4_classes_A_à_DClasse_A__pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,PScoreLe_score_P_représente_le_risque_dinondation_pour_les_parcelles_terrains_et_se_compose_de_4_classes_A_à_DClasse_A__pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,Niveau_K
https://immovlan.be/fr/detail/appartement/a-vendre/9500/grammont/rbs33671,RBS33671,Appartement à vendre,590000,Jan de Coomanstraat 49,9500 Grammont,Normal,,0,,,,333 m²,,Oui,,,,,,Gaz,,Double vitrage,Non,,Oui,,Oui,,,,,,,,,,Pas de risque d’inondation,Information non communiquée,,1954,Non,Oui,Non,,,,,,,pas d'application,,,297 kWh/m²/an,,Non,3,3,,,,26/04/2033,0002875961-RES-1,,,,,,,,,,Non,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/9500/grammont/rbs32741,RBS32741,Villa à vendre,575000,Chevauchoire de Viane 101,9500 Grammont,Excellent,A l’acte,5,,,,750 m²,,,,Super équipée,2,2,Oui,,,Double vitrage,Non,4,Oui,,Oui,3110 m²,Oui,Oui,,,,,,,Pas de risque d’inondation,Information non communiquée,,2010,,,,,,,,,Non,,,Oui,38 kWh/m²/an,,Oui,,,,,,,,,,,,Oui,15 m,,,15 m,,,,,,Oui,,,,,,Non,,,Sud,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/9500/grammont/rbr52823,RBR52823,Maison à vendre,169000,Weverijstraat 97,9500 Grammont,Normal,A l’acte,3,22 m²,14 m²,31 m²,135 m²,Non,,,Equipée,1,2,,Gaz,,Double vitrage,,2,,,,70 m²,,Oui,,,,,,,Pas de risque d’inondation,Information non communiquée,Oui,1950,Oui,Oui,,Oui,,,,,,"oui, attestation non conforme",,Oui,223 kWh/m²/an,,,,3,,,,29/09/2034,,21 m²,,12 m²,,,5 m,,,5 m,,,,,Américaine,,,,,,Oui,,,,Ouest,,1,,,,,,,,,,,,,,,,,,14 m²,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/9500/grammont/rbs11966,RBS11966,Maison à vendre,599000,Markt 2,9500 Grammont,Excellent,,1,,,,400 m²,,,,,,5,,,,,Oui,3,,,Oui,105 m²,Oui,Oui,,Oui,,,,,Pas de risque d’inondation,Information non communiquée,,,,Oui,,,,,,,Non,,"Zone d'habitat d'intérêt culturel, historique et/ou esthétique",Oui,,,,,,,,,,,,,100 m²,,Oui,,,,,Non,,,,,,,,,,Oui,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/9500/grammont/rbr95884,RBR95884,Maison à vendre,230000,Edingseweg 226,9500 Grammont,À rénover,,4,,,,357 m²,,,,,1,,,Electrique,,Simple vitrage,Non,,,,,390 m²,,,,,,,,,Pas de risque d’inondation,Information non communiquée,,,Non,Non,Non,,,,,,,"non, pas d'attestation",,,,,Non,,,,,,24/10/2032,20221024-0002705822-KNR-1,,,,,,,,,,,340 m²,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/9500/grammont/rwc37482,RWC37482,Maison à vendre,305550,,9500 Grammont,Excellent,A convenir,3,,,,660 m²,,Oui,,Super équipée,,,Oui,Non specifié,,,,3,,,,,Oui,,Oui,,,,,,Pas de risque d’inondation,Information non communiquée,Non,2024,,Oui,,,,Oui,,1,,,,Oui,,,,,,,1,,,,,,,,,,,,,,,,,Américaine,Oui,,,,,,,,,,,,,,,,,,,,23,Non,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/fermette/a-vendre/9500/grammont/rbr93749,RBR93749,Fermette à vendre,200000,Beekstraat 95,9500 Grammont,À démolir,A l’acte,3,,,,146 m²,Non,Oui,3,,,,,,,,Non,4,Oui,,Oui,2347 m²,,Oui,,,,,,,Information non communiquée,Information non communiquée,Non,1931,Oui,,,,,,,,Non,"oui, attestation non conforme",,,1554 kWh/m²/an,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,Est,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/9500/grammont/rbr93038,RBR93038,Maison à vendre,215000,,9500 Grammont,À rénover,A l’acte,5,,,,155 m²,Non,Oui,1,Semi-équipée,1,1,,Mazout,,,,3,,,Oui,148 m²,,Oui,,,,,,,Information non communiquée,Information non communiquée,Non,1900,Non,Oui,Non,Non,Non,Non,Non,,,"oui, attestation non conforme","Zone d'habitat (résidentiel, urbain ou rural)",Oui,544 kWh/m²/an,,Non,,,,,,,20241029-0003429888-res-1,45 m²,,,,,,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/9500/grammont/rbr92699,RBR92699,Maison à vendre,225000,Kleine Karmelietenstraat 60,9500 Grammont,,A l’acte,4,15 m²,8 m²,7 m²,131 m²,Non,,,Equipée,2,2,,Gaz,,Double vitrage,,2,,,Oui,79 m²,,,,,,,,,Information non communiquée,Information non communiquée,,1874,,Oui,,Oui,,,,,Non,"oui, attestation conforme",,,159 kWh/m²/an,,Non,,,,,,,,12 m²,,7 m²,,,,,,,,,,,Américaine,,,,,,Non,,,,,,,,,,,,,,,,,,,,,,8 m²,,11 m²,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/9500/grammont/rbr87717,RBR87717,Appartement à vendre,499000,Gasthuisstraat 53,9500 Grammont,,,5,,,,526 m²,Non,Oui,2,,2,3,,,,,,2,,,Oui,,Oui,Oui,,,,,,,Information non communiquée,Information non communiquée,,,Oui,,,,,,,,,,,Oui,234 kWh/m²/an,,,,,125 m²,2,,,,,,,,,8 m,,,8 m,,,Oui,,,,,,,,Non,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/9500/grammont/rbr86610,RBR86610,Appartement à vendre,185000,Kleine Karmelietenstraat 66,9500 Grammont,Remis à neuf,Immédiatement,3,11 m²,11 m²,12 m²,120 m²,Non,,,,2,2,,Gaz,,Double vitrage,Non,2,,,Oui,,Oui,Oui,,,,,,,Pas de risque d’inondation,Information non communiquée,,1874,,Oui,,,,,,,Non,"oui, attestation non conforme",,Oui,253 kWh/m²/an,,Non,,2,15 m²,,,,,22 m²,,13 m²,7 m²,,,,,,,,,,,,,,,,,,,,Nord,,2,,,,,,,,,,,,,,,Sud,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/9500/grammont/rbr77143,RBR77143,Maison à vendre,275000,Lessensestraat 101 - 103,9500 Grammont,À rénover,A l’acte,3,,,,,,,,,,,,,,,Oui,2,,,Oui,360 m²,,Oui,,,,,,,Information non communiquée,Information non communiquée,,,,,,,,,,,,"oui, attestation non conforme",,Oui,565 kWh/m²/an,,Non,,,,,,,,,,,,,10 m,,,10 m,,,,,,,,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/9500/grammont/rbr76265,RBR76265,Maison à vendre,355000,Watermolenstraat 25,9500 Grammont,Nouveau,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Information non communiquée,Information non communiquée,,,,,,,,,,,,"non, pas d'attestation",,,0 kWh/m²/an,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/9500/grammont/rbr71098,RBR71098,Appartement à vendre,249000,Reepstraat 30,9500 Grammont,,A partir du : 01/06/2026,2,,,,85 m²,Non,Oui,,Super équipée,1,1,,,,,,,Non,,Oui,,,,,Oui,,,,,Information non communiquée,Information non communiquée,,2026,,,,,,,,1,,"oui, attestation conforme","Zone d'habitat (résidentiel, urbain ou rural)",,,,Oui,0,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/9500/grammont/rbr63259,RBR63259,Maison à vendre,391221,Onkerzelestraat,9500 Grammont,,,3,15 m²,13 m²,12 m²,140 m²,Non,Oui,,Super équipée,1,2,,,,Double vitrage,Non,3,Oui,,Oui,530 m²,Oui,Oui,Oui,,,,,,Information non communiquée,Information non communiquée,Non,2024,,Oui,,,,,,,Non,"oui, attestation conforme",,,,,,,,,,,,,35 m²,,9 m²,,,,,,,,,,,,Oui,,,,,Non,,,,,,1,,,,,,,,,,,,,,,Sud,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/9500/grammont/rbr63258,RBR63258,Maison à vendre,556695,Onkerzelestraat,9500 Grammont,,,3,16 m²,12 m²,12 m²,180 m²,Non,Oui,1,Super équipée,1,2,,,,Double vitrage,Non,3,Oui,,Oui,6196 m²,Oui,Oui,Oui,,,,,,Information non communiquée,Information non communiquée,Non,2024,,Oui,,,,,,1,Non,"oui, attestation conforme",,,,,Non,,,,1,,,,35 m²,,11 m²,,,,,,,,,,,,Oui,,,,,Non,,,,,,1,,,,,,,,,,,,,,,Sud,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/9500/grammont/rbr61696,RBR61696,Appartement à vendre,395000,Vianeplein 24,9500 Grammont,Nouveau,,2,,,,126 m²,,,,,1,,,,,,,,,,Oui,,,,,,,,,,Information non communiquée,Information non communiquée,,,,,,,,,,,,,,,,,,1,2,19 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/9500/grammont/rbr61695,RBR61695,Appartement à vendre,481000,Vianeplein 24,9500 Grammont,Nouveau,,3,,,,137 m²,,,,,,,,,,,,,,,Oui,,,,,,,,,,Information non communiquée,Information non communiquée,,,,,,,,,,,,,,,,,,2,2,44 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/9500/grammont/rbr61694,RBR61694,Appartement à vendre,541000,Vianeplein 24,9500 Grammont,Nouveau,,3,,,,158 m²,,,,,,,,,,,,,,,Oui,,,,,,,,,,Information non communiquée,Information non communiquée,,,,,,,,,,,,,,,,,,2,2,53 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/9500/grammont/rbr61693,RBR61693,Appartement à vendre,376000,Vianeplein 24,9500 Grammont,Nouveau,,2,,,,110 m²,,,,,1,,,,,,,,,,Oui,,,,,,,,,,Information non communiquée,Information non communiquée,,,,,,,,,,,,,,,,,,1,2,16 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/9500/grammont/rbr61692,RBR61692,Appartement à vendre,405000,Vianeplein 24,9500 Grammont,Nouveau,,2,,,,132 m²,,,,,,,,,,,,,,,Oui,,,,,,,,,,Information non communiquée,Information non communiquée,,,,,,,,,,,Non,,,,,,,1,2,18 m²,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/9500/grammont/rbq16133,RBQ16133,Appartement à vendre,275000,Groteweg 65 6,9500 Grammont,Nouveau,,2,,,,89 m²,,,,Super équipée,1,,Oui,Air pulsé,Oui,Double vitrage,Oui,,,,Oui,,Oui,Oui,,,,,,,Information non communiquée,Information non communiquée,,2023,,,,,,,,1,,,,,,,Oui,,,13 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/9500/grammont/rbp53951,RBP53951,Maison à vendre,129000,Edingseweg 421,9500 Grammont,À rénover,A l’acte,2,21 m²,14 m²,,93 m²,Non,,,Semi-équipée,1,2,,,,Double vitrage,,3,Oui,110 m²,,185 m²,Oui,Oui,,,,,,,Pas de risque d’inondation,Information non communiquée,Non,1941,,,Oui,Oui,,,,1,,"non, pas d'attestation",,,886 kWh/m²/an,,,,,,,,11/12/2033,,23 m²,,5 m²,5 m²,,6 m,,,6 m,,,,,Kitchenette,,,,,,Non,,,,Est,,,,,,,,,,,,,,,,,,,,15 m²,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/9500/grammont/rbk14541,RBK14541,Maison à vendre,448096,Gapenberg 0,9500 Grammont,Nouveau,,3,,,,180 m²,,Oui,,Super équipée,1,,,Solaire,,Double vitrage,Non,4,Oui,100 m²,Oui,432 m²,,,,,,,,,Information non communiquée,Information non communiquée,Non,2023,,,,,,,,,,,,,,,,,,30 m²,,Oui,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/9500/grammont/rbk14534,RBK14534,Maison à vendre,324007,Mijnwerkersstraat,9500 Grammont,Nouveau,,3,,,,136 m²,,,,,1,2,,Gaz,,Double vitrage,,2,Oui,180 m²,Oui,285 m²,Oui,Oui,,,,,,,Pas de risque d’inondation,Information non communiquée,,2022,,Oui,,Oui,,,,,,,,Oui,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,40 m²,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/9500/grammont/rbj21077,RBJ21077,Maison à vendre,119000,Nieuwstraat 3,9500 Grammont,,A l’acte,2,,,,90 m²,Non,,,,1,1,,Electrique,,,,2,,,,30 m²,,Oui,,,,,,,Pas de risque d’inondation,Information non communiquée,Oui,,Oui,Oui,,,,,,,Non,"oui, attestation conforme","Zone d'habitat d'intérêt culturel, historique et/ou esthétique",Oui,432 kWh/m²/an,,Non,,,,,,20/06/2032,,,,,,,8 m,,,8 m,,,,,,,,,,,Non,,,,Sud,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/9500/grammont/rbj19614,RBJ19614,Maison à vendre,339000,Watermolenstraat 18,9500 Grammont,Normal,A l’acte,4,,,,296 m²,Non,Oui,1,Semi-équipée,1,2,,Gaz,,,,4,Oui,,Non,672 m²,,,,Oui,,,,,Pas de risque d’inondation,Information non communiquée,Non,1954,Non,Oui,Non,Non,Non,Non,Non,3,,pas d'application,,,242 kWh/m²/an,,Non,,,,,,,2644161,,,,,,,,,,Non,,,,,,,,,,,,,,Ouest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/9500/grammont/rbk32853,RBK32853,Villa à vendre,,Groteweg 447,9500 Grammont,Normal,,3,,,,196 m²,Non,,,,1,2,,,,,,4,Oui,,Oui,3720 m²,,Oui,,,,,,,Pas de risque d’inondation,Information non communiquée,Non,2010,Non,Non,Non,Non,Non,Non,Non,6,Oui,"oui, attestation conforme",,Oui,120 kWh/m²/an,,Non,,,48 m²,,,15/03/2034,20240315-000-3177410-RES-1,,,,,,13 m,,,,,,,,,,,,,,Non,,,,,,1,,,,,,,,,,,,,,10 m²,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/9506/schendelbeke/rbt72766,RBT72766,Villa à vendre,424000,Ganzestraat 90,9506 Schendelbeke,Excellent,A l’acte,3,14 m²,12 m²,22 m²,233 m²,Non,Oui,1,,1,2,Oui,Gaz,,,,4,Oui,500 m²,Oui,691 m²,Oui,Oui,,Non,,,,,Pas de risque d’inondation,Information non communiquée,Oui,1968,Oui,Oui,,,,,,3,,"oui, attestation non conforme",,Oui,218 kWh/m²/an,,Non,,2,30 m²,1,,12/03/2035,,32 m²,,,,,13 m,,,13 m,Non,,,,,,,,,,Non,,,,Nord,,,,,,,,,,,,,,,,,Sud,10 m²,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/9506/schendelbeke/rbt11177,RBT11177,Maison à vendre,345000,Onkerzelestraat 62,9506 Schendelbeke,Normal,,4,14 m²,10 m²,10 m²,97 m²,Non,Oui,1,,1,2,,,,Double vitrage,Non,3,Oui,248 m²,Oui,489 m²,Oui,Oui,,Non,,,,,Information non communiquée,Information non communiquée,,,,Oui,,,,,,2,Non,,,Oui,268 kWh/m²/an,,Non,,,32 m²,1,,,,32 m²,,11 m²,,,7 m,,,7 m,Oui,,,,,,,,,,Non,Non,,,Nord-ouest,,1,,,,,,,,,,,,,,,,9 m²,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/9506/schendelbeke/rbt08776,RBT08776,Maison à vendre,275000,Ganzenstraat 63,9506 Schendelbeke,Normal,,3,16 m²,7 m²,16 m²,196 m²,Non,,,Semi-équipée,1,1,,Gaz,,Double vitrage,Oui,4,Oui,,Oui,922 m²,Oui,Oui,Oui,,,,,,Information non communiquée,Information non communiquée,,1977,,Oui,Oui,,,,,,Non,,,Oui,271 kWh/m²/an,,Non,,,,,,,,44 m²,,15 m²,,,,,,,,,,,Kitchenette,,,,,,Non,Non,,,,,,,,,,,,,,,,,,,,Sud,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/9506/schendelbeke/rbs96158,RBS96158,Maison à vendre,289000,Ooievaarsnest 14,9506 Schendelbeke,Normal,A l’acte,3,,,,136 m²,Non,,,,1,2,,Gaz,,Double vitrage,,4,Oui,,Oui,835 m²,Oui,Oui,,Oui,,,,,Information non communiquée,Information non communiquée,,1960,Oui,Oui,Oui,,,,,3,Non,,,Oui,391 kWh/m²/an,,Non,,,,,,,,,,,,,7 m,,,7 m,Oui,,,,,,,,,,,Non,,,Nord,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/9506/grimminge/rbt71483,RBT71483,Maison à vendre,449000,Klakvijverstraat 90,9506 Grimminge,Nouveau,A l’acte,3,11 m²,9 m²,9 m²,115 m²,,,,Super équipée,1,2,Oui,Air pulsé,Oui,,Oui,3,Oui,,Oui,558 m²,Oui,Oui,Oui,Oui,,,,,Pas de risque d’inondation,Information non communiquée,,2022,,Oui,,,,,,5,Non,"oui, attestation conforme",,,,,Non,,,,,Oui,,,32 m²,,11 m²,,,7 m,,,7 m,Oui,,,,,,,,,,Non,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/9506/grimminge/rbt69949,RBT69949,Maison à vendre,360000,Middenstraat 7,9506 Grimminge,Normal,Immédiatement,3,,,,134 m²,Non,,,,1,2,,Gaz,,,,,Oui,,Oui,140 m²,,Oui,,,,,,,Pas de risque d’inondation,Information non communiquée,Non,,Non,Non,Non,Non,Non,Non,Non,,,"oui, attestation conforme","Zone d'habitat (résidentiel, urbain ou rural)",Oui,174 kWh/m²/an,,Non,,,19 m²,,,18/02/2035,20250218-0003532819-RES-1,55 m²,,,,,,,,,,,,,,,,,,,Non,,,,Sud-est,,,,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/9506/idegem/rbt64768,RBT64768,Maison à vendre,159000,Dagmoedstraat 23,9506 Idegem,À rénover,A l’acte,4,19 m²,9 m²,12 m²,225 m²,,Oui,1,Semi-équipée,1,2,Oui,Gaz,,,,3,,,Oui,,,,,Oui,,,,,Pas de risque d’inondation,Information non communiquée,,,,,,,,,,,Non,"non, pas d'attestation",,,613 kWh/m²/an,,Non,,1,,,,,,48 m²,,10 m²,8 m²,,,,,,Non,,,,Kitchenette,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26016,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/9506/idegem/rbt47125,RBT47125,Maison à vendre,299000,Aalstsesteenweg 123,9506 Idegem,À rénover,A l’acte,5,14 m²,14 m²,11 m²,230 m²,Non,Oui,1,Super équipée,1,3,,Mazout,,Double vitrage,Non,3,Oui,,Oui,830 m²,Oui,Oui,Oui,,,,,,Information non communiquée,Information non communiquée,Non,1960,Oui,Oui,Oui,Oui,,,,,Non,"oui, attestation non conforme",,Oui,899 kWh/m²/an,,Non,,,,,,,,25 m²,,11 m²,,,13 m,,,13 m,,,,,,,,,,,Non,Non,,,Nord-ouest,,,,,,,,,,,,,,,,,,9 m²,,22 m²,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/9506/idegem/rbt43527,RBT43527,Maison à vendre,465000,Heirweg 29,9506 Idegem,Excellent,,4,17 m²,11 m²,11 m²,165 m²,Non,Oui,1,,1,2,Oui,,,Double vitrage,Non,4,Oui,2000 m²,Oui,2280 m²,Oui,Oui,,,,,,,Information non communiquée,Information non communiquée,,1998,,Oui,,,,,,4,Non,"oui, attestation non conforme",Zone d'extension d'habitat,Oui,161 kWh/m²/an,Oui,Non,,,32 m²,2,Oui,,,36 m²,,17 m²,,,13 m,,,13 m,,,,,,,,,,,Non,Non,,,Nord-est,,,,,,,,,,,,,,,,,Sud-ouest,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/9506/grimminge/rbt38753,RBT38753,Maison à vendre,315000,Klakvijverstraat 79,9506 Grimminge,,A l’acte,3,,,,140 m²,,Oui,1,,1,1,,Gaz,,Double vitrage,Non,4,Oui,,Oui,1955 m²,,,,,,,,,Pas de risque d’inondation,Information non communiquée,Non,1975,Non,Oui,Non,Non,Non,Non,Non,5,Non,,"Zone d'habitat (résidentiel, urbain ou rural)",,397 kWh/m²/an,,Non,,2,,,Non,,20250514-0003601426-RES-1,,,,,Non,9 m,,96 m,20 m,,,Non,,,,,,,,Non,,,,Sud,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/9506/idegem/rbs81407,RBS81407,Maison à vendre,99000,Ninoofsestraat 85,9506 Idegem,Normal,,2,14 m²,13 m²,,105 m²,,,,Equipée,1,1,,,,Double vitrage,,2,,,Oui,70 m²,Oui,Oui,,Oui,,,,,Information non communiquée,Information non communiquée,,,Oui,Oui,,,,,,,,"oui, attestation conforme",,Oui,682 kWh/m²/an,,,,,3 m²,,,,,34 m²,,10 m²,,,5 m,,,5 m,Non,,,,Américaine,,,,,,Non,,,,,,,,,,,,,,,,,,,,,Sud-est,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/9506/grimminge/rbt23485,RBT23485,Villa à vendre,749000,Voldersstraat 163,9506 Grimminge,Normal,Immédiatement,7,35 m²,26 m²,22 m²,658 m²,Oui,Oui,1,Super équipée,1,2,,Mazout,,Double vitrage,,4,Oui,2266 m²,Oui,3870 m²,Oui,Oui,,Oui,,,,,Information non communiquée,Information non communiquée,,1956,Oui,Oui,,Oui,,,,10,Non,"oui, attestation non conforme",,,469 kWh/m²/an,,Non,,,105 m²,1,,,,55 m²,,19 m²,,,25 m,,,25 m,Non,,,,,,,,,,Non,Non,,,Nord,,2,,,,,,,,,,,,,,,Sud,19 m²,,15 m²,,,,,,20 m²,,,,,
