ad_link,Ref,Titre,Prix,Addresse,Localite,Etat_du_bien,Année_de_construction,Disponibilité_du_bien,Nombre_de_chambres_à_coucher,Surface_chambre_à_coucher_1,Surface_chambre_à_coucher_2,Surface_chambre_à_coucher_3,Surface_chambre_à_coucher_4,Surface_habitable,Meublé,Surface_du_séjour,Caves,Grenier,Surface_du_grenier,Salle_à_manger,Surface_salle_à_manger,Garage,Nombre_de_Garages,Équipement_de_la_cuisine,Type_de_cuisine,Surface_de_la_cuisine,Nombre_de_salles_de_bain,Nombre_de_toilettes,Surface_de_lades_salles_de_bain,Type_de_chauffage,Type_de_vitrage,Ascenseur,Accessible_aux_moins_valides,Orientation_de_la_façade_du_bien,Nombre_de_façades,Largeur_de_la_façade,Jardin,Surface_du_jardin,Terrasse_aménagée,Surface_de_la_terrasse,Orientation_de_la_terrasse,Surface_totale_du_terrain,Largeur_du_terrain_à_rue,Raccordé_aux_égouts,Raccordé_au_gaz_de_ville,Raccordé_à_leau_courante,Piscine_extérieure,Conso_spécifique_dénergie_primaire,Conso_annuelle_totale_dénergie_primaire,Date_de_validité_PEB,Emission_de_CO2,Attestation__Installation_électrique,Le_bien_fait_lobjet_dun_droit_de_préemption,Type_de_zone_inondable,Zone_inondable_délimitée,Buanderie,Nombre_de_place_de_parking_intérieur,Panneaux_solaires,Panneaux_solaires_thermiques,Chauffage_au_sol,Pompe_à_chaleur,Compteur_Bihoraire,Nombre_de_places_de_parking_extérieur,Orientation_du_jardin,Référence_PEB,Véranda,Permis_durbanisation_accordé,Le_bien_est__classé__ou_fait_partie_dun_ensemble_classé_au_patrimoine,Surface_chambre_à_coucher_5,Nombre_de_douches,Nombre_détages_de_limmeuble,Citerne_à_eau_de_pluie,Surface_des_caves,Surface_du_garage,Surface_constructible,Bien_actuellement_loué,Permis_de_bâtir_obtenu,Attestation__Installation_électrique__Validité,Étage_de_lappartement,Station_de_charge_électrique,Local_vélo,Feu_ouvert,Surface_du_bureau,Parlophone,Alarme_antieffraction,HammamSaunaJacuzzi,Profondeur_du_terrain,Dressing,Attestation__Asbuilt,Possibilités_pour_profession_libérale,Surface_totale,Air_conditionné,Domotique,Porte_daccès_sécurisée,Attestation__Citernes_à_mazout,Adoucisseur_deau,Porte_de_garage_motorisée,Maison_basse_énergie
https://immovlan.be/fr/detail/maison/a-vendre/6780/hondelange/vbc91482,VBC91482,Maison à vendre,540000,Rue de la Chapelle 35,6780 Hondelange,,2017,,4,,,,,120 m²,Non,,Non,Oui,,Non,,Oui,1,,,,1,2,,Gaz,,Non,,Sud-ouest,3,,Oui,,Oui,,,1317 m²,,,,,,92 kWh/m²/an,,24/01/2029,19,"oui, attestation conforme",,Pas de risque d’inondation,Information non communiquée,Non,,Oui,,,,,3,,20190124508990,Non,,,,,,,,,,Non,,,,,Non,,,,,,,Non,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6780/messancy/vbc90723,VBC90723,Maison à vendre,599000,,6780 Messancy,Normal,,Immédiatement,5,18 m²,13 m²,13 m²,10 m²,247 m²,Non,,,Oui,,,,Oui,1,Equipée,Américaine,,2,,,Mazout,Double vitrage,Non,Non,Ouest,4,,Oui,1400 m²,Oui,68 m²,,2095 m²,,Oui,,Oui,Oui,287 kWh/m²/an,75920 kWh/an,10/05/2034,69,,,Pas de risque d’inondation,Information non communiquée,,,Oui,,,,,,,,,,,12 m²,,2,,,,,Non,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6780/messancy/vbc87927,VBC87927,Maison à vendre,315000,Rue du Beau-Site 33,6780 Messancy,À rénover,1977,A l’acte,4,,,,,110 m²,,,Oui,Oui,,,,Oui,,,,,1,1,,Mazout,Double vitrage,,,Nord,4,,Oui,,Oui,,,842 m²,,,,,,422 kWh/m²/an,46618 kWh/an,,,"oui, attestation non conforme",,Information non communiquée,Information non communiquée,,1,,,,,,,,20250606005135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6780/wolkrange/vwd12870,VWD12870,Maison à vendre,850000,rue de Sesselich 11,6780 Wolkrange,Excellent,2002,A l’acte,5,,,,,280 m²,,,Oui,Oui,,,,Oui,,Super équipée,Américaine,,1,,,Mazout,Double vitrage,,,,4,,Oui,,Oui,,Sud,2800 m²,,Oui,,Oui,Oui,326 kWh/m²/an,,10/12/2034,,,,Information non communiquée,Information non communiquée,Oui,2,,,,,,4,Sud,20241210011346,,,,,,,Oui,,,,Non,,,,,Oui,Oui,,,Oui,Oui,,,,Oui,330 m²,,,,,Oui,,
https://immovlan.be/fr/detail/immeuble-mixte/a-vendre/6780/messancy/vbb69715,VBB69715,Immeuble mixte à vendre,1050000,Rue du Vieux Moulin 40,6780 Messancy,Normal,1800,,9,,,,,,Non,,Oui,,,Oui,,Oui,,Equipée,Américaine,,6,6,,Mazout,Double vitrage,Non,Non,,3,26 m,Oui,100 m²,Oui,,Nord-ouest,8423 m²,26 m,Oui,,Oui,Non,264 kWh/m²/an,115928 kWh/an,03/10/2033,111,"non, pas d'attestation",Non,Risque élevé,Information non communiquée,,2,,,,,,3,Ouest,,,,,,6,3,,177 m²,,,Oui,,,,,,,100 m²,Oui,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6780/messancy/vbc85121,VBC85121,Maison à vendre,545000,,6780 Messancy,À rénover,,,4,,,,,200 m²,Non,42 m²,Non,Oui,,Non,,Oui,2,,,,1,2,,Mazout,,Non,,Est,4,15 m,Oui,,,,,2400 m²,,,,,,694 kWh/m²/an,,14/05/2035,,"oui, attestation non conforme",,Information non communiquée,Information non communiquée,Non,,,,,,,3,,20250514018396,Non,,,,,,,,,200 m²,Non,,,,,Non,,,,,,60 m,Non,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/6780/messancy/vbc84958,VBC84958,Appartement à vendre,230000,,6780 Messancy,,,,2,,,,,75 m²,Non,40 m²,Non,Non,,Non,,,,,,,1,1,,Electrique,,Non,,Est,,,Oui,350 m²,Oui,50 m²,,,,,,,,201 kWh/m²/an,,03/12/2028,,"oui, attestation conforme",,Information non communiquée,Information non communiquée,Non,,,,,,,,,20181203012729,Non,,,,,2,,,,,Non,,,2,,Non,,,,,,,Non,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6780/messancy/vbc84537,VBC84537,Maison à vendre,320000,Rue des Chasseurs-Ardennais 10,6780 Messancy,Normal,1977,A l’acte,2,,,,,118 m²,,,Non,Oui,,Non,,Oui,,,,,1,1,,Mazout,Double vitrage,,,Est,2,,Oui,,Oui,,,306 m²,,,,,,350 kWh/m²/an,,,,"oui, attestation conforme",,Information non communiquée,Information non communiquée,Non,2,,,,,,,,20210131006587,Non,,,,,2,,,,,Non,,,,,Non,,,,,,,Non,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/6780/messancy/vbc84261,VBC84261,Appartement à vendre,240000,Rue d'Arlon 124 3,6780 Messancy,Normal,2003,,2,,,,,100 m²,Non,,Non,Non,,Non,,,,Super équipée,,,1,1,,Electrique,,Non,,,3,,Non,,Non,,,,,,,,,233 kWh/m²/an,23352 kWh/an,,660,"oui, attestation conforme",,Information non communiquée,Information non communiquée,Non,,,,,,,,,20160617003491,Non,,,,,,,,,400 m²,Non,,,2,,Non,,,,,,51 m,Non,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6780/messancy/vbc84101,VBC84101,Maison à vendre,478980,Rue des Tilleuls 9,6780 Messancy,,2023,,3,,,,,239 m²,,,,Oui,,,,Oui,,Super équipée,,,2,2,,Air pulsé,Double vitrage,Non,Non,,3,,Oui,292 m²,Oui,21 m²,,,,Oui,,Oui,Non,80 kWh/m²/an,,,,"oui, attestation conforme",,Information non communiquée,Information non communiquée,,,,,,Oui,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6780/messancy/vbc80384,VBC80384,Maison à vendre,320000,Rue Belle-Vue 24,6780 Messancy,À rénover,,,3,,,,,182 m²,Non,28 m²,Non,Oui,,Non,,,,Super équipée,,,1,2,,Mazout,,Non,,Ouest,4,,Oui,,Oui,,,1684 m²,,,,,,498 kWh/m²/an,,,91,"oui, attestation non conforme",,Information non communiquée,Information non communiquée,Non,,,,,,,3,,20250307016288,Non,,,,,,,,,70 m²,Non,,,,,Non,,,,,,145 m,Non,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/6780/messancy/vbc80164,VBC80164,Appartement à vendre,225000,Grand-Rue 85 02,6780 Messancy,Remis à neuf,,A l’acte,2,14 m²,8 m²,,,86 m²,Non,26 m²,,,,,,,,Super équipée,,,1,1,6 m²,Gaz,Double vitrage,Non,,Est,3,,,,,,,,,Oui,Oui,Oui,,152 kWh/m²/an,13133 kWh/an,20/01/2031,28,,,Pas de risque d’inondation,Information non communiquée,,,,,,,,1,,,,,,,,3,,,,,,,,2,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6780/messancy/vwd13155,VWD13155,Maison à vendre,436000,avenue de Longwy 26F,6780 Messancy,,2025,Immédiatement,4,,,,,231 m²,,,Oui,Oui,,,,Oui,,,Américaine,,,,,Mazout,Triple vitrage,,,,2,,Oui,,Oui,,,,,Oui,,Oui,,84 kWh/m²/an,,,,"oui, attestation conforme",,Pas de risque d’inondation,Information non communiquée,Oui,2,,,,,Oui,1,,,,,,,,,,,,,Non,,09/04/2050,,,,,,,,,,,,,,,,,,,Oui,Oui
https://immovlan.be/fr/detail/maison/a-vendre/6780/messancy/vbc78023,VBC78023,Maison à vendre,360000,Rue Albert Ier 26,6780 Messancy,À rénover,,,3,,,,,170 m²,Non,40 m²,,Oui,,,,Oui,1,Semi-équipée,,,1,1,,Mazout,,Non,,Nord,4,,Oui,,Non,,,960 m²,,,,,,438 kWh/m²/an,74552 kWh/an,,108,"non, pas d'attestation",,Information non communiquée,Information non communiquée,,,,,,,,2,,20250417025911,,,,,,,,,,125 m²,,,,,,,,,,,,42 m,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/6780/messancy/vbc52141,VBC52141,Appartement à vendre,420000,,6780 Messancy,,,,3,,,,,125 m²,Non,32 m²,,Oui,,,,Oui,2,,,,1,1,,Gaz,,Non,,,4,,Non,,Oui,12 m²,,,,,,,,82 kWh/m²/an,,,,"oui, attestation conforme",,Information non communiquée,Information non communiquée,,,,,,,,,,20231213501018,,,,,,2,,,,,,,,2,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6780/messancy/vbc64015,VBC64015,Maison à vendre,,Rue des Peupliers 16,6780 Messancy,Normal,1991,A l’acte,4,11 m²,13 m²,11 m²,10 m²,176 m²,Non,,Oui,,,,,Oui,1,,,,1,2,,Mazout,Double vitrage,Non,Non,Nord,4,,Oui,,Oui,,Sud,500 m²,,Oui,,Oui,Non,239 kWh/m²/an,30730 kWh/an,11/03/2035,58,"oui, attestation non conforme",Non,Pas de risque d’inondation,Information non communiquée,,,Oui,,,,,,,,,,,,,1,,,,,Non,Oui,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6780/messancy/vbc02965,VBC02965,Maison à vendre,,Rue de Sesselich 39,6780 Messancy,Excellent,,A l’acte,4,23 m²,17 m²,14 m²,14 m²,240 m²,Non,24 m²,Oui,,,,,,,Super équipée,,36 m²,2,4,13 m²,,Double vitrage,Non,Non,,2,,Oui,,Oui,,Sud-ouest,1000 m²,,Oui,,Oui,Non,226 kWh/m²/an,80445 kWh/an,14/07/2030,1,"non, pas d'attestation",,Pas de risque d’inondation,Information non communiquée,,,,,,,,,,,,,,14 m²,2,2,,,,,Non,,,,,,,,,Oui,,,,,,,,,,,,,
