ad_link,Ref,Titre,Prix,Addresse,Localite,Etat_du_bien,Bien_actuellement_loué,Année_de_construction,Nombre_de_chambres_à_coucher,Surface_habitable,Caves,Grenier,Véranda,Salle_à_manger,Dressing,Buanderie,Local_vélo,Garage,Nombre_de_Garages,Nombre_de_toilettes,Panneaux_solaires,Type_de_chauffage,Type_de_vitrage,Nombre_de_façades,Largeur_de_la_façade,Nombre_de_places_de_parking_extérieur,Jardin,Orientation_du_jardin,Terrasse_aménagée,Surface_totale_du_terrain,Surface_constructible,Largeur_du_terrain_à_rue,Raccordé_au_gaz_de_ville,Raccordé_à_leau_courante,Piscine_extérieure,Conso_spécifique_dénergie_primaire,Référence_PEB,Date_de_validité_PEB,Attestation__Installation_électrique,Affectation_urbanistique_la_plus_récente,Type_de_zone_inondable,Zone_inondable_délimitée,Surface_chambre_à_coucher_1,Surface_chambre_à_coucher_2,Surface_chambre_à_coucher_3,Surface_chambre_à_coucher_4,Surface_du_séjour,Surface_des_caves,Surface_du_grenier,Surface_du_garage,Surface_de_la_cuisine,Nombre_de_salles_de_bain,Surface_de_lades_salles_de_bain,Surface_du_jardin,Surface_de_la_terrasse,Profondeur_du_terrain,Disponibilité_du_bien,Meublé,Équipement_de_la_cuisine,Nombre_de_douches,Ascenseur,Nombre_détages_de_limmeuble,Orientation_de_la_terrasse,Le_bien_fait_lobjet_dun_droit_de_préemption,GscoreLe_score_G_représente_le_risque_dinondation_pour_les_bâtiments_de_plus_de_25m²_et_se_compose_de_4_classes_A_à_DClasse_A_pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,Le_score_G_représente_le_risque_dinondation_pour_les_bâtiments_de_plus_de_25m²_et_se_compose_de_4_classes_A_à_D,PScoreLe_score_P_représente_le_risque_dinondation_pour_les_parcelles_terrains_et_se_compose_de_4_classes_A_à_DClasse_A_pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,Le_score_P_représente_le_risque_dinondation_pour_les_parcelles_terrains_et_se_compose_de_4_classes_A_à_D,Air_conditionné,Alarme_antieffraction,Accessible_aux_moins_valides,Orientation_de_la_façade_du_bien,Balcon,Le_bien_est__classé__ou_fait_partie_dun_ensemble_classé_au_patrimoine,Permis_durbanisation_accordé,Étage_de_lappartement,Niveau_E,Niveau_K,Permis_de_bâtir_obtenu,Nombre_de_place_de_parking_intérieur,Type_de_cuisine,Citerne_à_eau_de_pluie,Parlophone,Chauffage_au_sol,Surface_de_la_véranda,Pompe_à_chaleur,Porte_de_garage_motorisée,Clef_électronique,Domotique,HammamSaunaJacuzzi,Feu_ouvert,Attestation__Asbuilt,Espace_ouvert_sensible_à_leau__WORG,Raccordé_aux_égouts,Surface_totale,Compteur_Bihoraire,Attestation__Citernes_à_mazout,Station_de_charge_électrique,Panneaux_solaires_thermiques,Surface_chambre_à_coucher_5,Surface_du_bureau,Surface_salle_à_manger,Maison_basse_énergie,Conso_annuelle_totale_dénergie_primaire,GscoreLe_score_G_représente_le_risque_dinondation_pour_les_bâtiments_de_plus_de_25m²_et_se_compose_de_4_classes_A_à_DClasse_A__pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,PScoreLe_score_P_représente_le_risque_dinondation_pour_les_parcelles_terrains_et_se_compose_de_4_classes_A_à_DClasse_A__pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,Emission_de_CO2,Adoucisseur_deau,Possibilités_pour_profession_libérale,Compteur_électrique_individuel,Compteur_deau_individuel,Compteur_de_gaz_individuel,Porte_daccès_sécurisée,Adaptations_pour_les_seniors,Appartement_de_service
https://immovlan.be/fr/detail/maison/a-vendre/8900/ieper/rbk40441,RBK40441,Maison à vendre,299000,Veurnseweg 18,8900 Ieper,À rénover,,,3,326 m²,Non,Oui,Oui,,,,,Oui,1,,,Mazout,Double vitrage,,10 m,,Oui,,,2685 m²,,48 m,,,,845 kWh/m²/an,20210521-0002417913-RES-1,,"non, pas d'attestation",,Pas de risque d’inondation,Information non communiquée,,,,,,,,,,1,,,,,,,,,Non,,,,,,,,,,Non,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/8900/ieper/rbm80407,RBM80407,Maison à vendre,347040,Aquastraat 69,8900 Ieper,Nouveau,,,3,144 m²,,,,,,Oui,,,,2,,,,,,,Oui,Est,,382 m²,,,,,,,,,"oui, attestation conforme","Zone d'habitat (résidentiel, urbain ou rural)",Information non communiquée,Information non communiquée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/8900/ieper/rbg47408,RBG47408,Maison à vendre,,Haiglaan 41,8900 Ieper,À rénover,,,4,175 m²,Non,Oui,Non,,,,,,,,,Mazout,Simple vitrage,,4 m,,Non,,Non,152 m²,120 m²,5 m,,,,479 kWh/m²/an,20221221-0002761891-RES-1,21/12/2032,"non, pas d'attestation",,Pas de risque d’inondation,Information non communiquée,,,,,,,,,,1,,,,,,,,,Non,,,,,,,,,,Non,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/8900/ieper/rbt05286,RBT05286,Maison à vendre,210000,Tegelstraat 10,8900 Ieper,Normal,Non,1930,2,134 m²,Non,Oui,Non,Non,Non,Non,Non,Oui,1,2,,Gaz,,2,,,,,Oui,55 m²,,,,,,198 kWh/m²/an,20250125-0003509682-RES-1,,"oui, attestation conforme","Zone d'habitat d'intérêt culturel, historique et/ou esthétique",Information non communiquée,Information non communiquée,,,,,,,,,,2,,,,,A l’acte,Non,Super équipée,,Non,,,Non,,,,,,,,Nord-ouest,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/8900/ieper/rbt02442,RBT02442,Appartement à vendre,232000,WESTKAAI 26 1A,8900 Ieper,Normal,Non,2009,2,91 m²,Non,Non,Non,Non,Non,Non,Non,Oui,1,1,,Electrique,,,,,,,Oui,,,,,,,165 kWh/m²/an,20241016-0003415739-RES-1,,"oui, attestation conforme","Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,,,,,,,,,,1,,,,,A l’acte,Non,Super équipée,,Oui,6,,Non,,,,,,,,Sud-ouest,,,,1,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/8900/ieper/rbs98908,RBS98908,Maison à vendre,299900,Willibaldlaan 3,8900 Ieper,Normal,Non,1930,3,143 m²,Non,Non,Non,Non,Non,Non,Non,Oui,2,2,,Gaz,,3,,2,Oui,,Oui,636 m²,,,Oui,Oui,,437 kWh/m²/an,20250129-0003509418-RES-2,,"oui, attestation non conforme","Zone d'habitat (résidentiel, urbain ou rural)",Information non communiquée,Information non communiquée,,,,,,,,,,1,,,,,A l’acte,Non,Super équipée,,Non,,,Non,,,,,,,,Sud,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/8900/ieper/rbs89079,RBS89079,Appartement à vendre,199000,Oude Veurnestraat 81 4A,8900 Ieper,Normal,Non,1970,2,90 m²,Non,Non,Non,Non,Non,Non,Non,Oui,1,1,,Gaz,,3,,,,,Oui,,,,Oui,Oui,,343 kWh/m²/an,20230628-0002930730-RES-1,,"oui, attestation conforme","Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,,,,,,,,,,1,,,,,A l’acte,Non,Super équipée,,Oui,4,,Non,,,,,,,,Sud-est,,,,4,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/8900/ieper/rbs87174,RBS87174,Maison à vendre,285000,Kemmelseweg 38,8900 Ieper,À rénover,Non,1970,3,192 m²,Non,Oui,Non,Non,Non,Non,Non,Oui,1,1,,Gaz,,4,,,Oui,,,564 m²,,,,,,343 kWh/m²/an,20240927-0003388771-RES-1,,"oui, attestation non conforme","Zone d'habitat (résidentiel, urbain ou rural)",Information non communiquée,Information non communiquée,,,,,,,,,,1,,427 m²,,,A l’acte,Non,Semi-équipée,,Non,,,Non,,,,,,,,Nord,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/8900/ieper/rbs70863,RBS70863,Appartement à vendre,284000,Rijselseweg 18G,8900 Ieper,Normal,Non,2002,3,138 m²,Non,Oui,Non,Non,Non,Non,Non,Oui,1,2,,Gaz,,2,,,,,Oui,,,,Oui,Oui,,121 kWh/m²/an,20250228-0003542126-RES-1,,"oui, attestation non conforme",,Information non communiquée,Information non communiquée,,,,,,,,,,1,,,,,A l’acte,Non,Super équipée,,Oui,,,Non,,,,,,,,Ouest,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/8906/elverdinge/rbt15140,RBT15140,Maison à vendre,175000,Tuinwijk 13,8906 Elverdinge,À rénover,Non,1949,2,74 m²,Non,Oui,Non,Non,Non,Non,Non,Oui,1,1,,Gaz,,3,,,Oui,,Oui,539 m²,74 m²,,Oui,Oui,,496 kWh/m²/an,20250122-0003511456-RES-2,,pas d'application,"Zone d'habitat (résidentiel, urbain ou rural)",Information non communiquée,Information non communiquée,,,,,,,,,,1,,,,,A l’acte,Non,Super équipée,,Non,,,Non,,,,,,,,Nord-est,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/8906/elverdinge/rbt13667,RBT13667,Maison à vendre,169000,Boezingestraat 140,8906 Elverdinge,À rénover,Non,,3,157 m²,Non,Oui,Non,Non,Non,Non,Non,Oui,1,1,,Gaz,,3,,,Oui,,,487 m²,,,,,,615 kWh/m²/an,20231024-0003023027-RES-,,pas d'application,"Zone d'habitat d'intérêt culturel, historique et/ou esthétique",Pas de risque d’inondation,Information non communiquée,,,,,,,,,,1,,,,,A l’acte,Non,Super équipée,,Non,,,Non,,,,,,,,Nord-est,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/8940/wervik/rwc38486,RWC38486,Appartement à vendre,149000,Sint Maartensplein 1 E,8940 Wervik,Normal,Non,1981,2,90 m²,Non,Oui,Non,,,Oui,Oui,Oui,,,Oui,Gaz,Double vitrage,2,,,,,Oui,,,,Oui,Oui,Non,290 kWh/m²/an,,,"oui, attestation non conforme",,Pas de risque d’inondation,Information non communiquée,,,,,,,,15 m²,,1,,,,,A l’acte,,Super équipée,,Oui,2,,,,,,,Non,Non,Oui,,,Non,,1,,,,1,Indépendante,,Oui,Non,,Non,Non,,Non,Non,Non,,,Oui,90 m²,,pas d'application,Non,,,,,Oui,,,,,,Oui,Oui,Oui,Oui,Oui,Non,Non
https://immovlan.be/fr/detail/maison/a-vendre/8940/wervik/rbt71824,RBT71824,Maison à vendre,169900,Rekestraat 21,8940 Wervik,Normal,,,2,102 m²,Non,Oui,Non,,,,,,,,,Gaz,Double vitrage,,5 m,,Oui,,,410 m²,77 m²,,,,,433 kWh/m²/an,20250609-0003620483-RES-1,,pas d'application,,Pas de risque d’inondation,Information non communiquée,,,,,,,,,,1,,20 m²,,,,,,,Non,,,,,,,,,,Non,,,Non,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/8940/wervik/rbt69852,RBT69852,Maison à vendre,349000,Sint-Medardusstraat 7,8940 Wervik,,Non,1930,3,281 m²,Non,Non,Non,Non,Non,Non,Non,,,1,,Non specifié,Double vitrage,2,9 m,,Oui,,,366 m²,,9 m,,,Non,0 kWh/m²/an,20220301-0002554364-RES-1,,,"Zone d'habitat d'intérêt culturel, historique et/ou esthétique",Pas de risque d’inondation,Information non communiquée,,,,,,,,,,1,,,,40 m,A l’acte,,,,Non,,,Non,,,,,Non,Non,Non,Nord,Non,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/8940/wervik/rbt69737,RBT69737,Maison à vendre,395000,Esdoornstraat 6a,8940 Wervik,Excellent,Non,2017,3,160 m²,Non,Oui,Non,Non,Non,Oui,Non,Oui,2,2,Oui,Gaz,Double vitrage,3,8 m,3,Oui,Sud-ouest,Oui,335 m²,80 m²,14 m,Oui,Oui,Non,118 kWh/m²/an,33029-G-2015_249/EP12576/A001/D01/SD001,,"oui, attestation conforme","Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,,,,,36 m²,,,21 m²,,1,,,,25 m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/8940/wervik/rbt67606,RBT67606,Maison à vendre,320000,Speiestraat 69,8940 Wervik,Normal,,1950,4,200 m²,Oui,Non,Non,,,,,Oui,1,,,Gaz,Double vitrage,,8 m,,Oui,,Oui,227 m²,140 m²,,,,,274 kWh/m²/an,20220818-0002654340-RES-1,18/08/2032,"non, pas d'attestation",,Pas de risque d’inondation,Information non communiquée,,,,,,,,,,2,,,,,,,,,Non,2,,,,,,,,,Non,,,Non,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/8940/wervik/rwc39861,RWC39861,Maison à vendre,115000,Molenstraat 77,8940 Wervik,Normal,Oui,1925,2,124 m²,Oui,Oui,Non,,,Oui,Non,,,,Non,Non specifié,Double vitrage,2,,,Oui,,Oui,140 m²,,,Oui,Oui,Non,510 kWh/m²/an,,,"oui, attestation non conforme",,Pas de risque d’inondation,Information non communiquée,,,,,,,,,,1,,,,,A l’acte,,Super équipée,,Non,,,Oui,,,,,Non,Non,Non,,,Non,,,,,Oui,,Indépendante,,Non,Non,,Non,,,Non,Non,Non,,Non,Oui,,,pas d'application,Non,,,,,Non,,,,,Non,Oui,,,,Non,Non,
https://immovlan.be/fr/detail/maison/a-vendre/8940/wervik/rbt66171,RBT66171,Maison à vendre,220000,Nieuwstraat 58,8940 Wervik,À rénover,,,2,170 m²,Oui,Oui,Non,,,,,Oui,6,,,Gaz,Simple vitrage,,11 m,,,,,530 m²,320 m²,11 m,,,,,20250501-0003588891-RES-1,01/05/2035,"non, pas d'attestation",,Pas de risque d’inondation,Information non communiquée,,,,,,,,,,1,,,,,,,,,Non,,,,,,,,,,Non,,,Non,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/8940/wervik/rbs62472,RBS62472,Maison à vendre,72000,Speiestraat 88,8940 Wervik,À rénover,,,4,95 m²,Non,Non,Non,,,,,,,,,Gaz,Double vitrage,,,,,,,74 m²,65 m²,,,,,570 kWh/m²/an,20210511-002414259-RES-1,,"non, pas d'attestation",,Pas de risque d’inondation,Information non communiquée,,,,,,,,,,1,,,,,,,,,Non,,,,,,,,,,Non,,,Non,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/8940/wervik/rbt37550,RBT37550,Maison à vendre,350000,Oude Beselarestraat 14,8940 Wervik,Remis à neuf,,1970,4,180 m²,Oui,Oui,Non,,,,,Oui,2,,,Mazout,Double vitrage,,10 m,2,Oui,,Oui,638 m²,228 m²,10 m,,,,270 kWh/m²/an,20230208-0002803521-RES-1,08/02/2033,"non, pas d'attestation",,Pas de risque d’inondation,Information non communiquée,,,,,,,,,,1,,,20 m²,,A convenir,Non,,,Non,,,,,,,,,,Non,,,Non,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/8940/wervik/rwc39632,RWC39632,Maison à vendre,165000,Speldenstraat 53,8940 Wervik,Normal,Non,,5,160 m²,Non,Non,Non,,,Oui,Oui,Oui,,,Non,Gaz,Double vitrage,2,,1,Oui,,Oui,270 m²,,,Oui,Oui,Non,282 kWh/m²/an,,,,,Pas de risque d’inondation,Information non communiquée,,,,,,,,,,1,,,,,A l’acte,,Semi-équipée,,Non,,,,,,,,Non,Non,Non,,,Non,,,,,,1,Indépendante,,Non,Non,,Non,Non,,Non,Non,Non,,,Oui,,,pas d'application,Non,,,,,Oui,,,,,Non,Oui,,,,Non,Non,
https://immovlan.be/fr/detail/maison/a-vendre/8940/wervik/rbt31458,RBT31458,Maison à vendre,325000,Rapetstraat 123,8940 Wervik,Excellent,Non,1969,3,280 m²,Non,Oui,Non,Non,Non,Non,Non,Oui,1,2,,Gaz,,3,8 m,,Oui,Nord-ouest,Oui,723 m²,160 m²,10 m,,,Non,194 kWh/m²/an,20250211-0003523165-RES-1,11/02/2035,"oui, attestation non conforme",Zone agricole,Information non communiquée,Information non communiquée,,,,,,,,,,1,,,,68 m,,,Equipée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/8940/wervik/rwc34875,RWC34875,Maison à vendre,560000,Toekomststraat 16,8940 Wervik,Excellent,Non,,3,330 m²,Oui,Oui,Non,,,Oui,Oui,Oui,,,Oui,Non specifié,Double vitrage,2,,,Oui,Sud,Oui,580 m²,,,Oui,Oui,Oui,23 kWh/m²/an,,,"oui, attestation conforme",,Pas de risque d’inondation,Information non communiquée,,,,,,,,,,,,,,,A l’acte,,Equipée,,Non,,,,,,,,Oui,Non,Non,,,Non,,,,,,1,Indépendante,Oui,Oui,Oui,,Oui,Oui,,,Non,Non,,,Oui,,Oui,pas d'application,Non,,,,,Oui,,,,,,Oui,,,,Oui,Non,
https://immovlan.be/fr/detail/maison/a-vendre/8940/wervik/rwc37405,RWC37405,Maison à vendre,98000,Bakkerstraat 22,8940 Wervik,À rénover,Non,1930,3,114 m²,Non,Non,Non,,,Oui,Oui,Oui,,,Non,Gaz,Double vitrage,3,,,Oui,,Oui,195 m²,,,Oui,Oui,Non,669 kWh/m²/an,,,"oui, attestation non conforme",,Pas de risque d’inondation,Information non communiquée,,,,,,,,,,1,,,,,A l’acte,,Semi-équipée,,Non,,,,,,,,Non,Non,Non,,,Non,,,,,,1,Indépendante,,Non,Non,,Non,Non,,Non,Non,Non,,,,,,pas d'application,Non,,,,,Non,,,,,Non,Oui,,,,Non,Non,
https://immovlan.be/fr/detail/maison/a-vendre/8940/wervik/rwc39229,RWC39229,Maison à vendre,100000,Geluwesesteenweg 91,8940 Wervik,À rénover,Non,,3,84 m²,Non,Non,Oui,,,Oui,Oui,,,,Non,Gaz,Double vitrage,3,,,Oui,,Oui,343 m²,,,Oui,Oui,Non,765 kWh/m²/an,,,"oui, attestation non conforme",,Pas de risque d’inondation,Information non communiquée,,,,,,,,,,1,,,,,A l’acte,,Semi-équipée,,Non,,,,,,,,Non,Non,Non,,,Non,,,,,,,Indépendante,,Non,Non,,Non,,,Non,Non,Non,,,,,,pas d'application,Non,,,,,Non,,,,,Non,Oui,,,,Non,Non,
https://immovlan.be/fr/detail/maison-de-maitre/a-vendre/8940/wervik/rwc38622,RWC38622,Maison de maître à vendre,230000,Stationsstraat 20,8940 Wervik,Normal,Non,1918,4,225 m²,Oui,Oui,Non,,,Oui,Oui,Oui,,,Non,Gaz,Double vitrage,2,,1,Oui,,Oui,270 m²,,,Oui,Oui,Non,472 kWh/m²/an,,,"oui, attestation non conforme",,Pas de risque d’inondation,Information non communiquée,,,,,,,,,,1,,,,,A l’acte,,Super équipée,,Non,,,,,,,,Non,Non,Non,,,Non,,,,,,2,Indépendante,,Non,Non,,Non,Non,,Non,Non,Oui,,,Oui,,,pas d'application,Non,,,,,Non,,,,,Non,Oui,,,,Non,Non,
https://immovlan.be/fr/detail/maison/a-vendre/8940/wervik/rwc38193,RWC38193,Maison à vendre,149000,Menensesteenweg 1893,8940 Wervik,Normal,Non,,4,155 m²,Oui,Oui,Oui,,,Oui,Oui,Oui,,,Non,Gaz,Double vitrage,2,,1,Oui,,Oui,213 m²,,,Oui,Oui,Non,319 kWh/m²/an,,,"oui, attestation non conforme",,Pas de risque d’inondation,Information non communiquée,,,,,,,,,,1,,,,,A l’acte,,Semi-équipée,,Non,,,,,,,,Non,Non,Non,,,Non,,,,,,1,Indépendante,Oui,Non,Non,,Non,Oui,,Non,Non,Non,,,,213 m²,,pas d'application,,,,,,Oui,,,,,Non,Oui,,,,Non,Non,
https://immovlan.be/fr/detail/maison/a-vendre/8940/wervik/rwc38091,RWC38091,Maison à vendre,155000,Ommegangstraat 18,8940 Wervik,Normal,Oui,,2,135 m²,Oui,Oui,Non,,,Oui,Non,,,,Non,Gaz,Double vitrage,2,,,Oui,,Oui,200 m²,,,Oui,Oui,Non,398 kWh/m²/an,,,"oui, attestation conforme",,Pas de risque d’inondation,Information non communiquée,,,,,,,,,,1,,,,,A l’acte,,Semi-équipée,,Non,,,,,,,,Non,Non,Non,,,Non,,,,,,,Indépendante,,Non,Non,,Non,,,Non,Non,Non,,,Oui,,,pas d'application,Non,,,,,Non,,,,,Non,Oui,,,,Non,Non,
https://immovlan.be/fr/detail/maison-de-maitre/a-vendre/8940/wervik/rwc36916,RWC36916,Maison de maître à vendre,335000,Ten Brielenlaan,8940 Wervik,Excellent,,1933,3,220 m²,Oui,Oui,Non,,,Oui,Oui,Oui,,,,Gaz,Double vitrage,3,,1,Oui,,Oui,410 m²,,,Oui,Oui,Non,300 kWh/m²/an,,,"oui, attestation conforme",,Pas de risque d’inondation,Information non communiquée,,,,,,,,,,1,,,,,A l’acte,,Equipée,,Non,,,,,,,,Non,Non,Non,,,Non,,,,,,1,Indépendante,Oui,Non,Non,,Non,,,Non,Non,Non,,,Oui,,,pas d'application,Non,,,,,Oui,,,,,,,,,,Non,Non,
https://immovlan.be/fr/detail/maison/a-vendre/8940/wervik/rwc33530,RWC33530,Maison à vendre,117500,Hoogweg 18,8940 Wervik,À rénover,Oui,,3,125 m²,Oui,Oui,Non,,,Oui,Oui,,,,,Gaz,Simple vitrage,2,,,Oui,,Oui,242 m²,,,Oui,Oui,Non,587 kWh/m²/an,,,"oui, attestation non conforme",,Pas de risque d’inondation,Information non communiquée,,,,,,,,,,,,,,,A convenir,,Semi-équipée,,Non,,,,,,,,Non,Non,Non,,,Non,,,,,,,,,Non,Non,,Non,,,Non,Non,Non,,,Oui,,Non,pas d'application,Non,,,,,Non,,,,,Non,Oui,,,,Non,Non,
https://immovlan.be/fr/detail/maison/a-vendre/8940/wervik/rwc36151,RWC36151,Maison à vendre,125000,Loskaaistraat 18,8940 Wervik,À rénover,Non,,2,145 m²,Non,Non,Oui,,,Oui,Oui,Oui,,,,Gaz,Simple vitrage,2,,1,Oui,Sud,Oui,202 m²,,,Oui,Oui,Non,865 kWh/m²/an,,,"oui, attestation non conforme",,Pas de risque d’inondation,Information non communiquée,,,,,,,,,,1,,,,,A l’acte,,Semi-équipée,,Non,,Sud,,,,,,Non,Non,Non,,,Non,,,,,,1,Indépendante,,Non,Non,,Non,Non,,Non,Non,Non,,,,,,pas d'application,Non,Non,,,,Non,,,,,Non,Non,,,,Non,Non,
https://immovlan.be/fr/detail/appartement/a-vendre/8940/wervik/rbd03767,RBD03767,Appartement à vendre,199000,Leiestraat 46 0.1,8940 Wervik,Normal,,2021,2,83 m²,Non,Non,Non,,,,,Oui,1,,,Gaz,Double vitrage,,,1,Oui,,Oui,,89 m²,,,,,,,,"non, pas d'attestation",,Information non communiquée,Information non communiquée,,,,,,,,,,,,14 m²,10 m²,,,,,,Oui,,,,,,,,,,Non,,,Non,Non,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/8940/wervik/rbg50790,RBG50790,Appartement à vendre,385116,Sint-Maartensplein 11 3.1,8940 Wervik,Normal,,2021,2,138 m²,Non,Non,Non,,,,,,,,,Gaz,Double vitrage,,,1,,,Oui,,138 m²,,,,,,,,"non, pas d'attestation",,Information non communiquée,Information non communiquée,,,,,,,,,,1,,,7 m²,,,,,,Oui,,,,,,,,,,Non,,,Non,Non,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/8940/wervik/rbt45481,RBT45481,Villa à vendre,299000,Menensesteenweg 285,8940 Wervik,À rénover,,1981,3,191 m²,Oui,Non,Non,,,,,,,,,Mazout,Double vitrage,,12 m,,Oui,,Oui,1291 m²,100 m²,19 m,,,,388 kWh/m²/an,20241108-0003440649-RES-1,11/08/2034,"non, pas d'attestation",,Pas de risque d’inondation,Information non communiquée,,,,,,,,,,1,,1100 m²,20 m²,,,,,,Non,,,,,,,,,,Non,,,Non,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/8940/wervik/rwc39761,RWC39761,Maison à vendre,105000,Koning Albertfonds 17,8940 Wervik,À rénover,Non,,2,145 m²,Oui,Oui,Oui,,,Oui,Non,,,,Non,Gaz,Double vitrage,2,,,Oui,,Oui,250 m²,,,Oui,Oui,Non,487 kWh/m²/an,,,"oui, attestation non conforme",,Pas de risque d’inondation,Information non communiquée,,,,,,,,,,1,,,,,A l’acte,,Super équipée,,Non,,,Oui,,,,,Non,Non,Non,,,Non,,,,,,,Indépendante,Oui,Non,Non,,Non,,,Non,Non,Non,,,Oui,,,pas d'application,Non,,,,,Non,,,,,Non,Oui,,,,Non,Non,
https://immovlan.be/fr/detail/maison/a-vendre/8940/wervik/rbt44747,RBT44747,Maison à vendre,224000,Hoogweg 19,8940 Wervik,À rénover,,,3,166 m²,Oui,Oui,Oui,,,Oui,,Oui,1,1,,Gaz,Double vitrage,2,7 m,,Oui,Nord-ouest,Oui,280 m²,136 m²,7 m,Oui,Oui,,740 kWh/m²/an,20250526-0003610222-RES-1,,"oui, attestation non conforme","Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,,,,,34 m²,,,,,1,,,,45 m,,,Equipée,,,,,,,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/8940/wervik/rbt44611,RBT44611,Maison à vendre,345000,Elf Juliplein 7,8940 Wervik,Normal,,1997,2,270 m²,Non,Oui,Oui,,,,,Oui,2,,Oui,Solaire,Double vitrage,,9 m,,Oui,,Oui,270 m²,120 m²,9 m,,,,259 kWh/m²/an,20200518-0002269595-RES-1,18/05/2025,"non, pas d'attestation",,Pas de risque d’inondation,Information non communiquée,,,,,,,,,,1,,,,,,,,,Non,3,,,,,,,,,Non,,,Non,Non,,,,,,,,Oui,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
