ad_link,Ref,Titre,Prix,Addresse,Localite,Bien_actuellement_loué,Année_de_construction,Nombre_de_chambres_à_coucher,Surface_habitable,Caves,Véranda,Salle_à_manger,Dressing,Buanderie,Local_vélo,Garage,Nombre_de_Garages,Nombre_de_salles_de_bain,Nombre_de_toilettes,Alarme_antieffraction,Ascenseur,Accessible_aux_moins_valides,Nombre_de_façades,Largeur_de_la_façade,Nombre_détages_de_limmeuble,Nombre_de_places_de_parking_extérieur,Surface_totale_du_terrain,Profondeur_du_terrain,Largeur_du_terrain_à_rue,Balcon,Conso_spécifique_dénergie_primaire,Référence_PEB,Affectation_urbanistique_la_plus_récente,Type_de_zone_inondable,Zone_inondable_délimitée,Le_bien_est__classé__ou_fait_partie_dun_ensemble_classé_au_patrimoine,Disponibilité_du_bien,Grenier,Type_de_chauffage,Type_de_vitrage,Air_conditionné,Orientation_de_la_façade_du_bien,Jardin,Terrasse_aménagée,Piscine_extérieure,Le_bien_fait_lobjet_dun_droit_de_préemption,Etat_du_bien,Équipement_de_la_cuisine,Nombre_de_douches,Permis_de_bâtir_obtenu,Meublé,Nombre_de_place_de_parking_intérieur,Raccordé_à_leau_courante,Citerne_à_eau_de_pluie,Surface_de_la_terrasse,Attestation__Installation_électrique,Panneaux_solaires,Pompe_à_chaleur,Orientation_du_jardin,Étage_de_lappartement,Surface_chambre_à_coucher_1,Surface_chambre_à_coucher_2,Surface_chambre_à_coucher_3,Surface_du_séjour,Surface_du_jardin,Raccordé_au_gaz_de_ville,Surface_du_bureau,Surface_des_caves,Surface_du_grenier,Surface_du_garage,Surface_de_la_cuisine,Surface_de_lades_salles_de_bain,Date_de_validité_PEB,Type_de_cuisine,Orientation_de_la_terrasse,Raccordé_aux_égouts,Emission_de_CO2,Permis_durbanisation_accordé,GscoreLe_score_G_représente_le_risque_dinondation_pour_les_bâtiments_de_plus_de_25m²_et_se_compose_de_4_classes_A_à_DClasse_A_pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,Le_score_G_représente_le_risque_dinondation_pour_les_bâtiments_de_plus_de_25m²_et_se_compose_de_4_classes_A_à_D,PScoreLe_score_P_représente_le_risque_dinondation_pour_les_parcelles_terrains_et_se_compose_de_4_classes_A_à_DClasse_A_pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,Le_score_P_représente_le_risque_dinondation_pour_les_parcelles_terrains_et_se_compose_de_4_classes_A_à_D,Porte_de_garage_motorisée,Clef_électronique,Chauffage_au_sol,Domotique,HammamSaunaJacuzzi,Feu_ouvert,Surface_constructible,Attestation__Citernes_à_mazout,Attestation__Asbuilt,Parlophone,Surface_chambre_à_coucher_4,Conso_annuelle_totale_dénergie_primaire,Maison_basse_énergie,Compteur_Bihoraire,Surface_chambre_à_coucher_5,Espace_ouvert_sensible_à_leau__WORG,GscoreLe_score_G_représente_le_risque_dinondation_pour_les_bâtiments_de_plus_de_25m²_et_se_compose_de_4_classes_A_à_DClasse_A__pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,PScoreLe_score_P_représente_le_risque_dinondation_pour_les_parcelles_terrains_et_se_compose_de_4_classes_A_à_DClasse_A__pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,Station_de_charge_électrique,Niveau_E,Possibilités_pour_profession_libérale,Surface_totale,Niveau_K,Attestation__Installation_électrique__Validité,Surface_de_la_véranda,Adoucisseur_deau,Niveau_S,Appartement_de_service,Citation_pour_infraction_urbanistique
https://immovlan.be/fr/detail/maison/a-vendre/8600/dixmude/rbt48040,RBT48040,Maison à vendre,405000,Lepelstraat 12a,8600 Dixmude,Non,2024,3,202 m²,Non,Non,Non,Non,Oui,Non,Oui,1,1,2,,,,2,,,,263 m²,,,Oui,69 kWh/m²/an,20241111-0003238090-RES-1,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,,,Non,,,,,Oui,Oui,,,Nouveau,,,Oui,,,Oui,,,"oui, attestation conforme",Oui,Oui,Nord-est,,15 m²,15 m²,15 m²,59 m²,,,,,,31 m²,,8 m²,11/11/2034,,,,,,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/8600/dixmude/rbt45188,RBT45188,Maison à vendre,405000,Lepelstraat 12a,8600 Dixmude,Non,2024,3,202 m²,Non,Non,Non,Non,Oui,Non,Oui,1,1,2,,,,2,,,,263 m²,,,Oui,69 kWh/m²/an,20241111-0003238090-RES-1,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,,,Non,,,,,Oui,Oui,Non,,Nouveau,,,,,,Oui,,,"oui, attestation conforme",Oui,Oui,Nord-est,,15 m²,15 m²,15 m²,59 m²,,,,,,31 m²,,8 m²,11/11/2034,,,,,,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/8600/dixmude/rbs12217,RBS12217,Maison à vendre,1300000,Esenweg 200,8600 Dixmude,,1979,4,652 m²,,,,Oui,,,Oui,3,2,,Oui,,,4,,,15,15000 m²,,,,379 kWh/m²/an,20231211-0003066993-RES-1,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,,,,Mazout,Simple vitrage,,,Oui,Oui,Oui,,À rénover,Equipée,,Oui,,,Oui,,,"non, pas d'attestation",,,Sud,,,,,,,,,,,,,,11/12/2033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/8600/dixmude/rbs98215,RBS98215,Maison à vendre,199000,Oudekapellestraat 11,8600 Dixmude,,1974,3,155 m²,,,,,,,Oui,2,1,1,,,,3,,,,2653 m²,,,,844 kWh/m²/an,20250219-0003533773-RES-1,Zone agricole d'intérêt paysager,Pas de risque d’inondation,Information non communiquée,,,Oui,,,,,Oui,,,,À rénover,,,Oui,,,Oui,,,"oui, attestation non conforme",,,Ouest,,,,,,,,,,,,,,19/02/2035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/8600/dixmude/rbt30438,RBT30438,Maison à vendre,199000,Kleine Dijk 45,8600 Dixmude,Non,1930,2,95 m²,Non,Non,Non,Non,Non,Non,,,1,1,Non,Non,Non,2,,,,288 m²,,,Non,412 kWh/m²/an,202500327-0003563613-RES-1,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,Non,,Oui,Gaz,Double vitrage,Non,,Oui,,,Non,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/8600/dixmude/rbt22254,RBT22254,Maison à vendre,235000,Roeselarestraat 89,8600 Dixmude,Non,1930,3,129 m²,,Non,Non,Non,Non,Non,Oui,2,,,Non,Non,Non,3,,1,,861 m²,50 m,18 m,Non,460 kWh/m²/an,20250213-0003528673-RES-1,Zone agricole d'intérêt paysager,Pas de risque d’inondation,Information non communiquée,Non,,Oui,Electrique,Double vitrage,Non,Nord,Oui,Oui,,Non,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/8600/dixmude/rbt14937,RBT14937,Appartement à vendre,179000,Ploemeurlaan 2 8,8600 Dixmude,Non,1979,2,91 m²,Non,Non,Non,Non,Non,Non,,,1,1,Non,Oui,Non,,,,,,,,Non,107 kWh/m²/an,20250418-0003580657-RES-1,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,Non,,Non,Non specifié,Double vitrage,Non,,,Oui,,Non,,Equipée,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/8600/dixmude/rbt03911,RBT03911,Appartement à vendre,354500,Beerstblotestraat 4,8600 Dixmude,,2023,2,110 m²,,,,,,,Oui,,1,,,Oui,,2,,6,1,,,,Oui,,,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,,,,,,,,,Oui,,,Nouveau,,,Oui,,,Oui,,,"oui, attestation conforme",,,,2,,,,,,Oui,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/fermette/a-vendre/8600/dixmude/rbs88112,RBS88112,Fermette à vendre,695000,Paddestraat 3,8600 Dixmude,Non,,4,344 m²,Non,Non,Non,Non,Non,Non,Oui,2,1,2,Non,Non,Non,4,,,15,4334 m²,,,Non,179 kWh/m²/an,20190906-000219792-RES-2,Zone agricole,Risque élevé,Information non communiquée,Non,A l’acte,Non,Non specifié,,Non,Est,,,Non,Non,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/8600/dixmude/rbs57215,RBS57215,Maison à vendre,335000,Pervijzestraat 22,8600 Dixmude,Non,1957,3,256 m²,Non,Non,Non,Non,Non,Non,Oui,1,1,2,Non,Non,Non,2,8 m,,,518 m²,,8 m,Non,259 kWh/m²/an,20250115-0003505875-RES-1,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,Non,,Oui,,,,Ouest,Oui,Oui,Non,Non,,,,,,,,,60 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/8600/dixmude/rbi53351,RBI53351,Appartement à vendre,199850,Beerstblotestraat 4,8600 Dixmude,,,,,,,,,,,,,,,Non,Non,Non,,,,,,,,Non,,,,Pas de risque d’inondation,Information non communiquée,Non,,,,,,,,Oui,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/8600/dixmude/rbd28485,RBD28485,Maison à vendre,295000,Maria Doolaeghestraat 18,8600 Dixmude,,1931,3,,,,,,,,Oui,1,1,2,Non,Non,Non,2,9 m,2,,273 m²,37 m,9 m,Non,488 kWh/m²/an,20131022-0001467429-00000081-0,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,Non,A l’acte,Oui,,,,Sud,Oui,,,Non,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/8600/dixmude/rbs99997,RBS99997,Appartement à vendre,235000,Fuselierstraat 20 01,8600 Dixmude,Non,2010,4,120 m²,Oui,Non,Non,Non,Non,Non,Oui,1,1,1,,Oui,,2,8 m,3,,,16 m,8 m,,179 kWh/m²/an,20240805-0003329373-RES-1,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,,,Non,,,,,,Oui,Non,,Excellent,,,,,,Oui,,20 m²,"oui, attestation conforme",,,,0,13 m²,13 m²,11 m²,,,Oui,,2 m²,,17 m²,,5 m²,05/08/2034,,,,,,,,,,,,,,,,,,,Oui,17 m²,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/immeuble-mixte/a-vendre/8600/dixmude/rbt64674,RBT64674,Immeuble mixte à vendre,539000,Nieuwpoortstraat 3,8600 Dixmude,,,4,489 m²,,Oui,,,,,,,1,,,,,3,,,,566 m²,,,,271 kWh/m²/an,,,Pas de risque d’inondation,Information non communiquée,,,Oui,,,,Nord-est,Oui,Oui,,,Normal,,,,Non,,Oui,,,,,,,,,,,,,Oui,,,,,,,06/09/2032,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/8600/dixmude/rbt39321,RBT39321,Appartement à vendre,162000,Grauwe Broederstraat 36 0008,8600 Dixmude,,1974,2,90 m²,Non,Non,,,,,Oui,,1,,,Oui,Oui,,48 m,4,1,,,,,243 kWh/m²/an,20250301-0003542795-RES-2,,Pas de risque d’inondation,Information non communiquée,Non,,Non,Gaz,Double vitrage,,Nord,,Oui,,Non,À rénover,,,,Non,,,,,pas d'application,,,,3,,,,,,,,,,,,,01/03/2035,,,,,Oui,,,,,,,,,,,897 m²,,,Oui,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/8600/dixmude/rbt63559,RBT63559,Appartement à vendre,335000,Kasteelstraat 27,8600 Dixmude,Non,2004,3,114 m²,Non,Non,Non,Non,Non,Non,Oui,,1,,,,,3,7 m,,,,,7 m,,128 kWh/m²/an,2838834,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,,,Non,,Double vitrage,,,Oui,Oui,Non,,Excellent,,,,,,Oui,,8 m²,"oui, attestation conforme",,,Sud-est,2,12 m²,12 m²,8 m²,32 m²,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/8600/dixmude/rbt08975,RBT08975,Appartement à vendre,179000,Generaal Baron Jacquesstraat 67 2.1,8600 Dixmude,Non,2009,2,75 m²,Non,Non,Non,Non,Non,Non,,,1,1,,Oui,,,6 m,3,,,14 m,6 m,Oui,164 kWh/m²/an,20250320-0003558368-RES-1,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,,,Non,,Double vitrage,,,,Oui,Non,,,Equipée,,,,,Oui,,2 m²,"oui, attestation conforme",,,,2,8 m²,12 m²,,,,Oui,,,,,5 m²,6 m²,20/03/2035,,,,,,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/8600/dixmude/rbt48039,RBT48039,Maison à vendre,699000,Eikhofstraat 100,8600 Dixmude,Non,1970,5,334 m²,Oui,Non,Non,Non,Non,Non,Oui,2,3,3,Oui,,,4,,,2,2423 m²,,,,377 kWh/m²/an,20240527-0002967670-RES-2,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,,,Oui,,,,,Oui,Oui,Oui,,Normal,,,Oui,,,Oui,,,"oui, attestation non conforme",,,Sud-est,,,,,,,Oui,,,,,,,27/05/2034,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/8600/dixmude/rbt47034,RBT47034,Maison à vendre,225000,Woumenweg 227,8600 Dixmude,,1930,3,138 m²,,,,,,,,,1,1,Non,Non,Non,2,7 m,2,,221 m²,35 m,7 m,Non,268 kWh/m²/an,20250325-0003562490-RES-1,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,Non,A l’acte,,Gaz,Double vitrage,Non,Est,Oui,,,Non,,Equipée,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/8600/dixmude/rbt46001,RBT46001,Maison à vendre,590000,Pervijzestraat 72C,8600 Dixmude,Non,1995,5,,Non,Non,Non,Non,Non,Non,Oui,1,1,2,,,,,,,4,1209 m²,,,,153 kWh/m²/an,20211025-0002484049-RES-2,Zone agricole d'intérêt paysager,Information non communiquée,Information non communiquée,,,Non,,,,,Oui,Oui,Non,,À rénover,,,,,,Oui,,,"oui, attestation non conforme",,,Sud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/8600/dixmude/rbt45964,RBT45964,Maison à vendre,699000,Eikhofstraat 100,8600 Dixmude,Non,1970,5,334 m²,Non,Non,Non,Non,Non,Non,Oui,2,3,3,Oui,,,4,,,2,2423 m²,,,,377 kWh/m²/an,20240527-0002967670-RES-2,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,,,Oui,,,,,Oui,Oui,Oui,,Normal,,,,,,Oui,,,"oui, attestation non conforme",,,Sud-est,,,,,,,Oui,,,,,,,27/05/2034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/bungalow/a-vendre/8600/dixmude/rbt45963,RBT45963,Bungalow à vendre,229000,Woumenweg 256,8600 Dixmude,Non,1970,3,246 m²,Non,Non,Non,Non,Non,Non,Oui,1,1,1,,,,3,,,1,540 m²,,,,386 kWh/m²/an,20240909-0003365766-RES-2,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,,,Non,,,,,Oui,Oui,Non,,À rénover,,,,,,Oui,,,"oui, attestation non conforme",,,Ouest,,,,,,,Oui,,,,,,,09/09/2044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/fermette/a-vendre/8600/nieuwkapelle/rwc39770,RWC39770,Fermette à vendre,620000,Boterpotstraat 7,8600 Nieuwkapelle,,,3,160 m²,,,,,,,Oui,,2,,,,,,,,,,,,,288 kWh/m²/an,,,Information non communiquée,Information non communiquée,,,,Gaz,Double vitrage,Non,,Oui,Oui,,,Remis à neuf,,,,,2,,,200 m²,pas d'application,Oui,Non,,,,,,,4600 m²,,,,,40 m²,,,,,,,,,,,,,,,,,,,,pas d'application,,,,,Non,,,,,,Non,,,,,,,,,,
https://immovlan.be/fr/detail/penthouse/a-vendre/8600/dixmude/rbt43097,RBT43097,Penthouse à vendre,736000,Beerstblotestraat 4,8600 Dixmude,Non,2025,3,149 m²,Non,Non,Non,Oui,Oui,Non,Oui,,1,1,,Oui,,2,,6,2,,,,,,,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,,,Non,Gaz,Double vitrage,Oui,,Oui,Oui,Non,,Nouveau,Equipée,,,,,Oui,,,"oui, attestation conforme",,,Sud-est,6,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/8600/keiem/rbt42680,RBT42680,Maison à vendre,265000,Dodepaardenstraat 10,8600 Keiem,,1930,2,175 m²,,,,,,,Oui,1,1,1,Non,Non,Non,2,,,,400 m²,,,Non,188 kWh/m²/an,20250207-0003524591-RES-1,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,Non,A partir du : 01/01/1900,Oui,,,,Sud-ouest,Oui,,,Non,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/8600/dixmude/rwc39677,RWC39677,Maison à vendre,256450,,8600 Dixmude,,2025,3,286 m²,,,,,,,Oui,,1,,,,,3,,,2,,,,,,,,Pas de risque d’inondation,Information non communiquée,,A convenir,Oui,Gaz,Double vitrage,,,Oui,,,,Excellent,Super équipée,,,,1,Oui,Oui,,"oui, attestation conforme",Oui,Oui,,,,,,,,Oui,,,,,,,,Américaine,,Oui,,,,,,,,,Oui,,,,,,,Oui,,,Oui,Oui,,,,,,23,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/8600/dixmude/rbt39101,RBT39101,Maison à vendre,228000,Werkenstraat 12,8600 Dixmude,,,3,129 m²,,,,,,,,,,,Non,Non,Non,2,10 m,2,,169 m²,23 m,10 m,Non,,,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,Non,A l’acte,,,,,Sud,Oui,,,Non,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/8600/dixmude/rbt36475,RBT36475,Appartement à vendre,155000,Ploemeurlaan 2 7,8600 Dixmude,Non,1979,2,97 m²,Non,Non,Non,Non,Non,Non,Oui,,1,1,,Oui,,,,,1,,,,,154 kWh/m²/an,20250513-0003599997-RES-1,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,,,Non,Gaz,Double vitrage,,,,Oui,Non,,,,,,,,,,,"non, pas d'attestation",,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/8600/dixmude/rbt30437,RBT30437,Maison à vendre,399000,Woumenweg 183,8600 Dixmude,Non,,5,284 m²,Non,Non,Non,Non,Non,Non,Oui,2,1,2,Non,Non,Non,2,,2,,348 m²,,,Non,129 kWh/m²/an,20250324-0003556806-RES-1,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,Non,,Oui,Non specifié,,Non,Est,Oui,Oui,Non,Non,,Equipée,,,,,,,45 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/8600/dixmude/rbt27036,RBT27036,Maison à vendre,385000,Kruisstraat 19,8600 Dixmude,Non,,6,324 m²,Non,Oui,Non,Non,Oui,Non,Oui,1,1,3,,,,3,,,,667 m²,,,,400 kWh/m²/an,20241224-0003489471-RES-1,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,,,Oui,,,Oui,,Oui,Oui,,,Normal,,,Oui,,,Oui,,,"oui, attestation non conforme",,,Sud,,,,,,,Oui,,,,,,,24/12/2034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/8600/dixmude/rbt24408,RBT24408,Maison à vendre,139000,Tervaetestraat 3,8600 Dixmude,Non,1930,2,,Non,Non,Non,Non,Non,Non,,,1,1,Non,Non,Non,3,4 m,1,,77 m²,10 m,8 m,Non,784 kWh/m²/an,20200924-0002319408-RES-1,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,Non,,Non,,,,Sud-ouest,,,,Non,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/8600/dixmude/rbt21850,RBT21850,Maison à vendre,299000,Damprémystraat 2,8600 Dixmude,Non,1976,3,169 m²,Non,Non,Non,Non,Non,Non,Oui,27,1,1,Non,Non,Non,4,16 m,,3,750 m²,40 m,23 m,Non,520 kWh/m²/an,20250407-0003571202-RES-1,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,Non,,Oui,Non specifié,Double vitrage,Non,Est,Oui,Oui,Non,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/8600/dixmude/rbt20068,RBT20068,Maison à vendre,145000,Generaal Baron Jacquesstraat 27,8600 Dixmude,,,3,89 m²,,,,,,,Oui,1,1,,,,,2,,,,,,,,298 kWh/m²/an,,,Information non communiquée,Information non communiquée,,,Oui,,,,,,Oui,,,Excellent,,,,Non,,,,20 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/8600/dixmude/rbt20067,RBT20067,Appartement à vendre,695000,Generaal Baron Jacquesstraat 27,8600 Dixmude,,,4,543 m²,,,,,,,Oui,1,2,,,,,,,,,,,,,313 kWh/m²/an,,,Information non communiquée,Information non communiquée,,,,,,,,,Oui,,,,,,,Non,,,,80 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/8600/dixmude/rbs92837,RBS92837,Maison à vendre,95000,Sint-Pietersplein 1,8600 Dixmude,,1931,2,165 m²,,,,,,,Oui,1,1,1,,,,3,,,2,253 m²,,,,1409 kWh/m²/an,20240930-0003393082-RES-1,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,,,,,,,,Oui,Oui,,,,,,Oui,,,Oui,,,"non, pas d'attestation",,,Sud,,,,,,,,,,,,,,30/09/2034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/8600/dixmude/rbt16187,RBT16187,Maison à vendre,,Esenweg 200,8600 Dixmude,,1979,4,652 m²,,,,Oui,,,Oui,3,2,,Oui,,,4,,,15,11000 m²,,,,379 kWh/m²/an,20231211-0003066993-RES-1,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,,,,Mazout,Simple vitrage,,,Oui,Oui,Oui,,,Equipée,,Oui,,,Oui,,,"non, pas d'attestation",,,Sud,,,,,,,,,,,,,,11/12/2033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/8600/dixmude/rbt15283,RBT15283,Maison à vendre,155000,Esenweg 218,8600 Dixmude,,1930,3,301 m²,,,,,,,Oui,1,1,2,Non,Non,Non,2,9 m,,,358 m²,41 m,9 m,Non,636 kWh/m²/an,20230520-0002896743-RES-1,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,Non,A l’acte,Oui,Gaz,Simple vitrage,Non,Nord-est,Oui,,,Non,,Non équipée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/8600/keiem/rbt10267,RBT10267,Maison à vendre,469000,Tervaetestraat 24,8600 Keiem,Non,1979,6,286 m²,Non,Non,Non,Non,Non,Non,Oui,1,2,3,Non,Non,Non,2,17 m,2,3,1535 m²,48 m,36 m,Non,221 kWh/m²/an,20231014-000014864-RES-1,"Zone d'habitat (résidentiel, urbain ou rural)",Risque moyen,Information non communiquée,Non,A l’acte,Oui,Mazout,Double vitrage,Non,,Oui,,Non,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/8600/dixmude/rbt08785,RBT08785,Maison à vendre,330000,Fuselierstraat 4,8600 Dixmude,Non,1930,3,167 m²,Non,Non,Non,Non,Non,Non,,,1,2,Non,Non,Non,2,17 m,2,,248 m²,16 m,17 m,Non,216 kWh/m²/an,20221121-0002731323,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,Non,A l’acte,Oui,Gaz,Double vitrage,Non,Sud-ouest,Oui,,Non,Non,,Non équipée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
