ad_link,Ref,Titre,Prix,Addresse,Localite,Etat_du_bien,Bien_actuellement_loué,Année_de_construction,Disponibilité_du_bien,Nombre_de_chambres_à_coucher,Surface_chambre_à_coucher_1,Surface_chambre_à_coucher_2,Surface_chambre_à_coucher_3,Surface_habitable,Meublé,Surface_du_séjour,Caves,Salle_à_manger,Surface_salle_à_manger,Garage,Nombre_de_Garages,Nombre_de_place_de_parking_intérieur,Station_de_charge_électrique,Équipement_de_la_cuisine,Nombre_de_salles_de_bain,Nombre_de_douches,Nombre_de_toilettes,Panneaux_solaires,Chauffage_au_sol,Type_de_vitrage,Air_conditionné,Alarme_antieffraction,Ascenseur,Accessible_aux_moins_valides,Orientation_de_la_façade_du_bien,Nombre_de_façades,Largeur_de_la_façade,Nombre_détages_de_limmeuble,Jardin,Terrasse_aménagée,Orientation_de_la_terrasse,Surface_totale_du_terrain,Raccordé_aux_égouts,Raccordé_à_leau_courante,Citerne_à_eau_de_pluie,Conso_spécifique_dénergie_primaire,Attestation__Installation_électrique,Permis_de_bâtir_obtenu,Le_bien_fait_lobjet_dun_droit_de_préemption,GscoreLe_score_G_représente_le_risque_dinondation_pour_les_bâtiments_de_plus_de_25m²_et_se_compose_de_4_classes_A_à_DClasse_A_pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,Le_score_G_représente_le_risque_dinondation_pour_les_bâtiments_de_plus_de_25m²_et_se_compose_de_4_classes_A_à_D,PScoreLe_score_P_représente_le_risque_dinondation_pour_les_parcelles_terrains_et_se_compose_de_4_classes_A_à_DClasse_A_pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,Le_score_P_représente_le_risque_dinondation_pour_les_parcelles_terrains_et_se_compose_de_4_classes_A_à_D,Type_de_zone_inondable,Zone_inondable_délimitée,Surface_de_la_cuisine,Nombre_de_places_de_parking_extérieur,Surface_chambre_à_coucher_4,Surface_chambre_à_coucher_5,Surface_des_caves,Grenier,Surface_de_lades_salles_de_bain,Type_de_chauffage,Surface_du_jardin,Orientation_du_jardin,Surface_de_la_terrasse,Profondeur_du_terrain,Largeur_du_terrain_à_rue,Permis_durbanisation_accordé,Véranda,Dressing,Buanderie,Local_vélo,Balcon,Piscine_extérieure,Référence_PEB,Affectation_urbanistique_la_plus_récente,Le_bien_est__classé__ou_fait_partie_dun_ensemble_classé_au_patrimoine,Pompe_à_chaleur,Surface_du_grenier,Surface_constructible,Date_de_validité_PEB,Porte_de_garage_motorisée,Clef_électronique,Panneaux_solaires_thermiques,Domotique,HammamSaunaJacuzzi,Feu_ouvert,Raccordé_au_gaz_de_ville,Attestation__Asbuilt,Surface_du_garage,Type_de_cuisine,Conso_annuelle_totale_dénergie_primaire,Attestation__Installation_électrique__Validité,Attestation__Citernes_à_mazout__Validité,Étage_de_lappartement,Possibilités_pour_profession_libérale,Adoucisseur_deau,Maison_basse_énergie,Compteur_Bihoraire,Parlophone,Porte_daccès_sécurisée,Adaptations_pour_les_seniors,Espace_ouvert_sensible_à_leau__WORG,Surface_du_bureau,Compteur_deau_individuel,Attestation__Citernes_à_mazout,Niveau_E,Niveau_K,Emission_de_CO2
https://immovlan.be/fr/detail/rez-de-chaussee/a-vendre/3640/kinrooi/rbt71541,RBT71541,Rez-de-chaussée à vendre,341726,Neeroetersesteenweg 26,3640 Kinrooi,Nouveau,Non,2023,Immédiatement,2,,,,124 m²,Non,,Non,Non,,Oui,,,,,1,,,Oui,,,,,Oui,,Sud,2,,2,Oui,Oui,,,,Oui,,,"oui, attestation conforme",,Non,,,,,Pas de risque d’inondation,Information non communiquée,,,,,,Non,,Non specifié,16 m²,,14 m²,,,,Non,Non,Non,Non,,,,"Zone d'habitat (résidentiel, urbain ou rural)",,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/3640/kinrooi/rbt69190,RBT69190,Maison à vendre,355000,Venlosesteenweg 189,3640 Kinrooi,,Non,1954,A l’acte,2,,,,,,,Non,Non,,,,,,Equipée,1,,2,,,Double vitrage,Non,Non,Non,Non,,4,,,Oui,Oui,,565 m²,,,,399 kWh/m²/an,,,Non,,,,,Pas de risque d’inondation,Information non communiquée,,,,,,Oui,,Gaz,,,,,23 m,,Non,Non,Non,Non,Non,Non,20250612003623278,"Zone d'habitat (résidentiel, urbain ou rural)",Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/3640/kinrooi/rbt67481,RBT67481,Appartement à vendre,269000,Neeroetersesteenweg 3b 3,3640 Kinrooi,Normal,Non,2020,A l’acte,2,,,,86 m²,Non,,Non,Non,,,,,,,1,,2,Oui,,,,,Oui,,,2,,,,Oui,,,,Oui,,48 kWh/m²/an,"oui, attestation conforme",,Non,,,,,Pas de risque d’inondation,Information non communiquée,,,,,,Non,,Gaz,,,,,,,Non,Non,Non,Non,,,,"Zone d'habitat (résidentiel, urbain ou rural)",,,,,03/05/2031,,,,,,,Oui,Non,,,,,,1,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/3640/kinrooi/rbt64098,RBT64098,Maison à vendre,325000,Schansstraat 36,3640 Kinrooi,À rénover,Non,1968,A l’acte,3,,,,145 m²,Non,,Non,Non,,Oui,1,,,,1,,2,Oui,,,,,Non,,Sud-ouest,4,,,Oui,Oui,,1550 m²,,Oui,,368 kWh/m²/an,"oui, attestation non conforme",,Non,,,,,Pas de risque d’inondation,Information non communiquée,,,,,,Oui,,Gaz,,,,,,,Non,Non,Non,Non,,,,"Zone d'habitat (résidentiel, urbain ou rural)",,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/3640/kinrooi/rbt26629,RBT26629,Maison à vendre,379000,Venlosesteenweg 345,3640 Kinrooi,,Non,1953,A l’acte,3,,,,170 m²,,,Non,Non,,Oui,,,,,,,,,,,,Non,Non,Non,,4,,,Oui,Oui,,461 m²,,,,270 kWh/m²/an,,,Non,,,,,Pas de risque d’inondation,Information non communiquée,,,,,,Oui,,,,,,,,,Non,Non,Non,Non,Non,Non,20250405-0003570954-RES-1,"Zone d'habitat (résidentiel, urbain ou rural)",Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/3640/kessenich/rbt46863,RBT46863,Maison à vendre,1195000,Hoogveldstraat 14,3640 Kessenich,Normal,Non,2001,A l’acte,5,,,,510 m²,Non,,Non,Non,,,,,,,2,,3,,,,,,Non,,,4,,,Oui,Oui,,4026 m²,,Oui,,210 kWh/m²/an,"oui, attestation conforme",,Non,,,,,Pas de risque d’inondation,Information non communiquée,,,,,,Oui,,Gaz,,,,,,,Non,Non,Non,Non,,Oui,,"Zone d'habitat (résidentiel, urbain ou rural)",,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/3640/kinrooi/rbt38026,RBT38026,Maison à vendre,284000,,3640 Kinrooi,,,1952,A l’acte,4,,,,156 m²,Non,,,,,Oui,2,,,,1,,,,,Double vitrage,Oui,,,,,4,,,Oui,Oui,,745 m²,,,,251 kWh/m²/an,,Oui,Non,,,,,Information non communiquée,Information non communiquée,,,,,,Oui,,Gaz,,,,,,Non,,,,,,,,,,,,,19/09/2033,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/3640/kinrooi/rbt30270,RBT30270,Maison à vendre,499000,,3640 Kinrooi,,,2008,A l’acte,6,,,,216 m²,,,,,,Oui,1,,,,1,,,Oui,,,,,,,,4,,,Oui,Oui,,907 m²,,,,103 kWh/m²/an,,Oui,Non,,,,,Information non communiquée,Information non communiquée,,,,,,Oui,,Gaz,,,,,,Oui,,,,,,,,,,,,,13/03/2035,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/3640/kinrooi/rbt18901,RBT18901,Maison à vendre,315000,Kerkhofstraat 18,3640 Kinrooi,,,,A l’acte,,,,,,,,,,,Oui,,,,,1,,1,,,,,Non,Non,Non,Sud,2,,,Oui,,,1350 m²,,,,393 kWh/m²/an,,Oui,Non,,,,,Pas de risque d’inondation,Information non communiquée,,,,,,Oui,,,,,,,,Non,,,,,Non,,20200207-0002245426-RES-1,"Zone d'habitat (résidentiel, urbain ou rural)",Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/3640/kinrooi/rbt01674,RBT01674,Maison à vendre,349000,,3640 Kinrooi,,,1957,A l’acte,3,,,,253 m²,Non,,,,,Oui,1,,,,1,,,,,Double vitrage,,Oui,,,,4,,,Oui,Oui,,2138 m²,,,,355 kWh/m²/an,,Non,Non,,,,,Information non communiquée,Information non communiquée,,,,,,Oui,,Gaz,,Sud,,,,Non,,,,,,,,,,,,,28/03/2035,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/3640/kinrooi/rbs22939,RBS22939,Appartement à vendre,229800,Weertersteenweg 375,3640 Kinrooi,Normal,,2025,,2,,,,96 m²,,,Oui,,,Oui,,,,,1,,,,,Triple vitrage,Oui,,Oui,Non,,,,,Oui,Oui,,,,,,,"non, pas d'attestation",,,,,,,Information non communiquée,Information non communiquée,,1,,,,Non,5 m²,Air pulsé,70 m²,,70 m²,,,,Non,,,,,,,,Non,Oui,,,,,,,,,,,,,,,,,,,,,,Oui,,,,,,,,,
https://immovlan.be/fr/detail/rez-de-chaussee/a-vendre/3640/kinrooi/rbs16401,RBS16401,Rez-de-chaussée à vendre,219800,Weertersteenweg 375,3640 Kinrooi,Nouveau,,2025,,2,,,,87 m²,,,Oui,,,Oui,,,,,1,,,,,Triple vitrage,Oui,,Oui,Non,,,,,Oui,Oui,,,,,,,"non, pas d'attestation",,,,,,,Information non communiquée,Information non communiquée,,1,,,,Non,5 m²,Air pulsé,60 m²,,85 m²,,,,Non,,,,,,,,Non,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/penthouse/a-vendre/3640/kinrooi/rbq11745,RBQ11745,Penthouse à vendre,245800,Weertersteenweg 375,3640 Kinrooi,Nouveau,,2025,,2,,,,95 m²,,,Oui,,,Oui,,,,,1,,,,,Triple vitrage,Oui,,Oui,Non,,,,,,Oui,,,,,,,"non, pas d'attestation",,,,,,,Information non communiquée,Information non communiquée,,1,,,,Non,5 m²,Air pulsé,,,23 m²,,,,Non,,,,,,,,Non,Oui,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/3640/kinrooi/rbn80338,RBN80338,Appartement à vendre,179800,Weertersteenweg 375,3640 Kinrooi,Nouveau,,2025,,2,,,,73 m²,,,Oui,,,Oui,,,,,1,,,,,Triple vitrage,Oui,,Oui,Non,,,,,,Oui,,,,,,,"non, pas d'attestation",,,,,,,Information non communiquée,Information non communiquée,,,,,,Non,4 m²,Air pulsé,,,9 m²,,,,Non,,,,,,,,Non,Oui,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/3640/kinrooi/rbn35554,RBN35554,Appartement à vendre,,Weertersteenweg 375,3640 Kinrooi,Nouveau,,2025,,1,,,,70 m²,,,Oui,,,Oui,,,,,1,,,,,Triple vitrage,Oui,,Oui,Non,,,,,,Oui,,,,,,,"non, pas d'attestation",,,,,,,Information non communiquée,Information non communiquée,,1,,,,Non,5 m²,Air pulsé,,,9 m²,,,,Non,,,,,,,,Non,Oui,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/penthouse/a-vendre/3640/kinrooi/rbn35553,RBN35553,Penthouse à vendre,,Weertersteenweg 375,3640 Kinrooi,Nouveau,,2025,,2,,,,95 m²,,,Oui,,,,,,,,1,,,,,Triple vitrage,Oui,,Oui,Non,,,,,,Oui,,,,,,,"non, pas d'attestation",,,,,,,Information non communiquée,Information non communiquée,,1,,,,Non,5 m²,Air pulsé,,,29 m²,,,,Non,,,,,,,,Non,Oui,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/3640/kinrooi/rbm14446,RBM14446,Maison à vendre,229000,,3640 Kinrooi,,,1960,A l’acte,3,,,,107 m²,,,,,,Oui,1,,,,1,,,,,Double vitrage,,,,,,4,,,Oui,Oui,,795 m²,,,,537 kWh/m²/an,,,Non,,,,,Information non communiquée,Information non communiquée,,,,,,,,Gaz,,Est,,,,,,,,,,,,,,,,,09/01/2034,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/3670/ellikom/rbt67469,RBT67469,Maison à vendre,360000,Grote Baan 4,3670 Ellikom,Normal,Non,1957,A l’acte,4,,,,230 m²,Non,,Non,Non,,Oui,,,,Super équipée,2,,2,Oui,,,,,Non,,Sud,4,,,Oui,Oui,,2101 m²,,Oui,,,"oui, attestation non conforme",,Oui,,,,,Pas de risque d’inondation,Information non communiquée,,2,,,,Oui,,Gaz,,,,,,,Non,Non,Non,Non,,,3606964-res-1,Zone naturelle,,,,207 m²,22/05/2035,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/3670/oudsbergen/rbt71944,RBT71944,Maison à vendre,,Breekiezel 31,3670 Oudsbergen,Normal,,1952,,3,,,,424 m²,,,Oui,,,Oui,1,,,,2,,,,,Double vitrage,Oui,,Non,Non,Est,,,,Oui,Oui,,800 m²,,,,303 kWh/m²/an,"non, pas d'attestation",,,,,,,Pas de risque d’inondation,Information non communiquée,,,,,,Oui,,Gaz,,,,,,Non,Non,,,,,,20250414-0003577564-RES-2,,Non,,,,14/04/2035,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/duplex/a-vendre/3670/oudsbergen/rbt71943,RBT71943,Duplex à vendre,315000,Dorpsstraat 43 6,3670 Oudsbergen,Normal,,2020,,2,,,,84 m²,,,Non,,,Oui,,,,,1,,,,Oui,Triple vitrage,Oui,,Oui,Non,Sud-ouest,,,,,Oui,,,,,,81 kWh/m²/an,"non, pas d'attestation",,Non,,,,,Pas de risque d’inondation,Information non communiquée,,,,,,Non,,Electrique,,,,,,Non,Non,,,,,,72040-G-2016/06776/EP02715/A001/D01/SD003,,Non,Oui,,,23/05/2033,,,,,,,,,,,,,,,,,,,Oui,,,,,,,,,
https://immovlan.be/fr/detail/studio/a-vendre/3670/oudsbergen/rbt71930,RBT71930,Studio à vendre,174118,Torenstraat 13 2-14,3670 Oudsbergen,Normal,,2015,,1,,,,66 m²,,,Non,,,,,,,,1,,,,,Double vitrage,,,Oui,Oui,,,,,,Oui,,,,,,118 kWh/m²/an,pas d'application,,,,,,,Pas de risque d’inondation,Information non communiquée,,,,,,Non,,Gaz,,,,,,Non,Non,,,,,,72040-A-8.00-72040-638.1/EP14809/A001/D01/SD055,,Non,,,,31/03/2025,,,,,,,,,,,,,,,,,,,Oui,,,,,,,,,
https://immovlan.be/fr/detail/studio/a-vendre/3670/oudsbergen/rbt71928,RBT71928,Studio à vendre,183383,Torenstraat 13 2-11,3670 Oudsbergen,Normal,,2015,,1,,,,74 m²,,,Non,,,Oui,,,,,1,,,,,Double vitrage,,,Oui,Oui,,,,,,Oui,,,,,,112 kWh/m²/an,"non, pas d'attestation",,,,,,,Pas de risque d’inondation,Information non communiquée,,,,,,Non,,Gaz,,,,,,Non,Non,,,,,,72040-A-8.00-72040-638.1/EP14809/A001/D01/SD052,,Non,,,,31/03/2025,,,,,,,,,,,,,,,,,,,Oui,,,,,,,,,
https://immovlan.be/fr/detail/studio/a-vendre/3670/oudsbergen/rbt71927,RBT71927,Studio à vendre,236800,Torenstraat 13 2-12,3670 Oudsbergen,Normal,,2015,,2,,,,103 m²,,,Non,,,,,,,,1,,,,,Double vitrage,,,Oui,Oui,,,,,,Oui,,,,,,112 kWh/m²/an,pas d'application,,,,,,,Pas de risque d’inondation,Information non communiquée,,,,,,Non,,Gaz,,,,,,Non,Non,,,,,,,,Non,,,,,,,,,,,,,,,,,,,,,,,Oui,,,,,,,,,
https://immovlan.be/fr/detail/studio/a-vendre/3670/oudsbergen/rbt71926,RBT71926,Studio à vendre,195870,Torenstraat 13 2-10,3670 Oudsbergen,Normal,,2015,,1,,,,81 m²,,,Non,,,,,,,,1,,,,,Double vitrage,,,Oui,Oui,,,,,,Oui,,,,,,127 kWh/m²/an,"non, pas d'attestation",,,,,,,Pas de risque d’inondation,Information non communiquée,,,,,,Non,,Gaz,,,,,,Non,Non,,,,,,72040-A-8.00-72040-638.1/EP14809/A001/D01/SD051,,Non,,,,31/03/2025,,,,,,,,,,,,,,2,,,,,Oui,,,,,,,,,
https://immovlan.be/fr/detail/studio/a-vendre/3670/meeuwen/rbt71925,RBT71925,Studio à vendre,160371,Torenstraat 13 0-15,3670 Meeuwen,Normal,,2015,,1,,,,59 m²,,,Non,,,,,,,,1,,,,,Double vitrage,,,Oui,Non,,,,,,Oui,,,,,,135 kWh/m²/an,"non, pas d'attestation",,,,,,,Pas de risque d’inondation,Information non communiquée,,,,,,Non,,Gaz,,,,,,Non,Non,,,,,,72040-A-8.00-72040-638.1/EP14809/A001/D01/SD016,,Non,,,,31/03/2025,,,,,,,,,,,,,,,,,,,Oui,,,,,,,,,
https://immovlan.be/fr/detail/studio/a-vendre/3670/oudsbergen/rbt71923,RBT71923,Studio à vendre,164746,Torenstraat 13 0-09,3670 Oudsbergen,Normal,,2015,,1,,,,62 m²,,,Non,,,,,,,,1,,,,,Double vitrage,,,Oui,Oui,,,,,,Oui,,,,,,151 kWh/m²/an,"non, pas d'attestation",,,,,,,Pas de risque d’inondation,Information non communiquée,,,,,,Non,,Gaz,,,,,,Non,Non,,,,,,72040-A-8.00-72040-638.1/EP14809/A001/D01/SD010,,Non,,,,31/03/2025,,,,,,,,,,,,,,,,,,,Oui,,,,,,,,,
https://immovlan.be/fr/detail/studio/a-vendre/3670/meeuwen/rbt71922,RBT71922,Studio à vendre,163508,Torenstraat 13 0-08,3670 Meeuwen,Normal,,2015,,1,,,,61 m²,,,Non,,,,,,,,1,,,,,Double vitrage,,,Oui,Oui,,,,,,Oui,,,,,,131 kWh/m²/an,"non, pas d'attestation",,,,,,,Pas de risque d’inondation,Information non communiquée,,,,,,Non,,Gaz,,,,,,Non,Non,,,,,,72040-A-8.00-72040-638.1/EP14809/A001/D01/SD009,,Non,,,,31/03/2025,,,,,,,,,,,,,,,,,,,Oui,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/3670/oudsbergen/rbt70708,RBT70708,Maison à vendre,325000,Keuveldstraat,3670 Oudsbergen,Nouveau,,2025,,3,,,,165 m²,Non,,,,,,,,,,1,,,,,Double vitrage,,,Non,,,3,,,Oui,,,468 m²,Oui,,,,,,,,,,,Information non communiquée,Information non communiquée,,2,,,,,,Gaz,,,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/3670/oudsbergen/rbt70170,RBT70170,Villa à vendre,550000,Brogelerweg 1,3670 Oudsbergen,Excellent,,1905,,5,17 m²,23 m²,18 m²,406 m²,Non,40 m²,Oui,Oui,17 m²,Oui,1,,,Super équipée,1,,2,,,Double vitrage,,,Non,Non,,4,11 m,3,Oui,Oui,Sud,3490 m²,Oui,Oui,,563 kWh/m²/an,"oui, attestation conforme",Oui,Non,,,,,Pas de risque d’inondation,Information non communiquée,17 m²,3,70 m²,15 m²,,Oui,,Mazout,3490 m²,,40 m²,,11 m,Non,,,,,,Non,,,,,,,12/02/2035,,,,,,,,,,,563 kWh/an,,,,,,,,,,,Non,,,,,,563
https://immovlan.be/fr/detail/maison/a-vendre/3670/oudsbergen/rbt70144,RBT70144,Maison à vendre,,,3670 Oudsbergen,,,2017,A l’acte,3,,,,210 m²,,,,,,Oui,,,,,1,,,,,,,,,,,3,,,Oui,Oui,,2068 m²,,,,94 kWh/m²/an,,Oui,Non,,,,,Information non communiquée,Information non communiquée,,,,,,Oui,,,,,,,,Oui,,,,,,,,,,,,,31/03/2027,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/3670/oudsbergen/rbt67607,RBT67607,Maison à vendre,223000,Muisvenstraat 128,3670 Oudsbergen,À rénover,,1961,,4,,,,171 m²,,,Oui,,,Oui,1,,,,1,,,,,Double vitrage,,,Non,Non,Sud,,,1,Oui,Oui,,1450 m²,,,,649 kWh/m²/an,"non, pas d'attestation",,Non,,,,,Pas de risque d’inondation,Information non communiquée,,,,,,Oui,,Mazout,,,,,,Non,Non,,,,,,20250327-0003564073-RES-1,,Non,,,107 m²,27/03/2035,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/3670/oudsbergen/rbt64377,RBT64377,Maison à vendre,249000,,3670 Oudsbergen,,,1961,A l’acte,3,,,,129 m²,,,,,,Oui,2,,,,1,,,,,Double vitrage,,,,,,4,,,Oui,Oui,,1257 m²,,,,603 kWh/m²/an,,Oui,Non,,,,,Information non communiquée,Information non communiquée,,,,,,Oui,,Mazout,,Nord-est,,,,Non,,,,,,,,,,,,,08/02/2035,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,
https://immovlan.be/fr/detail/penthouse/a-vendre/3670/oudsbergen/rbt46996,RBT46996,Penthouse à vendre,240000,Hoogstraat 6 3.1,3670 Oudsbergen,Normal,,1999,,2,,,,100 m²,,,,,,Oui,,,,,1,,,,,Double vitrage,,,Oui,,,2,,,,Oui,,,Oui,Oui,,149 kWh/m²/an,,Oui,Non,,,,,Pas de risque d’inondation,Information non communiquée,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/3670/oudsbergen/rbt46806,RBT46806,Maison à vendre,279000,Tussenstraat 5,3670 Oudsbergen,Normal,,1972,,3,,,,120 m²,,,Oui,,,,,,,,1,,,,,Double vitrage,,,Non,Non,Sud-est,,8 m,1,Oui,Oui,,710 m²,,,,355 kWh/m²/an,"non, pas d'attestation",,Non,,,,,Risque moyen,Information non communiquée,,,,,,Non,,Mazout,,,,,,Oui,Non,,,,,,20250418-0003580589-RES-1,,Non,,,120 m²,18/04/2035,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/3670/oudsbergen/rbt39317,RBT39317,Appartement à vendre,295000,Asterstraat 1 2,3670 Oudsbergen,Normal,,2005,,2,,,,89 m²,,,Non,,,Oui,1,,,,1,,,,,Double vitrage,,,Non,Non,Ouest,,,,Oui,Oui,,,,,,227 kWh/m²/an,"non, pas d'attestation",,,,,,,Pas de risque d’inondation,Information non communiquée,,,,,,Oui,,Gaz,,,,,,Oui,Non,,,,,,20241005-0002944140-RES-2,,Non,,,,05/10/2034,,,,,,,,,,,,,,,,,,,Oui,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/3670/oudsbergen/rbt39295,RBT39295,Maison à vendre,497000,Weg op Bree 106,3670 Oudsbergen,Remis à neuf,,1939,,4,,,,241 m²,,,Oui,,,Oui,,,,,1,,,Oui,,Double vitrage,Oui,,Non,Non,Nord,,7 m,,Oui,Oui,,3303 m²,,,,215 kWh/m²/an,"non, pas d'attestation",,Non,,,,,Pas de risque d’inondation,Information non communiquée,,,,,,Oui,,Gaz,,,,,,Non,Non,,,,,,20240406-0003197189-RES-1,,Non,,,327 m²,06/04/2034,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/3670/oudsbergen/rbt18932,RBT18932,Maison à vendre,749000,Moorenweg 7,3670 Oudsbergen,,,1973,A l’acte,6,,,,650 m²,,,,,,Oui,3,,,,2,,4,,,Double vitrage,Non,Non,Non,Non,Sud-ouest,2,33 m,3,,Oui,,28110 m²,,,,342 kWh/m²/an,,Oui,Oui,,,,,Pas de risque d’inondation,Information non communiquée,,,,,,,,Mazout,,,50 m²,300 m,80 m,Non,,,,,Non,,20230601-0002897465-RES-1,Zone naturelle,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/3670/oudsbergen/rbs49907,RBS49907,Maison à vendre,342533,Kapelstraat 83 A LOT 2,3670 Oudsbergen,,Non,,,3,,,,121 m²,,,Non,Non,,,,,,,1,,2,,,,Non,Non,Non,Non,Sud-ouest,3,,,Oui,,,682 m²,,,,,,Non,Non,,,,,Pas de risque d’inondation,Information non communiquée,,2,,,,Oui,,Non specifié,,,,57 m,12 m,Oui,Non,Non,Non,Non,Non,,,"Zone d'habitat (résidentiel, urbain ou rural)",Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/3670/oudsbergen/rbs49906,RBS49906,Maison à vendre,342533,Kapelstraat 83 B LOT 1,3670 Oudsbergen,,,,,3,,,,124 m²,,,,,,,,,,,,,2,,,,Non,Non,Non,Non,Sud-ouest,3,10 m,,,,,730 m²,,,,,,Non,Non,,,,,Pas de risque d’inondation,Information non communiquée,,2,,,,Oui,,Non specifié,,,,57 m,17 m,Oui,,,,,Non,,,"Zone d'habitat (résidentiel, urbain ou rural)",Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/3670/oudsbergen/rbq11294,RBQ11294,Maison à vendre,,,3670 Oudsbergen,,,1971,A l’acte,3,,,,1415 m²,,,,,,Oui,,,,,1,,,,,,,,,,,,,,Oui,,,10000 m²,,,,695 kWh/m²/an,,Oui,Non,,,,,Information non communiquée,Information non communiquée,,,,,,Oui,,Mazout,,,,,,Non,,,,,,,,,,,,,08/12/2033,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/3670/meeuwen/rag52271,RAG52271,Maison à vendre,,Liersstraat 29,3670 Meeuwen,Normal,,,,3,,,,131 m²,Non,,Non,,,,,,,,1,,,,,,Non,Non,Non,Non,,2,,,Non,Non,,532 m²,Non,Non,,511 kWh/m²/an,,,,,,,,Pas de risque d’inondation,Information non communiquée,,,,,,Non,,,,,,,,,Non,,Non,,,Non,,,,,,,,,,,,,,Non,,,,,,,,,Non,,,Non,Non,,,,,,,,
