ad_link,Ref,Titre,Prix,Addresse,Localite,Etat_du_bien,Nombre_de_chambres_à_coucher,Surface_chambre_à_coucher_1,Surface_chambre_à_coucher_2,Surface_chambre_à_coucher_3,Surface_chambre_à_coucher_4,Surface_chambre_à_coucher_5,Surface_habitable,Meublé,Surface_du_séjour,Caves,Surface_des_caves,Garage,Nombre_de_Garages,Surface_du_garage,Surface_de_la_cuisine,Nombre_de_salles_de_bain,Nombre_de_douches,Nombre_de_toilettes,Type_de_chauffage,Type_de_vitrage,Orientation_de_la_façade_du_bien,Nombre_de_façades,Largeur_de_la_façade,Nombre_détages_de_limmeuble,Jardin,Surface_du_jardin,Terrasse_aménagée,Surface_de_la_terrasse,Surface_totale_du_terrain,Profondeur_du_terrain,Largeur_du_terrain_à_rue,Raccordé_aux_égouts,Raccordé_au_gaz_de_ville,Citerne_à_eau_de_pluie,Conso_spécifique_dénergie_primaire,Conso_annuelle_totale_dénergie_primaire,Type_de_zone_inondable,Zone_inondable_délimitée,Bien_actuellement_loué,Disponibilité_du_bien,Grenier,Véranda,Salle_à_manger,Dressing,Buanderie,Local_vélo,Panneaux_solaires,Référence_PEB,Année_de_construction,Équipement_de_la_cuisine,Type_de_cuisine,Ascenseur,Accessible_aux_moins_valides,Orientation_de_la_terrasse,Raccordé_à_leau_courante,Piscine_extérieure,Date_de_validité_PEB,Emission_de_CO2,Attestation__Installation_électrique,Attestation__Installation_électrique__Validité,Permis_de_bâtir_obtenu,Permis_durbanisation_accordé,Surface_salle_à_manger,Nombre_de_place_de_parking_intérieur,Alarme_antieffraction,Surface_de_lades_salles_de_bain,Surface_du_dressing,Maison_basse_énergie,Panneaux_solaires_thermiques,Chauffage_au_sol,Air_conditionné,Domotique,Parlophone,Porte_daccès_sécurisée,HammamSaunaJacuzzi,Feu_ouvert,Attestation__Citernes_à_mazout,Le_bien_fait_lobjet_dun_droit_de_préemption,Attestation__Asbuilt,Étage_de_lappartement,Nombre_de_places_de_parking_extérieur,Surface_du_grenier,Surface_constructible,Orientation_du_jardin,Surface_totale,Station_de_charge_électrique,Pompe_à_chaleur,Compteur_Bihoraire,Surface_du_bureau,Surface_de_la_véranda,Compteur_deau_individuel,Possibilités_pour_profession_libérale,Niveau_E,Adoucisseur_deau,Adaptations_pour_les_seniors,Le_bien_est__classé__ou_fait_partie_dun_ensemble_classé_au_patrimoine,Balcon,Porte_de_garage_motorisée
https://immovlan.be/fr/detail/maison/a-vendre/6280/acoz/vbc86155,VBC86155,Maison à vendre,285000,Allée du Douaire 12 E,6280 Acoz,Normal,2,,,,,,102 m²,Non,,Non,,Oui,,,,1,,2,Gaz,,,3,,,Oui,,Oui,,485 m²,,,,,,142 kWh/m²/an,,Information non communiquée,Information non communiquée,Non,,Non,Non,Non,Non,Non,Non,,20240326023195,,,,Non,,,,,,,"oui, attestation conforme",,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6280/acoz/vbc80542,VBC80542,Maison à vendre,516734,,6280 Acoz,Nouveau,4,,,,,,220 m²,,,,,Oui,1,,,2,,2,,,,4,13 m,,Oui,,,,1495 m²,,13 m,,,Oui,,,Information non communiquée,Information non communiquée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6280/acoz/vbc80541,VBC80541,Maison à vendre,416062,,6280 Acoz,Nouveau,3,,,,,,158 m²,,,,,Oui,1,,,1,,2,,,,4,11 m,,Oui,,,,1495 m²,,11 m,,,Oui,,,Information non communiquée,Information non communiquée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6280/gougnies/vbc91943,VBC91943,Maison à vendre,230000,Rue du Phalanstère 3,6280 Gougnies,À rénover,3,,,,,,130 m²,Non,30 m²,Non,,Oui,2,,,,1,2,Non specifié,,,,,,,,,,,,,,,,457 kWh/m²/an,,Information non communiquée,Information non communiquée,Non,,Oui,Non,Non,Non,Non,Non,,20250528029047,,,,Non,,,,,,457,pas d'application,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6280/gerpinnes/vbc91755,VBC91755,Maison à vendre,230000,Rue Léon Bockoltz 14,6280 Gerpinnes,Normal,3,,,,,,165 m²,Non,,Non,,,,,,1,,2,Non specifié,,,,,,,,,,,,,,,,273 kWh/m²/an,,Information non communiquée,Information non communiquée,Non,A l’acte,Non,Non,Non,Non,Non,Non,,,,,,Non,,,,,,273,"oui, attestation conforme",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6280/gerpinnes/vbc91754,VBC91754,Maison à vendre,140000,Rue Léon Bockoltz 7,6280 Gerpinnes,À rénover,4,,,,,,90 m²,Non,27 m²,Non,,,,,,1,,1,,,,2,,,,,,,53 m²,,,,,,,,Information non communiquée,Information non communiquée,Non,A convenir,Non,Non,Non,Non,Non,Non,,,,,,Non,,,,,,,pas d'application,,,,,,,,,,,,,,,,,,,,,,,,53 m²,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6280/gougnies/vbc91162,VBC91162,Maison à vendre,165000,Rue de l'Escuchau 5,6280 Gougnies,,3,,,,,,154 m²,Non,33 m²,Non,,,,,,,1,1,Mazout,,Ouest,3,,,Oui,,Oui,,277 m²,,,,,,479 kWh/m²/an,,Information non communiquée,Information non communiquée,Non,A l’acte,Oui,Non,Non,Non,Non,Non,,20240615005067,,,,Non,,,,,15/06/2024,,pas d'application,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/6280/loverval/vbc83885,VBC83885,Villa à vendre,270000,Rue de la Joncquière 9,6280 Loverval,,5,,,,,,,,,Non,,Oui,,,,1,1,,Mazout,Double vitrage,,4,,,Oui,,,,,,,Oui,,,494 kWh/m²/an,,Information non communiquée,Information non communiquée,Non,A l’acte,Oui,Non,Non,Non,Non,Non,Non,20250516005305,1969,,,,,,,,,,,,,,,2,Oui,,,,,,,,,,,,,Non,,,1,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6280/loverval/vbc71067,VBC71067,Maison à vendre,95000,Chaussée de Philippeville 86,6280 Loverval,À rénover,3,22 m²,14 m²,12 m²,,,50 m²,Non,,,,,,,,1,1,1,Non specifié,Double vitrage,,2,,1,Oui,360 m²,Oui,,410 m²,,,,,,199 kWh/m²/an,31410 kWh/an,Information non communiquée,Information non communiquée,,,Oui,,,,,,,,,,Indépendante,Non,Non,,,,,,"non, pas d'attestation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/6280/gerpinnes/vbc58664,VBC58664,Villa à vendre,395000,Allée des Bouleaux 26,6280 Gerpinnes,Excellent,3,12 m²,12 m²,20 m²,,,316 m²,Non,31 m²,Oui,,Oui,2,,15 m²,2,2,2,Mazout,Double vitrage,,4,,1,Oui,,Oui,,1304 m²,,,,,,230 kWh/m²/an,72481 kWh/an,Risque moyen,Inondable délimitée,Non,,,,,,,,,,1980,Equipée,Américaine,Non,Non,,Oui,Non,12/03/2035,57,"oui, attestation non conforme",,,,,2,,,,,,,,,Oui,,,,,,,,4,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6280/gerpinnes/vbc55987,VBC55987,Maison à vendre,399000,Rue de la Brasserie 7,6280 Gerpinnes,Normal,4,16 m²,20 m²,13 m²,27 m²,,176 m²,Non,42 m²,,,Oui,1,20 m²,20 m²,1,,2,Gaz,Double vitrage,,4,,,Oui,900 m²,Oui,,991 m²,,,Oui,Oui,Oui,338 kWh/m²/an,95326 kWh/an,Information non communiquée,Information non communiquée,,A l’acte,Oui,,,,,,,,,Equipée,Américaine,Non,Non,,Oui,Non,27/03/2029,66,"non, pas d'attestation",,,,,,Oui,5 m²,,,,,,,,,,Oui,,,,,3,42 m²,,Est,,,,,16 m²,,,,,,,,,
https://immovlan.be/fr/detail/immeuble-mixte/a-vendre/6280/gerpinnes/vbc25506,VBC25506,Immeuble mixte à vendre,529000,,6280 Gerpinnes,Remis à neuf,6,,,,,,,,,Oui,,,,,,5,,,,Double vitrage,,3,,,,,Oui,,,,,,,,240 kWh/m²/an,9679 kWh/an,Information non communiquée,Information non communiquée,,,,,,,,,Oui,,,Equipée,Américaine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6280/gerpinnes/vay64736,VAY64736,Maison à vendre en viager,50000,Rue d'Acoz 7,6280 Gerpinnes,Normal,1,,,,,,77 m²,Non,28 m²,,,Oui,1,,,,1,1,Electrique,,,4,,,Oui,,Oui,,1352 m²,,,,,,554 kWh/m²/an,61611 kWh/an,Information non communiquée,Information non communiquée,,,,,,,,,,20220617018202,,Semi-équipée,,Non,,,,,17/06/2032,,"oui, attestation conforme",,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6280/gerpinnes/vbc86241,VBC86241,Maison à vendre,95000,Rue de Biesme 32,6280 Gerpinnes,À rénover,3,14 m²,16 m²,11 m²,,,127 m²,Non,21 m²,Oui,17 m²,Oui,1,19 m²,14 m²,1,,1,Mazout,Double vitrage,,2,,,,,,,100 m²,,,Oui,,Oui,442 kWh/m²/an,84135 kWh/an,Information non communiquée,Information non communiquée,,A l’acte,Oui,,Oui,,,,,,1899,,Indépendante,Non,Non,,Oui,Non,05/06/2035,110,"non, pas d'attestation",,,,14 m²,,,6 m²,,,,,,,,,,,,,,,,10 m²,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/6280/gerpinnes/vbc85679,VBC85679,Villa à vendre,629000,,6280 Gerpinnes,Nouveau,3,24 m²,14 m²,14 m²,,,352 m²,,39 m²,,,Oui,1,,22 m²,2,2,2,Mazout,Double vitrage,,4,,,Oui,,Oui,55 m²,1045 m²,,,Oui,,Oui,97 kWh/m²/an,33925 kWh/an,Information non communiquée,Information non communiquée,,,Oui,,,,,,,,2016,,,,,,,Oui,,,"oui, attestation conforme",,,,,,,,,,,,,,Oui,,,,,,,,3,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6280/joncret/vbc85182,VBC85182,Maison à vendre,149000,,6280 Joncret,À rénover,2,,,,,,138 m²,Non,,Non,,Oui,1,,,1,,1,,,,3,,,,,,,7943 m²,,,,,,615 kWh/m²/an,,Information non communiquée,Information non communiquée,Non,A l’acte,Oui,Non,Non,Non,Non,Non,,20221128029227,,Semi-équipée,,Non,,,Oui,,28/11/2032,,"non, pas d'attestation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/6280/gerpinnes/vbc84006,VBC84006,Villa à vendre,397000,Allée des Templiers 9,6280 Gerpinnes,Normal,4,16 m²,17 m²,11 m²,17 m²,,207 m²,Non,20 m²,Oui,16 m²,Oui,1,,11 m²,1,1,2,Mazout,Double vitrage,,4,13 m,4,Oui,493 m²,Oui,,620 m²,32 m,13 m,Oui,,Oui,340 kWh/m²/an,84353 kWh/an,Pas de risque d’inondation,Information non communiquée,,,Oui,,,,,,,,,Super équipée,,Non,Non,,Oui,Non,,85,"non, pas d'attestation",,,,,,Oui,,,,,,,,,,,,,,,,1,10 m²,,,,,,,16 m²,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6280/gerpinnes/vbc83073,VBC83073,Maison à vendre,299000,,6280 Gerpinnes,Normal,3,,,,,,204 m²,Non,,Non,,Oui,2,,,1,1,2,Non specifié,,Ouest,4,,,Oui,,Oui,,,,,,,,358 kWh/m²/an,,Pas de risque d’inondation,Information non communiquée,Non,A l’acte,Oui,Non,Non,Non,Non,Non,,20250529005357,1978,,,Non,,,Oui,,,,pas d'application,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/6280/loverval/vbc81903,VBC81903,Villa à vendre,297000,Chaussée de Philippeville 16,6280 Loverval,À rénover,3,24 m²,24 m²,12 m²,,,173 m²,,,Oui,39 m²,Oui,1,,12 m²,1,1,2,Mazout,,,4,11 m,3,Oui,738 m²,Oui,,890 m²,33 m,11 m,Oui,Oui,Oui,407 kWh/m²/an,84703 kWh/an,Pas de risque d’inondation,Information non communiquée,,A l’acte,,,Oui,,,,,,,,,Non,Non,,Oui,Non,,101,"non, pas d'attestation",,,,21 m²,,,12 m²,,,,,,,,,,,,,,,4,,,Sud,,,,,20 m²,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6280/loverval/vbc74753,VBC74753,Maison à vendre,169000,Rue des Haies 19,6280 Loverval,À rénover,3,20 m²,14 m²,22 m²,,,105 m²,,,Oui,24 m²,Oui,1,10 m²,12 m²,1,1,2,Gaz,,Ouest,3,12 m,2,Oui,213 m²,Oui,29 m²,390 m²,,12 m,Oui,Oui,,390 kWh/m²/an,55607 kWh/an,Pas de risque d’inondation,Information non communiquée,,Immédiatement,Oui,Oui,Oui,,,,,,1915,,Indépendante,Non,Non,Sud,Oui,Non,08/05/2035,71,"oui, attestation non conforme",,,,14 m²,,Oui,3 m²,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6280/joncret/vbc74347,VBC74347,Maison à vendre,239000,Rue du Warchet 13,6280 Joncret,À rénover,3,,,,,,104 m²,Non,28 m²,Non,,Oui,1,,,1,,1,Gaz,,,3,,,Oui,,,,,,,,,,484 kWh/m²/an,,Information non communiquée,Information non communiquée,Non,A l’acte,Non,Non,Non,Non,Non,Non,,20241009028388,,,,Non,,,,,,,pas d'application,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6280/joncret/vbc73061,VBC73061,Maison à vendre,210000,Rue de la Chapelle 67,6280 Joncret,,2,,,,,,,,,,,Oui,,,,,,,Mazout,Double vitrage,,3,,,Oui,,Oui,,,,,,,,375 kWh/m²/an,39260 kWh/an,Information non communiquée,Information non communiquée,,A convenir,Oui,,,,,,,20250316012818,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/6280/loverval/vbc72044,VBC72044,Appartement à vendre,219000,,6280 Loverval,Normal,2,,,,,,108 m²,Non,,Oui,,,,,,1,,,,,,2,,,,,Oui,9 m²,,,,,,,326 kWh/m²/an,,Information non communiquée,Information non communiquée,Non,A l’acte,,,,,,,,,,,,,,,,Non,,,"oui, attestation conforme",,,,,,,,,,,,,,Oui,,,,,Non,,1,2,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/6280/gerpinnes/vbc71598,VBC71598,Appartement à vendre,335000,Rue des Flaches 111 2,6280 Gerpinnes,Excellent,2,,,,,,132 m²,Non,50 m²,Non,,,,,,1,,2,Gaz,,,,,,,,Oui,12 m²,,,,,,,93 kWh/m²/an,,Information non communiquée,Information non communiquée,Non,,Non,Non,Non,Non,Non,Non,,20171128500573,,Super équipée,,Oui,,,,,,,"oui, attestation conforme",,,,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/6280/gerpinnes/vwd13204,VWD13204,Villa à vendre,850000,,6280 Gerpinnes,Excellent,5,,,,,,350 m²,,,Oui,125 m²,Oui,,70 m²,,,,,Non specifié,,,4,,,,,Oui,30 m²,1600 m²,,,Oui,Non,Oui,205 kWh/m²/an,,Information non communiquée,Information non communiquée,Non,A l’acte,Oui,,,,Oui,Oui,,20250416032595,2003,Equipée,Américaine,,,,Oui,,,,,,,,,4,,,,,,,,,,,,,,,,,3,,,,425 m²,,,,,,,Oui,,Oui,,,,
https://immovlan.be/fr/detail/villa/a-vendre/6280/villers-poterie/vbc61951,VBC61951,Villa à vendre,310000,Rue de Châtelet 228,6280 Villers-Poterie,Excellent,3,,,,,,95 m²,Non,35 m²,Non,,,,,,1,,1,Gaz,,Nord-est,4,12 m,,Oui,250 m²,Oui,15 m²,570 m²,9 m,,,Oui,,181 kWh/m²/an,,Pas de risque d’inondation,Information non communiquée,Non,A l’acte,Oui,Non,Non,Non,Non,Non,,20250323007601,1990,Super équipée,,Non,,,Oui,,23/03/2035,33,"oui, attestation non conforme",,,,,,,,,,,,,,,,,,,,,,2,,110 m²,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/6280/gougnies/vbc66446,VBC66446,Villa à vendre,339000,Rue de la briqueterie 29,6280 Gougnies,Excellent,3,,,,,,,,,Non,,Oui,,,,1,,2,Mazout,,,4,,,Oui,,Oui,,,,,Oui,,,378 kWh/m²/an,,Information non communiquée,Information non communiquée,Non,,Non,Non,Non,Non,Non,Non,Oui,20250422036181,,Super équipée,,,,,,Non,22/04/2035,93,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6280/gerpinnes/vbc66429,VBC66429,Maison à vendre,199000,,6280 Gerpinnes,À rénover,2,,,,,,141 m²,Non,,,,Oui,1,,,1,,2,Mazout,,,4,,,Non,,Oui,,2767 m²,,,,,,655 kWh/m²/an,92205 kWh/an,Information non communiquée,Information non communiquée,,A l’acte,Oui,,,,,,,20250416001031,,Semi-équipée,,Non,,,Oui,,16/04/2035,,pas d'application,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/6280/gerpinnes/vbc65609,VBC65609,Villa à vendre,279000,Allée des Hêtres 3,6280 Gerpinnes,,3,,,,,,100 m²,,33 m²,Non,,,,,,1,,,Non specifié,,,4,,,Oui,,Oui,,300 m²,,,,,,363 kWh/m²/an,,Information non communiquée,Information non communiquée,Non,,Non,Non,Non,Non,Non,Non,,20250323004120,,,,,,,,,,90,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/6280/gerpinnes/vbb96171,VBB96171,Appartement à vendre,249000,Rue Fosse Al Dièle 20/5,6280 Gerpinnes,,2,,,,,,85 m²,Non,25 m²,,,,,,,1,,1,Gaz,,,3,,,Non,,Oui,4 m²,,,,,,,93 kWh/m²/an,7656 kWh/an,Pas de risque d’inondation,Information non communiquée,,Immédiatement,,,,,,,,20250227000750,2015,,,Non,,,,,,,pas d'application,,,,,,,,,,,,,,,,,,,,Non,1,2,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6280/gerpinnes/vbc60212,VBC60212,Maison à vendre,325000,Rue de Bertransart 27,6280 Gerpinnes,,4,,,,,,136 m²,Non,38 m²,,,Oui,1,,,1,,1,Mazout,,,4,,,Oui,,Non,,,,,,,,428 kWh/m²/an,71851 kWh/an,Information non communiquée,Information non communiquée,,A l’acte,,,,,,,,20190127009612,,Equipée,,Non,,,,,,428,"oui, attestation conforme",,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6280/gerpinnes/vbc59791,VBC59791,Maison à vendre,2388000,,6280 Gerpinnes,,15,,,,,,1816 m²,,72 m²,Non,,Oui,10,,,9,,,Non specifié,,,4,,,Oui,48303 m²,Oui,100 m²,48303 m²,,,,,,,,Information non communiquée,Information non communiquée,Non,,Non,Non,Non,Non,Non,Non,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/6280/loverval/vbc59102,VBC59102,Appartement à vendre,360000,,6280 Loverval,Excellent,3,,,,,,118 m²,,,Oui,,Oui,,,,1,,,,,,,,,,,Oui,50 m²,,,,,,,340 kWh/m²/an,40134 kWh/an,Information non communiquée,Information non communiquée,,,,,,,,,,,,,,,,,,,04/04/2035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/6280/loverval/vbc58891,VBC58891,Appartement à vendre,447000,Rue du calvaire 74 1,6280 Loverval,Excellent,2,17 m²,16 m²,,,,150 m²,Non,61 m²,Oui,14 m²,Oui,1,,17 m²,2,1,3,Gaz,Double vitrage,,3,,,,,Oui,19 m²,,,,Oui,,,228 kWh/m²/an,37392 kWh/an,Pas de risque d’inondation,Information non communiquée,,,,,,,,,,,2001,Super équipée,,Oui,Oui,Sud,Oui,Non,,42,"non, pas d'attestation",,,,,,,4 m²,,,,,,,Oui,,,,,,,,1,,,,,,,,,,,,,,,,Oui,
https://immovlan.be/fr/detail/maison/a-vendre/6280/gerpinnes/vbc43194,VBC43194,Maison à vendre,225000,Rue de l'Ermitage 2,6280 Gerpinnes,,2,14 m²,9 m²,,,,118 m²,Non,20 m²,Oui,15 m²,Oui,,,6 m²,1,,2,Mazout,,,4,,,Oui,,,,460 m²,,,,,,415 kWh/m²/an,34132 kWh/an,Information non communiquée,Information non communiquée,,A l’acte,Oui,,Oui,,,,,,,,,,,,,,26/02/2035,102,,,,,16 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/6280/gerpinnes/vbc41021,VBC41021,Appartement à vendre,549000,Allée des Bouleaux 80,6280 Gerpinnes,Excellent,3,,,,,,179 m²,Non,,Non,,Oui,,,,1,,2,,,,,,,,,Oui,30 m²,,,,,,,164 kWh/m²/an,,Information non communiquée,Information non communiquée,Non,,Non,Non,Non,Non,Non,Non,,20150513004979,,,,Oui,,,,,13/05/2025,,"oui, attestation conforme",,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/penthouse/a-vendre/6280/loverval/vbc17604,VBC17604,Penthouse à vendre,923000,,6280 Loverval,,3,,,,,,194 m²,,,,,Oui,,,,2,,,,,,3,,,,,Oui,195 m²,,,,,,,,,Information non communiquée,Information non communiquée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/6280/gerpinnes/vbc06380,VBC06380,Villa à vendre,299000,,6280 Gerpinnes,,3,,,,,,120 m²,Non,40 m²,,,,,,,,1,2,,,Sud,4,,2,Oui,250 m²,Oui,20 m²,323 m²,,,,Oui,,389 kWh/m²/an,61741 kWh/an,Pas de risque d’inondation,Information non communiquée,,A l’acte,Oui,,,,,,,20160126010448,,Super équipée,,Non,,,Oui,,26/01/2026,,"oui, attestation conforme",,,,,,,,,,,,,,,,,,,,,,2,,60 m²,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/chateau/a-vendre/6280/gerpinnes/vbc05385,VBC05385,Château à vendre,1700000,Rue Albert 1er,6280 Gerpinnes,,,,,,,,,,,,,Oui,,,,,,,Mazout,Double vitrage,,4,,2,Oui,,,,7420 m²,,,Oui,,,359 kWh/m²/an,1163917 kWh/an,Information non communiquée,Information non communiquée,,Immédiatement,,,Oui,Oui,,,Non,,,Non équipée,,,,,Oui,,,,"oui, attestation non conforme",,Non,Non,,,Non,,,Non,Non,Non,Non,Non,Non,Non,Non,Non,pas d'application,Non,Non,,,,,,,,,,180 m²,,Oui,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6280/gerpinnes/vbb93075,VBB93075,Maison à vendre,403211,,6280 Gerpinnes,Nouveau,3,,,,,,187 m²,,,,,Oui,1,,,2,,2,,,,4,8 m,,,,,,833 m²,,8 m,,,Oui,,,Information non communiquée,Information non communiquée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6280/gerpinnes/vbb88996,VBB88996,Maison à vendre,373004,,6280 Gerpinnes,Nouveau,4,,,,,,147 m²,,,,,,,,,1,,2,,,,4,11 m,,,,,,657 m²,,11 m,,,Oui,,,Information non communiquée,Information non communiquée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6280/gerpinnes/vbb88995,VBB88995,Maison à vendre,384959,,6280 Gerpinnes,Nouveau,3,,,,,,189 m²,,,,,Oui,1,,,1,,2,,,,4,12 m,,,,,,833 m²,,12 m,,,Oui,,,Information non communiquée,Information non communiquée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6280/gerpinnes/vbb78854,VBB78854,Maison à vendre,135000,,6280 Gerpinnes,,2,,,,,,,Non,,,,,,,,,,,Non specifié,,Nord-ouest,3,,,Non,,Oui,16 m²,337 m²,,,,,,,,Pas de risque d’inondation,Information non communiquée,,A l’acte,,,,,,,,,,,,Non,,,,,,,pas d'application,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/6280/loverval/vwd12784,VWD12784,Villa à vendre,405000,Drève des Dominicains 12,6280 Loverval,Normal,5,22 m²,20 m²,20 m²,13 m²,13 m²,320 m²,,90 m²,Oui,225 m²,Oui,,57 m²,18 m²,2,,,Gaz,Double vitrage,Est,4,,,Oui,,,,1411 m²,,,Oui,Oui,,566 kWh/m²/an,190981 kWh/an,Pas de risque d’inondation,Information non communiquée,Non,A l’acte,Oui,Non,,,Oui,Oui,Non,20250320002996,1983,Semi-équipée,Indépendante,Non,Non,,Oui,Non,,,"oui, attestation non conforme",,,,,2,Non,17 m²,,Non,,Non,Non,Non,Non,Oui,Non,Oui,pas d'application,,,,2,11 m²,,Sud,545 m²,,Non,,17 m²,,,Oui,,Non,Non,Non,,
https://immovlan.be/fr/detail/villa/a-vendre/6280/joncret/vbc51108,VBC51108,Villa à vendre,215000,Rue des Guichoux 18,6280 Joncret,À rénover,3,,,,,,130 m²,Non,30 m²,Non,,Oui,1,,,1,,1,Electrique,,,4,,,,,,,1230 m²,,,,,,796 kWh/m²/an,,Information non communiquée,Information non communiquée,Non,A l’acte,Non,Non,Non,Non,Non,Non,,,1978,,,Non,,,,,13/03/2035,796,"oui, attestation non conforme",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6280/loverval/vbc42361,VBC42361,Maison à vendre,279000,Rue Charon 6,6280 Loverval,À rénover,3,,,,,,116 m²,Non,37 m²,Non,,Oui,1,,,1,,1,Non specifié,,,,,,Oui,,,,740 m²,,,,,,554 kWh/m²/an,,Information non communiquée,Information non communiquée,Non,,Oui,Non,Non,Non,Non,Non,,20250122030078,,,,Non,,,,,,554,pas d'application,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6280/joncret/vbc85182,VBC85182,Maison à vendre,149000,,6280 Joncret,À rénover,2,,,,,,138 m²,Non,,Non,,Oui,1,,,1,,1,,,,3,,,,,,,7943 m²,,,,,,615 kWh/m²/an,,Information non communiquée,Information non communiquée,Non,A l’acte,Oui,Non,Non,Non,Non,Non,,20221128029227,,Semi-équipée,,Non,,,Oui,,28/11/2032,,"non, pas d'attestation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
