ad_link,Ref,Titre,Prix,Addresse,Localite,Etat_du_bien,Année_de_construction,Nombre_de_chambres_à_coucher,Surface_habitable,Caves,Grenier,Véranda,Garage,Nombre_de_Garages,Nombre_de_salles_de_bain,Surface_de_lades_salles_de_bain,Type_de_chauffage,Type_de_vitrage,Ascenseur,Accessible_aux_moins_valides,Étage_de_lappartement,Terrasse_aménagée,Conso_spécifique_dénergie_primaire,Référence_PEB,Date_de_validité_PEB,Attestation__Installation_électrique,Permis_durbanisation_accordé,GscoreLe_score_G_représente_le_risque_dinondation_pour_les_bâtiments_de_plus_de_25m²_et_se_compose_de_4_classes_A_à_DClasse_A_pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,Le_score_G_représente_le_risque_dinondation_pour_les_bâtiments_de_plus_de_25m²_et_se_compose_de_4_classes_A_à_D,PScoreLe_score_P_représente_le_risque_dinondation_pour_les_parcelles_terrains_et_se_compose_de_4_classes_A_à_DClasse_A_pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,Le_score_P_représente_le_risque_dinondation_pour_les_parcelles_terrains_et_se_compose_de_4_classes_A_à_D,Type_de_zone_inondable,Zone_inondable_délimitée,Le_bien_est__classé__ou_fait_partie_dun_ensemble_classé_au_patrimoine,Surface_du_garage,Jardin,Surface_du_jardin,Surface_totale_du_terrain,Meublé,Panneaux_solaires,Chauffage_au_sol,Air_conditionné,Parlophone,Orientation_de_la_façade_du_bien,Largeur_de_la_façade,Nombre_détages_de_limmeuble,Nombre_de_places_de_parking_extérieur,Surface_constructible,Largeur_du_terrain_à_rue,Piscine_extérieure,Bien_actuellement_loué,Disponibilité_du_bien,Surface_du_séjour,Salle_à_manger,Dressing,Buanderie,Local_vélo,Équipement_de_la_cuisine,Nombre_de_toilettes,Nombre_de_façades,Surface_de_la_terrasse,Permis_de_bâtir_obtenu,Le_bien_fait_lobjet_dun_droit_de_préemption,Affectation_urbanistique_la_plus_récente,Orientation_du_jardin,Raccordé_au_gaz_de_ville,Raccordé_à_leau_courante,Profondeur_du_terrain,Pompe_à_chaleur,Surface_de_la_véranda,Surface_des_caves,Surface_du_grenier,Nombre_de_place_de_parking_intérieur,Raccordé_aux_égouts,Attestation__Asbuilt,Conso_annuelle_totale_dénergie_primaire,Surface_chambre_à_coucher_1,Surface_chambre_à_coucher_2,Surface_chambre_à_coucher_3,HammamSaunaJacuzzi,Alarme_antieffraction,Balcon,Appartement_de_service,Surface_du_bureau,Surface_de_la_cuisine,Nombre_de_douches,Emission_de_CO2,Panneaux_solaires_thermiques,Domotique,Porte_daccès_sécurisée,Attestation__Citernes_à_mazout,Surface_chambre_à_coucher_4,Type_de_cuisine,Surface_salle_à_manger,Niveau_E,Niveau_K,Citerne_à_eau_de_pluie,Feu_ouvert,Orientation_de_la_terrasse,Porte_de_garage_motorisée,Clef_électronique,Attestation__Installation_électrique__Validité,Adoucisseur_deau,Attestation__Citernes_à_mazout__Validité,Station_de_charge_électrique,Surface_chambre_à_coucher_5,Maison_basse_énergie,Espace_ouvert_sensible_à_leau__WORG,Possibilités_pour_profession_libérale,Surface_totale,Compteur_électrique_individuel,Compteur_deau_individuel,Compteur_de_gaz_individuel,Adaptations_pour_les_seniors,Niveau_S,GscoreLe_score_G_représente_le_risque_dinondation_pour_les_bâtiments_de_plus_de_25m²_et_se_compose_de_4_classes_A_à_DClasse_A__pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,PScoreLe_score_P_représente_le_risque_dinondation_pour_les_parcelles_terrains_et_se_compose_de_4_classes_A_à_DClasse_A__pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,Surface_du_dressing,Compteur_Bihoraire
https://immovlan.be/fr/detail/maison/a-vendre/8680/koekelare/rbt26655,RBT26655,Maison à vendre,359000,Populiereweg 28,8680 Koekelare,,1978,3,204 m²,Non,Non,Non,Oui,2,1,,Mazout,,Non,Non,,,313 kWh/m²/an,Certificaat-20250430-0003589836-RES-1,,,,,,,,Pas de risque d’inondation,Information non communiquée,Non,,Oui,,740 m²,,,,Non,,,12 m,,2,,19 m,Non,Non,A partir du : 01/12/2025,,Non,Non,Non,Non,Equipée,1,4,,,Non,"Zone d'habitat (résidentiel, urbain ou rural)",,,,36 m,,,,,,,,,,,,,Non,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/1140/evere/vbc51183,VBC51183,Appartement à vendre,229000,,1140 Evere,,,2,100 m²,Non,Non,Non,Oui,1,1,,Mazout,,,,3,Oui,,,,,,,,,,Information non communiquée,Information non communiquée,,,,,,,,,,,,,,,,,,Non,,30 m²,Non,Non,Non,Non,,,2,6 m²,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/duplex/a-vendre/8660/la-panne/rbt41665,RBT41665,Duplex à vendre,329000,Duinkerkelaan 36 0502,8660 La Panne,,2007,3,103 m²,,Non,Non,,,1,,Gaz,,Oui,Non,5,Oui,112 kWh/m²/an,20241113-0003443404-RES-1,,,Non,,,,,Pas de risque d’inondation,Information non communiquée,Non,,,,,,,,Non,,,,8,1,,,,Non,,,Non,Non,Non,Non,Equipée,1,,,Oui,Non,"Zone d'habitat (résidentiel, urbain ou rural)",,,,,,,,,,,,,,,,,Non,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,
https://immovlan.be/fr/detail/maison/a-vendre/5650/walcourt/vbc45914,VBC45914,Maison à vendre,99000,Domaine de Pumont 2,5650 Walcourt,À rénover,,2,89 m²,,,Oui,Oui,1,1,,Bois,Double vitrage,,,,Oui,785 kWh/m²/an,,04/03/2035,"oui, attestation non conforme",,,,,,Information non communiquée,Information non communiquée,,,Oui,,,Oui,,,,,,,,2,,,,Non,A l’acte,,,,,,Equipée,1,4,,,,,,,Oui,,,,,,1,Oui,,70144 kWh/an,,,,,,,,,,1,3,,,,,,Américaine,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/8432/leffinge/rbt03440,RBT03440,Maison à vendre,249000,Leffingestraat 20,8432 Leffinge,,1962,3,121 m²,Non,Oui,Non,Oui,1,1,,Gaz,Double vitrage,Non,Non,,,762 kWh/m²/an,20250212-0003528573-RES-1,,,,,,,,Pas de risque d’inondation,Information non communiquée,Non,,Oui,,356 m²,,,,Non,,Sud,8 m,,2,,12 m,Non,Non,A l’acte,,Non,Non,Non,Non,Non équipée,2,4,,,Non,"Zone d'habitat (résidentiel, urbain ou rural)",,,,27 m,,,,,,,,,,,,,Non,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6560/erquelinnes/vbc74798,VBC74798,Maison à vendre,285000,,6560 Erquelinnes,,,3,185 m²,Non,Oui,Non,,,1,,Non specifié,,,,,Oui,471 kWh/m²/an,20250428003309,,,,,,,,Information non communiquée,Information non communiquée,,,Oui,740 m²,821 m²,,,,,,,,,2,,,,Non,,40 m²,Non,Non,Non,Non,,,4,20 m²,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/6200/chatelet/vbc61899,VBC61899,Appartement à vendre,189000,,6200 Châtelet,Normal,1994,2,,Oui,Oui,,,,1,6 m²,Gaz,Double vitrage,Oui,Oui,4,,188 kWh/m²/an,,25/03/2035,,,,,,,Information non communiquée,Information non communiquée,,,,,,Non,,,,Oui,Nord-ouest,,4,,,,,Oui,,40 m²,,,,,,1,2,,Oui,,,,Oui,Oui,,,,,,,Oui,,19147 kWh/an,13 m²,8 m²,,,,,,,,1,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/8500/courtrai/rbt02313,RBT02313,Maison à vendre,158000,,8500 Courtrai,,1918,2,143 m²,Non,Oui,Non,,,1,,Electrique,Simple vitrage,Non,Non,,,807 kWh/m²/an,20250331-0001872786-RES-2,,,,,,,,Pas de risque d’inondation,Information non communiquée,Non,,Oui,,135 m²,,,,Non,,,4 m,3,,,4 m,Non,Non,A l’acte,,Non,Non,Non,Non,,1,2,,,Non,"Zone d'habitat (résidentiel, urbain ou rural)",,,,,,,,,,,,,,,,,Non,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/8800/roeselare/rbt45961,RBT45961,Appartement à vendre,174000,Kokelaarstraat 19 9,8800 Roeselare,Remis à neuf,1974,2,79 m²,Non,Non,Non,Oui,1,1,,,,Oui,,4,Oui,291 kWh/m²/an,20220629-0002632264-RES-2,29/06/2032,"oui, attestation conforme",,,,,,Pas de risque d’inondation,Information non communiquée,,,Oui,,,,,,Oui,,,,4,,,,,Non,,,Non,Non,Non,Non,,1,2,,Oui,Oui,"Zone d'habitat (résidentiel, urbain ou rural)",Sud,Oui,Oui,,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1400/nivelles/vbc82916,VBC82916,Maison à vendre,390000,Rue Paquette 12,1400 Nivelles,Normal,1950,3,149 m²,Oui,,,Oui,2,1,6 m²,Gaz,Double vitrage,Non,Non,,Oui,307 kWh/m²/an,,19/05/2035,"oui, attestation non conforme",,,,,,Information non communiquée,Information non communiquée,,,Oui,88 m²,212 m²,Non,,,,,,6 m,4,,,6 m,Non,Oui,A l’acte,32 m²,Oui,,,,Equipée,2,2,20 m²,Oui,Non,,Sud,,Oui,36 m,,,35 m²,,,Oui,,,10 m²,15 m²,40 m²,,,,,,10 m²,2,56,,,,,,Américaine,14 m²,,,,,Sud,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/1325/chaumont-gistoux/vbc44488,VBC44488,Appartement à vendre,599000,Corniche d'Or 3,1325 Chaumont-Gistoux,Nouveau,2023,2,135 m²,,Oui,,Oui,1,1,8 m²,Gaz,Double vitrage,Oui,,,Oui,85 kWh/m²/an,,,"oui, attestation conforme",,,,,,Information non communiquée,Information non communiquée,,,,,,,,,,Oui,,,2,,,,Non,,Immédiatement,60 m²,,,,,Super équipée,2,3,29 m²,,,,,Oui,Oui,,,,,,,Oui,,,16 m²,15 m²,,,,,,,11 m²,1,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/1325/chaumont-gistoux/vbc44078,VBC44078,Appartement à vendre,499000,Corniche d'Or 4,1325 Chaumont-Gistoux,Nouveau,2023,2,133 m²,,,,Oui,,1,8 m²,Gaz,Double vitrage,Oui,,0,Oui,80 kWh/m²/an,,,"oui, attestation conforme",,,,,,Information non communiquée,Information non communiquée,,,Oui,,,,,,,Oui,,,2,,,,Non,,Immédiatement,,,,,,Super équipée,2,2,14 m²,,,,,Oui,,,,,,,,Oui,,,22 m²,16 m²,,,,,,,,1,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/5100/jambes/vbc55980,VBC55980,Appartement à vendre,199000,Rue des Cotelis Jambois 1 C2,5100 Jambes,Normal,,2,78 m²,Non,Non,Non,Oui,1,1,,,,Non,,2,Non,213 kWh/m²/an,20250322009043,,pas d'application,,,,,,Information non communiquée,Information non communiquée,,,Non,,,Non,,,,,,,,,,,,Non,,,Non,Non,Non,Non,Semi-équipée,1,,,,,,,,,,,,,,,,,17748 kWh/an,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/8660/la-panne/rbt02925,RBT02925,Appartement à vendre,310000,Duinkerkelaan 60 0201,8660 La Panne,,1992,3,88 m²,Non,Non,Non,,,1,,Gaz,Double vitrage,Oui,Non,2,Oui,111 kWh/m²/an,20240530-0003265552-RES-1,,,,,,,,Pas de risque d’inondation,Information non communiquée,Non,,,,,,,,Non,,,,5,,,,Non,Non,A l’acte,,Non,Non,Non,Non,Equipée,2,,,,Non,"Zone d'habitat (résidentiel, urbain ou rural)",,,,,,,,,,,,,,,,,Non,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6700/arlon/vbc56198,VBC56198,Maison à vendre,350000,Rue des Genêts 6,6700 Arlon,Normal,,4,125 m²,Non,Non,Non,Oui,,1,,Electrique,,Non,,,Oui,238 kWh/m²/an,20250330004047,30/03/2035,pas d'application,,,,,,Pas de risque d’inondation,Information non communiquée,,,Oui,,166 m²,Non,,,,,Sud-ouest,7 m,,,170 m²,,,Non,A convenir,,Non,Non,Non,Non,Super équipée,,2,35 m²,,,,,,Oui,27 m,,,,,,,,,,,,,,,,,,,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/8900/ieper/rbj91719,RBJ91719,Maison à vendre,337040,Aquastraat 1,8900 Ieper,Nouveau,,3,,Non,Non,Non,,,,,,,,,,,,,,"oui, attestation conforme",,,,,,Information non communiquée,Information non communiquée,,,,,,,,,,,,,,,,,Non,Non,,,Non,Non,Non,Non,,,3,,,,"Zone, info non disponible",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1490/court-saint-etienne/vbc69029,VBC69029,Maison à vendre,550000,Clos de Profondval 29,1490 Court-Saint-Étienne,,,3,175 m²,Non,Non,Non,,,1,,,,Non,,,Oui,211 kWh/m²/an,20230610010138,10/06/2033,pas d'application,,,,,,Information non communiquée,Information non communiquée,,,Oui,,557 m²,Non,,,,,,,,,,,Oui,Non,,35 m²,Non,Non,Non,Non,Non équipée,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/rez-de-chaussee/a-vendre/2530/boechout/rbt63373,RBT63373,Rez-de-chaussée à vendre,265000,Kardinaal Sterckxstraat 7 1,2530 Boechout,Normal,1969,2,77 m²,Non,Non,Oui,,,1,3 m²,Gaz,Double vitrage,Non,Non,,,257 kWh/m²/an,20250605-0003617922RES-1,05/06/2035,"non, pas d'attestation",Non,,,,,Pas de risque d’inondation,Information non communiquée,Non,,Oui,,,,,,,Oui,,,2,,79 m²,,,,,,,,,,,,,,,Non,,,,,,,13 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/5190/moustier-sur-sambre/vbc78966,VBC78966,Maison à vendre,249000,Rue de jemeppe 39,5190 Moustier-Sur-Sambre,Normal,1920,5,208 m²,Oui,Oui,,Oui,1,1,5 m²,Mazout,Double vitrage,Non,Non,,Oui,418 kWh/m²/an,,,"oui, attestation conforme",,,,,,Pas de risque d’inondation,Information non communiquée,,,Oui,1387 m²,1567 m²,Non,Oui,,,,,10 m,4,3,,10 m,Non,,A l’acte,,Oui,,,,Equipée,1,3,28 m²,,,,,,,74 m,,,36 m²,46 m²,,Oui,,,15 m²,22 m²,16 m²,,,,,15 m²,9 m²,1,,,,,,16 m²,Américaine,23 m²,,,,,,,,,,,,19 m²,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/1060/saint-gilles/vbc70285,VBC70285,Appartement à vendre,290000,Chaussée de Waterloo 222,1060 Saint-Gilles,À rénover,,4,175 m²,Non,Oui,Non,,,1,5 m²,Gaz,,,,2,Oui,964 kWh/m²/an,20240813-0000687542-01-3,,"oui, attestation non conforme",,,,,,Information non communiquée,Information non communiquée,,,,,,,Non,Non,Non,Non,,,3,,,,Non,Non,Immédiatement,45 m²,Oui,Oui,Non,Non,Non équipée,,2,3 m²,,Non,,,,Oui,,,,,33 m²,,Oui,Non,,14 m²,14 m²,13 m²,Non,Non,,,,11 m²,,194,Non,Non,Non,pas d'application,10 m²,,,,,,Non,,,,,,,,,Non,,,,,Oui,,,,,,,
https://immovlan.be/fr/detail/studio/a-vendre/4102/ougree/vbc60776,VBC60776,Studio à vendre,56500,Rue de l'Enseignement 101 1,4102 Ougrée,À rénover,,1,32 m²,Non,Non,Non,,,1,2 m²,Electrique,Double vitrage,Non,Non,1,,920 kWh/m²/an,20250319027738,19/03/2035,pas d'application,Non,,,,,Pas de risque d’inondation,Information non communiquée,Non,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,340026 kWh/an,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/studio/a-vendre/4102/ougree/vbc60777,VBC60777,Studio à vendre,56500,Rue de l'Enseignement 101 2,4102 Ougrée,À rénover,,1,28 m²,Non,Non,Non,,,1,3 m²,Electrique,Double vitrage,Non,Non,1,,770 kWh/m²/an,20250319027216,19/03/2035,pas d'application,Non,,,,,Pas de risque d’inondation,Information non communiquée,Non,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23567 kWh/an,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/9500/grammont/rbt73322,RBT73322,Appartement à vendre,155000,Ezelberg 2 13,9500 Grammont,Normal,2008,1,51 m²,,,,,,1,3 m²,Gaz,Double vitrage,Oui,,,,93 kWh/m²/an,,27/12/2033,"oui, attestation conforme",Non,,,,,Information non communiquée,Information non communiquée,,,,,,Non,,,,Oui,Ouest,,1,,,,,Non,A l’acte,23 m²,,,,,Equipée,1,,,Oui,Non,,,Oui,Oui,,,,,,,Oui,,,10 m²,,,,,,,,4 m²,,,,,,,,Américaine,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/immeuble-mixte/a-vendre/5002/saint-servais/vbc92142,VBC92142,Immeuble mixte à vendre,190000,,5002 Saint-Servais,À rénover,1930,4,165 m²,Oui,Oui,Oui,,,1,,Gaz,Double vitrage,,,,Oui,393 kWh/m²/an,,11/06/2034,,,,,,,Information non communiquée,Information non communiquée,,,,,170 m²,Non,,,,Oui,Ouest,6 m,2,,,,,,A l’acte,15 m²,Oui,,,,Equipée,1,3,15 m²,,,,,,,,,,,,,,,80697 kWh/an,16 m²,15 m²,16 m²,,,,,,10 m²,,,,,,,12 m²,Américaine,15 m²,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/9300/alost/rbt73321,RBT73321,Maison à vendre,195000,Kalfstraat 10,9300 Alost,À rénover,1899,1,105 m²,Non,,Non,,,1,,Gaz,,Non,,,Oui,673 kWh/m²/an,20230123-0002789248-RES-1,,"oui, attestation conforme",,,,,,Pas de risque d’inondation,Information non communiquée,,,Oui,,110 m²,Non,,,,,,,2,,,,,Non,A l’acte,,Non,Non,Non,Non,,1,2,,,Non,"Zone d'habitat (résidentiel, urbain ou rural)",,Oui,Oui,,,,,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/9600/renaix/rbt73320,RBT73320,Maison à vendre,179500,Bredestraat 39,9600 Renaix,Normal,,3,152 m²,Oui,Oui,,,,1,,Gaz,Double vitrage,Non,,,,293 kWh/m²/an,,19/02/2025,"oui, attestation conforme",,,,,,Pas de risque d’inondation,Information non communiquée,,,,,70 m²,,,,,,,5 m,3,,,,,,A l’acte,,,,,,Equipée,2,2,,,,,,Oui,Oui,,,,,,,Oui,,,,,,,,,,,,1,,,,,,,Américaine,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/duplex/a-vendre/9860/oosterzele/rbt73318,RBT73318,Duplex à vendre,569000,Stationsstraat 11,9860 Oosterzele,,,3,184 m²,Non,,Non,Oui,2,1,,,,Non,,,,312 kWh/m²/an,,,"oui, attestation conforme",,,,,,Pas de risque d’inondation,Information non communiquée,,,Oui,,,Non,,,,,,,,,,,,Non,A l’acte,,Non,Non,Non,Non,,,4,,,,"Zone d'habitat (résidentiel, urbain ou rural)",,Oui,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/immeuble-mixte/a-vendre/9690/kluisbergen/rbt73317,RBT73317,Immeuble mixte à vendre,295000,Kapellestraat 22,9690 Kluisbergen,Normal,1956,5,277 m²,,,,,,1,8 m²,Gaz,Double vitrage,Non,,,Oui,326 kWh/m²/an,,11/06/2035,"non, pas d'attestation",,,,,,Pas de risque d’inondation,Information non communiquée,,,Oui,70 m²,306 m²,Non,,,,,,8 m,3,,,8 m,,Non,A l’acte,24 m²,,,,,Super équipée,3,2,22 m²,,Non,,,Oui,Oui,,,,,,,Oui,,,13 m²,11 m²,11 m²,,,,,,16 m²,,12331,,,,,12 m²,,,,,,,Nord-est,,,,,,,16 m²,,Non,,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/1332/genval/vbc92140,VBC92140,Villa à vendre,650000,,1332 Genval,Excellent,1951,5,206 m²,Oui,Oui,,,,2,,Mazout,Double vitrage,Non,Non,,Oui,412 kWh/m²/an,,06/06/2035,"oui, attestation conforme",Non,,,,,Information non communiquée,Information non communiquée,,,Oui,,1035 m²,Non,,,,Oui,Sud-ouest,10 m,,3,,10 m,,Non,A l’acte,44 m²,,,,,Equipée,4,4,30 m²,,Non,,,,Oui,,,,,,,Oui,,84759 kWh/an,13 m²,18 m²,10 m²,,,,,,17 m²,,,,,,,9 m²,Américaine,,,,,,Sud-ouest,,,,,,Oui,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6001/marcinelle/vbc92139,VBC92139,Maison à vendre,199900,,6001 Marcinelle,,,3,159 m²,Non,,Non,,,1,,Gaz,,Non,,,Oui,552 kWh/m²/an,20180506008886,06/05/2028,pas d'application,,,,,,Pas de risque d’inondation,Information non communiquée,,,Oui,125 m²,224 m²,Non,,,,,,,,,84 m²,,,Non,,26 m²,Non,Non,Non,Non,,1,2,12 m²,,,,,Oui,Oui,45 m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7340/wasmes/vbc92137,VBC92137,Maison à vendre,230000,,7340 Wasmes,,,3,179 m²,Non,,Non,,,,,Non specifié,,Non,,,Oui,387 kWh/m²/an,20250611029888,11/06/2035,pas d'application,,,,,,Pas de risque d’inondation,Information non communiquée,,,Oui,,873 m²,Non,,,,,,,,,,,,Non,A l’acte,,Non,Non,Non,Non,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/1040/etterbeek/vbc92136,VBC92136,Appartement à vendre,225000,,1040 Etterbeek,,1953,1,64 m²,Non,,Non,,,1,,Non specifié,,Non,,3,Oui,,,,pas d'application,,,,,,Information non communiquée,Information non communiquée,,,,,,Non,,,,,,,3,,,,,Non,A l’acte,25 m²,Non,Non,Non,Non,,1,,2 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/5310/hanret/vbc92135,VBC92135,Appartement à vendre,250000,Route de Champion 74A 5,5310 Hanret,Normal,2006,3,125 m²,Non,,Non,,,1,,,,Non,,,,318 kWh/m²/an,20220218019460,18/02/2032,"oui, attestation conforme",,,,,,Pas de risque d’inondation,Information non communiquée,,,Oui,38 m²,,Non,,,,,Nord-ouest,,2,2,294 m²,,,Non,A l’acte,,Non,Non,Non,Non,,1,4,,,,,,,Oui,28 m,,,,,,,,,,,,,,,,,,,1224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/5021/boninne/vbc92134,VBC92134,Maison à vendre,430000,Rue de la Jachère 7,5021 Boninne,À rénover,1960,4,220 m²,Non,,Non,Oui,1,1,,Mazout,,Non,,,Oui,320 kWh/m²/an,20250501001409,01/05/2035,"oui, attestation non conforme",,,,,,Pas de risque d’inondation,Information non communiquée,,,Oui,70 m²,1988 m²,Non,,,,,Nord-ouest,20 m,,,216 m²,,,Non,A partir du : 01/03/2026,35 m²,Non,Non,Non,Non,,2,4,35 m²,,,,,,Oui,50 m,,,,,,,,,,,,,,,,21 m²,,1,80000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1330/rixensart/vbc92130,VBC92130,Maison à vendre,575000,Avenue du Bois Là-Haut 25,1330 Rixensart,Normal,1964,3,160 m²,Oui,,,Oui,1,2,,,Double vitrage,Non,Oui,,Oui,190 kWh/m²/an,,02/04/2025,"oui, attestation conforme",,,,,,Pas de risque d’inondation,Information non communiquée,,,Oui,500 m²,1000 m²,Non,,,,,,,,3,,,,,A l’acte,44 m²,Oui,,,,,3,4,25 m²,,,,,Oui,Oui,,,,,,2,Oui,,190 kWh/an,16 m²,13 m²,13 m²,,,,,7 m²,14 m²,1,35,,,,,,,,,,,,Ouest,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/1090/jette/vbc92129,VBC92129,Appartement à vendre,239000,,1090 Jette,Excellent,1973,2,88 m²,Oui,,,Oui,,1,,Gaz,Double vitrage,Oui,Non,22,Oui,69 kWh/m²/an,,,"oui, attestation conforme",,,,,,Pas de risque d’inondation,Information non communiquée,,,,,,Non,,,,,Nord,62 m,25,,,62 m,Oui,,A l’acte,30 m²,,,,,Equipée,1,2,9 m²,,,,,Oui,,,,,,,1,Oui,,6054 kWh/an,13 m²,11 m²,,,,,,,9 m²,1,17,,,,,,Américaine,,,,,,Sud,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4460/grace-hollogne/vbc92128,VBC92128,Maison à vendre,190000,Rue du Couvent 21,4460 Grâce-Hollogne,Normal,1899,2,88 m²,,,,,,1,,,Double vitrage,Non,Non,,Oui,335 kWh/m²/an,,07/05/2035,"oui, attestation non conforme",,,,,,Pas de risque d’inondation,Information non communiquée,,,Oui,,220 m²,Non,,,,,Nord-ouest,,1,,,,,Non,A l’acte,10 m²,Oui,,,,Equipée,2,3,,Non,Non,,,,Oui,,,,,,,Oui,,29387 kWh/an,12 m²,14 m²,,,,,,,11 m²,,,,,,,,Américaine,10 m²,,,,,,,,,,,,,,,,,,,,,,,,,
