ad_link,Ref,Titre,Prix,Addresse,Localite,Bien_actuellement_loué,Année_de_construction,Disponibilité_du_bien,Nombre_de_chambres_à_coucher,Surface_habitable,Meublé,Caves,Grenier,Véranda,Salle_à_manger,Dressing,Buanderie,Local_vélo,Garage,Nombre_de_salles_de_bain,Nombre_de_toilettes,Type_de_chauffage,Ascenseur,Orientation_de_la_façade_du_bien,Nombre_de_façades,Nombre_détages_de_limmeuble,Jardin,Terrasse_aménagée,Surface_de_la_terrasse,Surface_totale_du_terrain,Profondeur_du_terrain,Conso_spécifique_dénergie_primaire,Référence_PEB,Emission_de_CO2,Attestation__Installation_électrique,Le_bien_fait_lobjet_dun_droit_de_préemption,Attestation__Asbuilt,Type_de_zone_inondable,Zone_inondable_délimitée,Etat_du_bien,Surface_chambre_à_coucher_1,Surface_chambre_à_coucher_2,Surface_chambre_à_coucher_3,Surface_du_séjour,Surface_des_caves,Nombre_de_Garages,Équipement_de_la_cuisine,Type_de_cuisine,Surface_de_la_cuisine,Nombre_de_douches,Surface_de_lades_salles_de_bain,Type_de_vitrage,Accessible_aux_moins_valides,Largeur_de_la_façade,Nombre_de_places_de_parking_extérieur,Surface_du_jardin,Orientation_du_jardin,Largeur_du_terrain_à_rue,Raccordé_aux_égouts,Piscine_extérieure,Permis_de_bâtir_obtenu,Permis_durbanisation_accordé,Citerne_à_eau_de_pluie,Parlophone,Orientation_de_la_terrasse,Raccordé_au_gaz_de_ville,Raccordé_à_leau_courante,Conso_annuelle_totale_dénergie_primaire,Date_de_validité_PEB,Surface_chambre_à_coucher_4,Surface_salle_à_manger,Nombre_de_place_de_parking_intérieur,Surface_du_garage,Panneaux_solaires,Étage_de_lappartement,Surface_constructible,Le_bien_est__classé__ou_fait_partie_dun_ensemble_classé_au_patrimoine,Espace_ouvert_sensible_à_leau__WORG,Surface_du_grenier,Alarme_antieffraction,Air_conditionné,Maison_basse_énergie,Panneaux_solaires_thermiques,Chauffage_au_sol,Pompe_à_chaleur,Compteur_électrique_individuel,Compteur_Bihoraire,Compteur_deau_individuel,Compteur_de_gaz_individuel,Domotique,Porte_daccès_sécurisée,HammamSaunaJacuzzi,Feu_ouvert,Adaptations_pour_les_seniors,Appartement_de_service,Attestation__Citernes_à_mazout,Attestation__Installation_électrique__Validité,Surface_du_bureau,Surface_chambre_à_coucher_5,GscoreLe_score_G_représente_le_risque_dinondation_pour_les_bâtiments_de_plus_de_25m²_et_se_compose_de_4_classes_A_à_DClasse_A__pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,Le_score_G_représente_le_risque_dinondation_pour_les_bâtiments_de_plus_de_25m²_et_se_compose_de_4_classes_A_à_D,Surface_du_dressing,Affectation_urbanistique_la_plus_récente,Surface_totale,Station_de_charge_électrique,Balcon,Niveau_E,Niveau_K,GscoreLe_score_G_représente_le_risque_dinondation_pour_les_bâtiments_de_plus_de_25m²_et_se_compose_de_4_classes_A_à_DClasse_A_pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,PScoreLe_score_P_représente_le_risque_dinondation_pour_les_parcelles_terrains_et_se_compose_de_4_classes_A_à_DClasse_A_pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,Le_score_P_représente_le_risque_dinondation_pour_les_parcelles_terrains_et_se_compose_de_4_classes_A_à_D,Porte_de_garage_motorisée,Clef_électronique,Adoucisseur_deau,Attestation__Citernes_à_mazout__Validité,Possibilités_pour_profession_libérale,Niveau_S,Surface_de_la_véranda
https://immovlan.be/fr/detail/maison/a-vendre/4400/flemalle/vbc86144,VBC86144,Maison à vendre,49900,Route Napoléon 10,4400 Flémalle,Oui,,A l’acte,2,123 m²,Non,,Oui,,,,,,,1,1,Gaz,Non,Sud-est,2,1,,Oui,,89 m²,,569 kWh/m²/an,,104,"oui, attestation non conforme",Non,,Pas de risque d’inondation,Information non communiquée,Normal,14 m²,16 m²,,,,,Semi-équipée,Kitchenette,7 m²,1,,,Non,5 m,,,,5 m,Oui,Non,Non,Non,,,,Oui,Oui,57656 kWh/an,26/03/2035,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,09/08/2019,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4400/flemalle-grande/vbc85903,VBC85903,Maison à vendre,190000,Rue Baldaz 1,4400 Flémalle-Grande,Non,1952,A l’acte,2,90 m²,,Non,Non,Non,Non,Non,Non,Non,Oui,,2,Gaz,,,3,1,Oui,Oui,9 m²,142 m²,,422 kWh/m²/an,20250321006015,,"oui, attestation non conforme",Non,,Information non communiquée,Information non communiquée,Normal,12 m²,11 m²,,23 m²,,,,,9 m²,1,,Double vitrage,,6 m,1,75 m²,,,Oui,,,,,,,,,,,,,1,,Oui,,,,,,Oui,,,,,,,,,,,,,,,,,,4 m²,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4400/awirs/vbc84386,VBC84386,Maison à vendre,220000,rue des Awirs 158,4400 Awirs,,1960,,2,95 m²,Non,Oui,Non,Non,,,,,Oui,1,,Mazout,Non,,,1,Oui,Oui,14 m²,287 m²,,485 kWh/m²/an,20151129009220,120,"non, pas d'attestation",,,Pas de risque d’inondation,Information non communiquée,Normal,,,,,14 m²,1,,,,,,Double vitrage,Non,,,100 m²,,,,,,Non,,,,,,95129 kWh/an,29/11/2025,,,,24 m²,,,150 m²,Non,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4400/flemalle/vbc81204,VBC81204,Maison à vendre,149000,Rue Champs d'Oiseaux 248,4400 Flémalle,Non,,A l’acte,2,,Non,Oui,Oui,,Oui,,,,,1,1,Gaz,Non,Sud,3,,Oui,Oui,13 m²,611 m²,,416 kWh/m²/an,,,"oui, attestation non conforme",Non,,Pas de risque d’inondation,Information non communiquée,,24 m²,7 m²,,20 m²,,,Super équipée,,16 m²,1,,Double vitrage,Non,6 m,2,470 m²,,6 m,Oui,Non,Non,Non,,,Ouest,Oui,Oui,45325 kWh/an,28/11/2021,,17 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/4400/flemalle/vbc79344,VBC79344,Villa à vendre,499000,Route de France 674,4400 Flémalle,,2000,A l’acte,4,267 m²,Non,Oui,,,,,,,Oui,1,1,,Non,Est,4,,Oui,Oui,20 m²,1560 m²,,139 kWh/m²/an,,36,"oui, attestation conforme",Non,,Pas de risque d’inondation,Inondable délimitée,À rénover,11 m²,13 m²,17 m²,34 m²,,1,Equipée,Américaine,25 m²,1,,Double vitrage,Oui,15 m,3,,,15 m,Oui,Non,Non,Non,,,Ouest,,Oui,37262 kWh/an,18/05/2035,24 m²,,1,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4400/flemalle/vbc77835,VBC77835,Maison à vendre,200000,Avenue Marcel Cools 34,4400 Flémalle,Non,1899,A l’acte,2,115 m²,Non,,Oui,,Oui,,,,Oui,1,2,Mazout,Non,,4,1,Oui,Oui,76 m²,,,433 kWh/m²/an,,,"oui, attestation conforme",,,Pas de risque d’inondation,Inondable délimitée,Normal,12 m²,15 m²,,18 m²,,1,,,14 m²,1,,Double vitrage,Non,,,,,,,Non,,,,,,,Oui,61834 kWh/an,18/04/2035,,14 m²,1,,,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4400/flemalle/vbc74643,VBC74643,Maison à vendre,195000,Rue Houlbouse 33,4400 Flémalle,Non,1850,A l’acte,3,212 m²,Non,Oui,Oui,,,,,,,,2,,Non,Est,2,2,Oui,,,11701 m²,,83 kWh/m²/an,,21,"non, pas d'attestation",Non,,Pas de risque d’inondation,Information non communiquée,À rénover,20 m²,29 m²,70 m²,63 m²,,,,Indépendante,,,,Double vitrage,Non,11 m,,1212 m²,,11 m,,Non,,,,,,Oui,Oui,21668 kWh/an,06/05/2035,,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4400/flemalle/vbc73259,VBC73259,Maison à vendre,319000,"Rue Sart d'Avette, 155",4400 Flémalle,,,,3,151 m²,,,,,,,,,Oui,1,,Air pulsé,,,2,,Oui,,,323 m²,,,,,,,,Information non communiquée,Information non communiquée,,,,,50 m²,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/bungalow/a-vendre/4400/flemalle/vbc68325,VBC68325,Bungalow à vendre,199000,Rue Remy Damas 8,4400 Flémalle,Non,,A l’acte,2,85 m²,Non,Oui,,,,,,,Oui,1,1,Gaz,Non,,4,,Oui,,,422 m²,,497 kWh/m²/an,,,"non, pas d'attestation",,,Pas de risque d’inondation,Information non communiquée,À rénover,15 m²,12 m²,,23 m²,,,Equipée,Américaine,11 m²,1,,,Non,9 m,,200 m²,,9 m,Oui,Non,,,,Oui,,Oui,Oui,51217 kWh/an,18/09/2033,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4400/flemalle/vbc68093,VBC68093,Maison à vendre,235000,Rue Rouffa 65,4400 Flémalle,,,A l’acte,3,233 m²,Non,Oui,Oui,,Oui,,,,Oui,1,1,Mazout,Non,,3,,Oui,Oui,,388 m²,,,,77,,,,Pas de risque d’inondation,Information non communiquée,Normal,13 m²,17 m²,20 m²,20 m²,,2,Semi-équipée,Kitchenette,12 m²,1,,Double vitrage,Non,,,230 m²,,,Oui,,,,,,,,Oui,71326 kWh/an,28/10/2034,,12 m²,2,,Oui,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4400/flemalle/vbc67566,VBC67566,Maison à vendre,265000,Rue du Village 71,4400 Flémalle,Non,1900,A l’acte,3,135 m²,Oui,,,,,,,,,1,2,Gaz,Non,Sud-est,2,1,Oui,Oui,10 m²,145 m²,,206 kWh/m²/an,,38,"non, pas d'attestation",Non,,Pas de risque d’inondation,Information non communiquée,Excellent,21 m²,12 m²,14 m²,48 m²,,,Semi-équipée,Kitchenette,20 m²,1,,Double vitrage,Non,5 m,,50 m²,,5 m,Oui,Non,Non,Non,,,Nord-ouest,Oui,Oui,32865 kWh/an,09/10/2034,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/bungalow/a-vendre/4400/ivoz-ramet/vbc65614,VBC65614,Bungalow à vendre,179000,Chaussée de Ramioul 350,4400 Ivoz-Ramet,Non,1978,A l’acte,2,62 m²,,Non,Non,Non,Non,Non,Non,Non,Oui,1,,Mazout,,,4,,,,,543 m²,,435 kWh/m²/an,20250417029395,,,,,Information non communiquée,Information non communiquée,,12 m²,10 m²,,,,,,,,,,Double vitrage,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4400/mons-lez-liege/vbc65496,VBC65496,Maison à vendre,280000,Rue du Vicinal 21,4400 Mons-Lez-Liège,Non,1936,A l’acte,4,263 m²,,Non,Oui,Non,Non,Oui,Non,Non,Oui,1,2,Mazout,,,4,,Oui,Oui,,500 m²,,339 kWh/m²/an,20250412009282,,,Non,,Information non communiquée,Information non communiquée,Normal,,,,,,,Equipée,,,1,,Double vitrage,,,,,,,Oui,,,,,,,,,,,,,2,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4400/flemalle/vbc65288,VBC65288,Maison à vendre,239000,Sart d'Avette 43,4400 Flémalle,Non,,A l’acte,3,120 m²,Non,,Oui,,Oui,,,,,2,2,Gaz,Non,Sud-est,2,2,Oui,Oui,49 m²,116 m²,,116 kWh/m²/an,,,"oui, attestation conforme",Non,,Pas de risque d’inondation,Inondable délimitée,Excellent,19 m²,9 m²,10 m²,18 m²,,,Equipée,Américaine,17 m²,2,,Double vitrage,Non,6 m,,,,6 m,Oui,Non,Non,Non,,,Nord-ouest,Oui,Oui,18813 kWh/an,29/12/2033,,17 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4400/mons-lez-liege/vbc64878,VBC64878,Maison à vendre,275000,Rue Baron 38,4400 Mons-Lez-Liège,,,A l’acte,3,130 m²,Non,Oui,,,,,,,Oui,1,2,Mazout,Non,,3,,Oui,Oui,,850 m²,,315 kWh/m²/an,,78,"oui, attestation conforme",Non,,Pas de risque d’inondation,Information non communiquée,Normal,17 m²,14 m²,25 m²,35 m²,18 m²,2,Semi-équipée,Kitchenette,20 m²,1,,Double vitrage,Non,5 m,5,,,5 m,Oui,Oui,,,,,Sud-est,,Oui,51628 kWh/an,16/04/2035,,,,40 m²,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/4400/flemalle/vbc64605,VBC64605,Appartement à vendre,79000,Rue Edgard Doneux 12,4400 Flémalle,,,,1,53 m²,Non,Oui,Non,Non,,,,,,1,,Gaz,Non,,,2,,,,,,663 kWh/m²/an,20161226004427,,"non, pas d'attestation",,,Pas de risque d’inondation,Information non communiquée,Normal,,,,,,,,,,,,Double vitrage,Non,,,,,,,,,Non,,Oui,,,,,26/12/2026,,,,,,2,206 m²,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4400/flemalle/vbc64292,VBC64292,Maison à vendre,175000,Grand'Route 282,4400 Flémalle,Non,,A l’acte,2,120 m²,Non,,,,,,,,,2,2,Mazout,Non,,2,2,Oui,Oui,40 m²,135 m²,,412 kWh/m²/an,,101,"oui, attestation non conforme",Non,,Pas de risque d’inondation,Information non communiquée,À rénover,22 m²,20 m²,,,,,Semi-équipée,Kitchenette,,2,,Double vitrage,Oui,6 m,,40 m²,,6 m,Oui,Non,Non,Non,,,Sud-est,,,14646 kWh/an,16/12/2034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4400/flemalle/vbc64289,VBC64289,Maison à vendre,169500,Rue Elva 55,4400 Flémalle,,1965,,1,70 m²,Non,Oui,,,,,,,Oui,1,1,Mazout,Non,Sud-est,2,1,Oui,Oui,,298 m²,,546 kWh/m²/an,,135,"oui, attestation non conforme",Non,,Pas de risque d’inondation,Information non communiquée,Normal,13 m²,,,18 m²,,1,Semi-équipée,Kitchenette,8 m²,1,,,Non,,,,,,,Non,Oui,Non,,Oui,Nord-ouest,Oui,Oui,42124 kWh/an,23/11/2026,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4400/flemalle/vbc64288,VBC64288,Maison à vendre,175000,Grand'Route 282,4400 Flémalle,Non,,A l’acte,2,120 m²,Non,,,,,,,,,2,2,Mazout,Non,,2,2,Oui,Oui,40 m²,135 m²,,412 kWh/m²/an,,101,"oui, attestation non conforme",Non,,Pas de risque d’inondation,Information non communiquée,À rénover,22 m²,20 m²,,,,,Semi-équipée,Kitchenette,,2,,Double vitrage,Oui,6 m,,40 m²,,6 m,Oui,Non,Non,Non,,,Sud-est,,,14646 kWh/an,16/12/2034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4400/flemalle/vbc40617,VBC40617,Maison à vendre,329000,"Rue Sart d'Avette, 153",4400 Flémalle,,,,3,149 m²,,,,,,,,,Oui,1,,Air pulsé,,,3,,Oui,,,280 m²,,,,,,,,Information non communiquée,Information non communiquée,,,,,50 m²,,1,,,,,,,,,2,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4400/flemalle/vbc63762,VBC63762,Maison à vendre,199500,"Rue Sart d'Avette, 157",4400 Flémalle,,,,3,149 m²,,,,,,,,,Oui,1,,Non specifié,,,2,,Oui,,,318 m²,,,,,,,,Information non communiquée,Information non communiquée,,,,,50 m²,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4400/flemalle/vbc63761,VBC63761,Maison à vendre,199500,"Rue Sart d'Avette, 157",4400 Flémalle,,,,3,151 m²,,,,,,,,,Oui,1,,Non specifié,,,2,,Oui,,,299 m²,,,,,,,,Information non communiquée,Information non communiquée,,,,,50 m²,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4400/flemalle/vbc40621,VBC40621,Maison à vendre,199500,"Rue Sart d'Avette, 157",4400 Flémalle,,,,3,149 m²,,,,,,,,,Oui,1,,Non specifié,,,2,,Oui,,,318 m²,,,,,,,,Information non communiquée,Information non communiquée,,,,,50 m²,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4400/flemalle/vbc63760,VBC63760,Maison à vendre,199500,"Rue Sart d'Avette, 157",4400 Flémalle,,,,3,149 m²,,,,,,,,,Oui,1,,Non specifié,,,2,,Oui,,,280 m²,,,,,,,,Information non communiquée,Information non communiquée,,,,,50 m²,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4400/flemalle/vbc63079,VBC63079,Maison à vendre,249000,Rue Émile Vandervelde 15,4400 Flémalle,Non,1930,A l’acte,4,120 m²,,Oui,,,Oui,,,,,1,1,Air pulsé,Non,,2,2,Oui,Oui,5 m²,50 m²,,234 kWh/m²/an,,67,"oui, attestation conforme",,,Pas de risque d’inondation,Information non communiquée,Normal,17 m²,13 m²,17 m²,26 m²,,,,,9 m²,1,,Double vitrage,Non,5 m,,40 m²,,5 m,Oui,Non,,,,,,,Oui,35404 kWh/an,18/06/2034,13 m²,9 m²,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/4400/flemalle/vbc62509,VBC62509,Appartement à vendre,109000,Place de la Gare 6,4400 Flémalle,Oui,,A l’acte,1,60 m²,Non,,,,,,,,,1,1,Gaz,Non,Est,3,2,,,,,,324 kWh/m²/an,,,"oui, attestation conforme",Non,,Pas de risque d’inondation,Information non communiquée,Normal,15 m²,,,20 m²,,,Equipée,Américaine,13 m²,1,4 m²,Double vitrage,Non,14 m,,,,14 m,Oui,Non,Non,Non,,,,Oui,Oui,21393 kWh/an,03/09/2018,,,,,,2,,,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4400/flemalle/vbc38671,VBC38671,Maison à vendre,149000,Rue Jean-Louis Adam 246,4400 Flémalle,Non,1900,A l’acte,1,71 m²,Non,Oui,Oui,,Oui,,,,Oui,1,1,Mazout,Non,Nord,3,2,Oui,Oui,25 m²,463 m²,,678 kWh/m²/an,,,"oui, attestation conforme",Non,,Pas de risque d’inondation,Information non communiquée,Normal,15 m²,,,15 m²,,1,Equipée,Américaine,10 m²,1,,Double vitrage,Non,10 m,1,260 m²,,10 m,Oui,Non,Non,Non,Oui,,Sud,,Oui,64923 kWh/an,19/04/2027,,10 m²,1,,,,,,,,,,,,,,,,,,,,,,,,,06/06/2018,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4400/flemalle/vbc61771,VBC61771,Maison à vendre,75000,Route Napoléon 75,4400 Flémalle,,,A l’acte,2,103 m²,Non,Oui,,Oui,Oui,,,,Oui,1,1,,Non,Ouest,4,1,Oui,,,140 m²,,785 kWh/m²/an,,,"oui, attestation non conforme",,,Pas de risque d’inondation,Information non communiquée,À rénover,11 m²,5 m²,,18 m²,,1,Semi-équipée,Kitchenette,10 m²,1,,Double vitrage,Non,,,32 m²,,,,Non,,,,,,,,73841 kWh/an,09/10/2033,,15 m²,1,,,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4400/flemalle/vbc61595,VBC61595,Maison à vendre,399000,Rue de Mons-Lez-Liege 120,4400 Flémalle,,1992,A l’acte,5,,,Oui,,,Oui,,,,Oui,1,2,Mazout,Non,,4,1,Oui,Oui,,,,247 kWh/m²/an,,,"non, pas d'attestation",,,Pas de risque d’inondation,Information non communiquée,Excellent,18 m²,35 m²,11 m²,22 m²,,2,Equipée,Américaine,19 m²,1,,Double vitrage,Oui,,,,,,,Non,,,,,,,,68061 kWh/an,12/03/2035,14 m²,18 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,9 m²,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4400/flemalle/vbc61413,VBC61413,Maison à vendre,289000,Rue Elva 115,4400 Flémalle,,1875,A l’acte,3,126 m²,Non,Oui,,,,,,,Oui,1,1,,Non,Sud-est,3,2,,Oui,75 m²,250 m²,,307 kWh/m²/an,,56,"oui, attestation conforme",Non,,Pas de risque d’inondation,Inondable délimitée,Excellent,19 m²,13 m²,12 m²,19 m²,,,Semi-équipée,Kitchenette,17 m²,1,,Double vitrage,Non,5 m,1,,,5 m,Oui,Non,Non,Non,,,Sud-est,Oui,Oui,39134 kWh/an,19/02/2035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4400/flemalle/vbc61047,VBC61047,Maison à vendre,159000,Rue Gros Thiers 9,4400 Flémalle,,1874,A l’acte,2,85 m²,Non,Oui,,,,,,,Oui,1,1,Mazout,Non,,3,1,Oui,Oui,11 m²,,,483 kWh/m²/an,,119,"non, pas d'attestation",,,Pas de risque d’inondation,Information non communiquée,À rénover,14 m²,22 m²,,19 m²,,2,Semi-équipée,Kitchenette,12 m²,1,,Double vitrage,Non,4 m,,125 m²,,4 m,Oui,Non,,,,,,,Oui,,21/03/2035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4400/flemalle/vbc57701,VBC57701,Maison à vendre,240000,Champ des Bures 6,4400 Flémalle,,1962,Immédiatement,3,90 m²,Non,Oui,Oui,,,,,,Oui,1,2,Mazout,Non,,3,2,Oui,Oui,26 m²,770 m²,,422 kWh/m²/an,,11478,"non, pas d'attestation",,,Information non communiquée,Information non communiquée,Normal,11 m²,9 m²,8 m²,27 m²,,1,Semi-équipée,Kitchenette,8 m²,8,,Double vitrage,Non,7 m,2,450 m²,,7 m,Oui,Non,,,Oui,,Sud-ouest,,Oui,46441 kWh/an,18/03/2035,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4400/flemalle-grande/vbc55563,VBC55563,Maison à vendre,269000,Rue de Flémalle-Grande 318 1,4400 Flémalle-Grande,,,A l’acte,4,107 m²,Non,,,,,,,,,1,2,Gaz,Non,Nord-est,3,1,Oui,Oui,46 m²,375 m²,,243 kWh/m²/an,,45,"oui, attestation conforme",,,Pas de risque d’inondation,Information non communiquée,Normal,7 m²,8 m²,11 m²,32 m²,,,Equipée,Américaine,8 m²,1,,Double vitrage,Non,6 m,3,307 m²,,6 m,,Non,,,,,,,Oui,,,12 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4400/flemalle/vbc55538,VBC55538,Maison à vendre,125000,,4400 Flémalle,,,,4,,,,,,,,,,,1,,,,,2,,Oui,,,,,398 kWh/m²/an,,,,,,Information non communiquée,Information non communiquée,À rénover,,,,,,,,,,,,,,,,,,,,,,,,,,,,53225 kWh/an,24/02/2035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4400/flemalle/vbc55515,VBC55515,Maison à vendre,220000,Route de Souxhon 154,4400 Flémalle,Non,2023,A l’acte,3,220 m²,Non,Oui,Oui,,Oui,,,,Oui,2,3,Non specifié,Non,Ouest,3,2,Oui,Oui,30 m²,,,,,,"non, pas d'attestation",Non,,Pas de risque d’inondation,Information non communiquée,En cours de construction,13 m²,14 m²,18 m²,17 m²,,1,,Indépendante,,1,,,Non,,1,1200 m²,,,,Non,Oui,Oui,,,Est,,,,,,43 m²,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4400/flemalle/vbc52819,VBC52819,Maison à vendre,199000,Rue des Priesses 35,4400 Flémalle,Non,1964,,3,113 m²,Non,Oui,Oui,,Oui,,,,Oui,1,1,,Non,Sud,2,1,Oui,Oui,25 m²,401 m²,,476 kWh/m²/an,,69,"oui, attestation conforme",Non,,Pas de risque d’inondation,Information non communiquée,Normal,18 m²,15 m²,15 m²,19 m²,46 m²,1,Equipée,Américaine,18 m²,1,4 m²,Double vitrage,Non,7 m,2,250 m²,Nord,7 m,Oui,Non,Non,Non,,,Nord,,Oui,61171 kWh/an,12/03/2035,,10 m²,1,16 m²,,,,,,,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4400/flemalle/vbc52818,VBC52818,Maison à vendre,229000,Rue de la Grotte 4,4400 Flémalle,Non,1930,A l’acte,3,125 m²,Non,Oui,Oui,,Oui,,,,Oui,1,1,Gaz,Non,Nord-est,4,2,Oui,Oui,53 m²,548 m²,,340 kWh/m²/an,,72,"non, pas d'attestation",Non,,Pas de risque d’inondation,Information non communiquée,Normal,20 m²,17 m²,16 m²,17 m²,37 m²,2,Equipée,Américaine,19 m²,1,11 m²,Double vitrage,Non,13 m,1,250 m²,Sud-ouest,13 m,Oui,Non,Oui,Non,,,Sud-ouest,Oui,Oui,57250 kWh/an,23/01/2035,,16 m²,2,46 m²,,,,,,,,Oui,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,
