ad_link,Ref,Titre,Prix,Addresse,Localite,Etat_du_bien,Bien_actuellement_loué,Année_de_construction,Disponibilité_du_bien,Nombre_de_chambres_à_coucher,Surface_habitable,Meublé,Surface_du_séjour,Caves,Grenier,Véranda,Salle_à_manger,Dressing,Buanderie,Local_vélo,Garage,Nombre_de_Garages,Équipement_de_la_cuisine,Nombre_de_salles_de_bain,Nombre_de_toilettes,Type_de_chauffage,Ascenseur,Nombre_de_façades,Jardin,Terrasse_aménagée,Surface_totale_du_terrain,Raccordé_au_gaz_de_ville,Raccordé_à_leau_courante,Conso_spécifique_dénergie_primaire,Référence_PEB,Attestation__Installation_électrique,Le_bien_fait_lobjet_dun_droit_de_préemption,Attestation__Asbuilt,Affectation_urbanistique_la_plus_récente,Type_de_zone_inondable,Zone_inondable_délimitée,Panneaux_solaires,Orientation_de_la_façade_du_bien,Nombre_de_places_de_parking_extérieur,Piscine_extérieure,Étage_de_lappartement,Permis_de_bâtir_obtenu,Permis_durbanisation_accordé,Surface_constructible,Date_de_validité_PEB,Surface_chambre_à_coucher_1,Surface_chambre_à_coucher_2,Surface_chambre_à_coucher_3,Surface_chambre_à_coucher_4,Type_de_cuisine,Surface_de_la_cuisine,Type_de_vitrage,Orientation_de_la_terrasse,GscoreLe_score_G_représente_le_risque_dinondation_pour_les_bâtiments_de_plus_de_25m²_et_se_compose_de_4_classes_A_à_DClasse_A_pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,Le_score_G_représente_le_risque_dinondation_pour_les_bâtiments_de_plus_de_25m²_et_se_compose_de_4_classes_A_à_D,PScoreLe_score_P_représente_le_risque_dinondation_pour_les_parcelles_terrains_et_se_compose_de_4_classes_A_à_DClasse_A_pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,Le_score_P_représente_le_risque_dinondation_pour_les_parcelles_terrains_et_se_compose_de_4_classes_A_à_D,Largeur_de_la_façade,Largeur_du_terrain_à_rue,Citerne_à_eau_de_pluie,Nombre_de_place_de_parking_intérieur,Espace_ouvert_sensible_à_leau__WORG,Nombre_détages_de_limmeuble,Surface_de_la_terrasse,Surface_du_jardin,Profondeur_du_terrain,Surface_du_bureau,Emission_de_CO2,Air_conditionné,Alarme_antieffraction,Accessible_aux_moins_valides,Balcon,Le_bien_est__classé__ou_fait_partie_dun_ensemble_classé_au_patrimoine,Conso_annuelle_totale_dénergie_primaire,Panneaux_solaires_thermiques,Surface_du_garage,Orientation_du_jardin,Pompe_à_chaleur,Surface_de_lades_salles_de_bain,Parlophone,Nombre_de_douches,Station_de_charge_électrique,Maison_basse_énergie,Attestation__Citernes_à_mazout,Chauffage_au_sol,Niveau_E,Niveau_K,Raccordé_aux_égouts,Appartement_de_service,Compteur_Bihoraire,Domotique,Porte_daccès_sécurisée,HammamSaunaJacuzzi,Feu_ouvert,Adaptations_pour_les_seniors,Surface_du_grenier,Surface_des_caves,Surface_de_la_véranda,Attestation__Installation_électrique__Validité,Adoucisseur_deau,GscoreLe_score_G_représente_le_risque_dinondation_pour_les_bâtiments_de_plus_de_25m²_et_se_compose_de_4_classes_A_à_DClasse_A__pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,PScoreLe_score_P_représente_le_risque_dinondation_pour_les_parcelles_terrains_et_se_compose_de_4_classes_A_à_DClasse_A__pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,Compteur_électrique_individuel,Compteur_deau_individuel,Compteur_de_gaz_individuel,Surface_chambre_à_coucher_5
https://immovlan.be/fr/detail/maison/a-vendre/2580/putte/vbc35077,VBC35077,Maison à vendre,518460,,2580 Putte,Nouveau,,,,4,206 m²,,,,,,,,,,Oui,1,,2,2,,,3,,,1090 m²,,,,,,,,,Information non communiquée,Information non communiquée,,,,,,,,,,,,,,,,,,,,,,9 m,9 m,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/2580/putte/rbs41225,RBS41225,Appartement à vendre,320000,Aarschotbaan 25 7,2580 Putte,Excellent,,2006,Immédiatement,3,176 m²,Non,,,Oui,,,,,,,,,1,,,,2,,Oui,,,,147 kWh/m²/an,,,,,,Pas de risque d’inondation,Information non communiquée,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/2580/putte/rbj16990,RBJ16990,Appartement à vendre,330000,Aarschotbaan 25 7,2580 Putte,Excellent,,2006,Immédiatement,3,176 m²,Non,,,Oui,,,,,,,,,1,,,,2,,Oui,,,,147 kWh/m²/an,,,,,,Pas de risque d’inondation,Information non communiquée,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2580/beerzel/rbt73161,RBT73161,Maison à vendre,475000,Berkenstraat 43,2580 Beerzel,,Non,1966,,3,211 m²,,,Non,Oui,Non,Non,Non,Oui,Non,Oui,,,1,2,Gaz,,4,Oui,Oui,726 m²,Oui,Oui,147 kWh/m²/an,20250528-0003612935-RES-1,"oui, attestation conforme",,,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,Oui,,,Non,,,,,,,,,,,,Triple vitrage,,,,,,,,,,,1,,,,,,Oui,,,,,,,,Sud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2580/beerzel/rbt73160,RBT73160,Maison à vendre,598000,Saffraanbergen 12A,2580 Beerzel,,Non,1988,,6,236 m²,,,Non,Non,Non,Non,Non,Oui,Non,Oui,2,,1,1,,,4,Oui,Oui,1267 m²,Oui,Oui,196 kWh/m²/an,20250323-0003560388-RES-3,"oui, attestation conforme",,,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,Sud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2580/beerzel/rbt72356,RBT72356,Maison à vendre,465000,Mechelbaan 2,2580 Beerzel,,Non,1987,,3,476 m²,,,Non,Non,Non,Non,Non,Non,Non,Oui,1,,2,3,Gaz,,4,Oui,Oui,1247 m²,Oui,Oui,259 kWh/m²/an,20220205-0002539962-RES-2,"oui, attestation non conforme",,,Zone d'extension d'habitat,Pas de risque d’inondation,Information non communiquée,,,,Non,,,,,,,,,,,,Double vitrage,,,,,,,,,,,,,,,,,,,,,,,,,Nord,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2580/beerzel/rbt72354,RBT72354,Maison à vendre,348000,Astridlaan 4,2580 Beerzel,,Non,1967,,2,148 m²,,,Non,Oui,Non,Non,Non,Non,Non,Oui,,,1,2,Mazout,,3,Oui,Oui,489 m²,,Oui,540 kWh/m²/an,20250302-0003543048-RES-1,"oui, attestation non conforme",,,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,,,,Non,,,,,,,,,,,,Double vitrage,,,,,,,,,,,2,,,,,,,,,,,,,,Sud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/2580/beerzel/rbt70108,RBT70108,Appartement à vendre,275000,Heiststeenweg 114 0001,2580 Beerzel,,,2024,,2,66 m²,,,,,,,,,,Oui,,Super équipée,1,1,,,,Oui,Oui,,,Oui,49 kWh/m²/an,120929-G-OMV_2019099879/EP18484/A001/D01/SD001,"oui, attestation conforme",,,"Zone d'habitat (résidentiel, urbain ou rural)",Information non communiquée,Information non communiquée,,,1,,0,,,,,,,,,,,Double vitrage,,,,,,,,,,,,,,,,,,,,,,,,,Sud-est,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2580/beerzel/rbt68636,RBT68636,Maison à vendre,798000,Tinstraat 14,2580 Beerzel,,Non,2010,,3,354 m²,,,Non,Non,Non,Non,Non,Non,Non,Oui,1,Super équipée,2,2,Gaz,,4,Oui,Oui,1187 m²,Oui,Oui,138 kWh/m²/an,20250529-0003612440-RES-2,"oui, attestation conforme",,,"Zone d'habitat (résidentiel, urbain ou rural)",Information non communiquée,Information non communiquée,,,,Non,,,,,,,,,,,,Double vitrage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/2580/beerzel/rbt67695,RBT67695,Appartement à vendre,198000,Heiststeenweg 5 A,2580 Beerzel,Excellent,,1934,,2,109 m²,,,,,,,,Oui,,,,Equipée,1,1,Gaz,,2,,,,Oui,Oui,409 kWh/m²/an,20250524-0003600320-RES-1,"oui, attestation conforme",,,"Zone d'habitat (résidentiel, urbain ou rural)",Information non communiquée,Information non communiquée,,,,,0,,,,,,,,,,,Double vitrage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2580/beerzel/rbt67684,RBT67684,Maison à vendre,368500,Heiststeenweg 101-103,2580 Beerzel,,Non,1946,,5,239 m²,,,Non,Oui,Non,Non,Non,Oui,Non,,,,2,3,,,3,Oui,Oui,457 m²,Oui,Oui,169 kWh/m²/an,20230807-0002959231-RES-1,"oui, attestation conforme",,,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,,,,Non,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,Oui,,,,,,,,Nord-ouest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2580/beerzel/rbt67680,RBT67680,Maison à vendre,569000,Paardenstraat 4,2580 Beerzel,À rénover,Non,1965,,4,215 m²,,,Non,Non,Non,Non,Non,Oui,Non,Oui,1,Equipée,1,2,Gaz,,4,Oui,,15351 m²,Oui,Oui,576 kWh/m²/an,20250405-0003571271-RES-1,"oui, attestation non conforme",,,Zone agricole,Pas de risque d’inondation,Information non communiquée,,,,Non,,,,,,,,,,,,Double vitrage,,,,,,,,,,,2,,,,,,Oui,,,,,,,,Sud-ouest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2580/beerzel/rbt67713,RBT67713,Maison à vendre,969000,Lierbaan 301A,2580 Beerzel,Excellent,Non,2018,,4,270 m²,,53 m²,Non,Oui,Non,Non,Non,Oui,Non,Oui,1,Equipée,1,2,,,4,Oui,,,,Oui,31 kWh/m²/an,12029-G-SV/201600133/EP02120/A001/D01/SD00,"oui, attestation conforme",Oui,,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,Oui,,,,,Oui,,,,32 m²,17 m²,15 m²,13 m²,,17 m²,Double vitrage,,,,,,17 m,,,,,,,19000 m²,,,,,Oui,,,,,,,Sud-ouest,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2580/beerzel/rbt64146,RBT64146,Maison à vendre,335000,Bossevelden 14,2580 Beerzel,Normal,Non,1959,A l’acte,3,140 m²,Non,,Non,Non,Non,Non,Non,Non,Non,,,Super équipée,1,2,Electrique,Non,,Oui,Oui,300 m²,,Oui,90 kWh/m²/an,20240712-0003311573-RES-1,"oui, attestation conforme",Non,Non,,Pas de risque d’inondation,Information non communiquée,Oui,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2580/beerzel/rbt47301,RBT47301,Maison à vendre,198000,Mechelbaan 112,2580 Beerzel,À rénover,Non,1948,,2,153 m²,,,Non,Oui,Non,Non,Non,Oui,Non,Oui,1,Non équipée,1,1,Bois,,,Oui,,446 m²,,Oui,547 kWh/m²/an,20250415-0003578945-RES-1,"non, pas d'attestation",,,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,,,,Non,,,,,,,,,,,,Double vitrage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2580/beerzel/rbt47286,RBT47286,Maison à vendre,548000,Clemensstraat 2A lot 2,2580 Beerzel,Nouveau,Non,2024,,4,227 m²,,,Non,Non,Non,Non,Non,Non,Non,,,,1,2,,,3,Oui,Oui,505 m²,,Oui,,,"oui, attestation conforme",,,"Zone d'habitat (résidentiel, urbain ou rural)",Information non communiquée,Information non communiquée,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,Ouest,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2580/beerzel/rbt47284,RBT47284,Maison à vendre,345000,Lierbaan 144,2580 Beerzel,À rénover,Non,1965,,3,179 m²,,,Oui,Non,Non,Non,Non,Non,Non,Oui,2,Equipée,1,2,Mazout,,4,Oui,,953 m²,,Oui,692 kWh/m²/an,20250201-0003519668-RES-1,"oui, attestation non conforme",,,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,,,,,,,,,,,,,,,,Double vitrage,,,,,,,,,,,2,,,,,,,,,,,,,,Est,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2580/beerzel/rbt47281,RBT47281,Maison à vendre,498000,Zoetewei 102,2580 Beerzel,Excellent,Non,1983,,3,194 m²,,,Non,Non,Non,Non,Non,Non,Non,Oui,,,1,,,,,Oui,,23325 m²,,,627 kWh/m²/an,20250122-0003511364-RES-1,"oui, attestation non conforme",,,Zone agricole,Pas de risque d’inondation,Information non communiquée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2580/beerzel/rbt47265,RBT47265,Maison à vendre,598500,Hollestraat 8,2580 Beerzel,,Non,2022,,4,222 m²,,,Non,Oui,Non,Non,Oui,Non,Non,,,Super équipée,1,2,Gaz,,4,Oui,Oui,735 m²,Oui,Oui,16 kWh/m²/an,12029-G-OMV_2019160209/EP03093/A319/D01/SD001,"oui, attestation conforme",,,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,Oui,,,Non,,,,,,,,,,,,Double vitrage,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/2580/beerzel/rbt47261,RBT47261,Appartement à vendre,277973,Waversesteenweg 4 B0.11,2580 Beerzel,Nouveau,Non,2024,,1,82 m²,,,Non,Non,Non,Non,Non,Non,Non,,,,1,1,,Oui,4,Oui,Oui,,,Oui,,,"oui, attestation conforme",,,"Zone, info non disponible",Information non communiquée,Information non communiquée,,,1,Non,0,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,Oui,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/2580/beerzel/rbt47260,RBT47260,Appartement à vendre,317609,Waversesteenweg 4 A1.1,2580 Beerzel,Nouveau,Non,2024,,2,95 m²,,,Non,Non,Non,Non,Non,Non,Non,,,,1,1,,Oui,4,,Oui,,,Oui,,,"oui, attestation conforme",,,"Zone, info non disponible",Information non communiquée,Information non communiquée,,,1,,1,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,Oui,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/2580/beerzel/rbt47259,RBT47259,Appartement à vendre,309392,Waversesteenweg 4 B0.7,2580 Beerzel,Nouveau,Non,2024,,2,91 m²,,,Non,Non,Non,Non,Non,Non,Non,,,,1,1,,Oui,4,Oui,Oui,,,Oui,,,"oui, attestation conforme",,,"Zone, info non disponible",Information non communiquée,Information non communiquée,,,1,,0,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,Oui,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2580/beerzel/rbt46378,RBT46378,Maison à vendre,380000,Koningsbaan 136,2580 Beerzel,À rénover,,1969,,5,225 m²,,,,,,,,,,Oui,1,Equipée,1,1,Gaz,,4,Oui,Oui,3922 m²,Oui,Oui,551 kWh/m²/an,,"oui, attestation non conforme",Non,,,Pas de risque d’inondation,Information non communiquée,,,3,,,Oui,,,03/04/2035,,,,,Américaine,,,,,,,,,,Oui,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,04/02/2025,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/2580/beerzel/rbt46040,RBT46040,Appartement à vendre,325000,Leuvensebaan 25 0201,2580 Beerzel,,Non,1996,,2,124 m²,,,Non,Non,Non,Non,Non,Non,Non,Oui,1,,1,2,Gaz,Oui,,,Oui,,Oui,Oui,111 kWh/m²/an,20250504-0003591892-RES-1,"oui, attestation non conforme",,,"Zone, info non disponible",Pas de risque d’inondation,Information non communiquée,,,,,2,,,,,,,,,,,Double vitrage,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2580/beerzel/rbt45165,RBT45165,Maison à vendre,275000,Berkenstraat 28,2580 Beerzel,,Non,1954,,2,131 m²,,,Non,Non,Non,Non,Non,Non,Non,Oui,1,,1,1,Mazout,,,,,570 m²,,Oui,1049 kWh/m²/an,20250305-0003543909-RES-1,"oui, attestation non conforme",,,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,,,,Non,,,,,,,,,,,,Double vitrage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2580/beerzel/rbt44037,RBT44037,Maison à vendre,550000,Bredestraat 64,2580 Beerzel,,Non,1964,,4,264 m²,,,Non,Non,Non,Non,Oui,Non,Non,Oui,1,,2,2,,,4,Oui,Oui,13625 m²,Oui,Oui,394 kWh/m²/an,20250210-0003526412-RES-1,"oui, attestation non conforme",,,Zone agricole,Information non communiquée,Information non communiquée,,,,Non,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,Sud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/2580/beerzel/rbt42895,RBT42895,Appartement à vendre,327500,Hoogstraat 15 4,2580 Beerzel,Nouveau,,2024,,2,98 m²,,,,,,,,,,,,,1,1,,Oui,4,,Oui,,,Oui,,,"oui, attestation conforme",,,,Information non communiquée,Information non communiquée,Oui,,1,,1,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,Oui,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/2580/beerzel/rbt42894,RBT42894,Appartement à vendre,389000,Hoogstraat 15 5,2580 Beerzel,Nouveau,,2024,,3,110 m²,,,,,,,,,,,,,1,1,,Oui,4,,Oui,,,Oui,,,"oui, attestation conforme",,,,Information non communiquée,Information non communiquée,Oui,,1,,2,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,Oui,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2580/beerzel/rbt42857,RBT42857,Maison à vendre,530000,Leuvensebaan 173,2580 Beerzel,,Non,1950,,4,194 m²,,,Non,Oui,Non,Non,Non,Non,Non,Oui,2,,1,2,,,3,Oui,Oui,575 m²,,Oui,62 kWh/m²/an,20250510-0003597546-RES-1,"oui, attestation conforme",,,"Zone d'habitat (résidentiel, urbain ou rural)",Information non communiquée,Information non communiquée,Oui,,,Non,,,,,,,,,,,,Double vitrage,,,,,,,,,,,2,,,,,,Oui,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/penthouse/a-vendre/2580/beerzel/rwc39686,RWC39686,Penthouse à vendre,359000,Bareelstraat 19 0202,2580 Beerzel,Excellent,Oui,2009,,2,104 m²,,,Oui,,,,,Oui,,Oui,,Equipée,1,,Gaz,,3,,Oui,,Oui,Oui,175 kWh/m²/an,20200527-0002274254-RES-1,pas d'application,,,,Pas de risque d’inondation,Information non communiquée,Non,,,,2,Oui,,,27/05/2030,,,,,,,Double vitrage,,,,,,,,Oui,1,Non,2,23 m²,,,,,Non,,,,Non,,,20 m²,,Non,7 m²,,,Non,Non,pas d'application,,,,Oui,,,,,,,,,6 m²,,,Non,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2580/beerzel/rbt39453,RBT39453,Maison à vendre,488000,Mechelbaan 33,2580 Beerzel,Normal,,1967,A l’acte,4,469 m²,Non,,,,,,,,,Oui,1,,1,1,Mazout,Non,,Oui,Oui,997 m²,,Oui,345 kWh/m²/an,20250521-0003606887-RES-1,"oui, attestation non conforme",Non,Non,"Zone d'habitat (résidentiel, urbain ou rural)",Information non communiquée,Information non communiquée,,Sud,,,,Oui,,,21/05/2035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/2580/beerzel/rwc39604,RWC39604,Villa à vendre,423050,,2580 Beerzel,Excellent,,,A convenir,3,417 m²,,,,Oui,,,,,,,,Super équipée,1,,Gaz,,4,Oui,,,Oui,Oui,,,"oui, attestation conforme",,,,Pas de risque d’inondation,Information non communiquée,Oui,,,,,,Oui,,,,,,,Américaine,,Double vitrage,,,,,,,,Oui,,,,,,,,,,,,,,,,,,Oui,,Oui,,,Oui,,Oui,23,,Oui,,Oui,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2580/beerzel/rbt37066,RBT37066,Maison à vendre,349000,Hollestraat 21,2580 Beerzel,Normal,Non,1957,A l’acte,4,143 m²,Non,,Non,Non,Non,Non,Non,Non,Non,Oui,1,Semi-équipée,1,2,Gaz,Non,,Oui,Oui,425 m²,Oui,Oui,460 kWh/m²/an,20250521-0003606589-RES-1,"oui, attestation conforme",Non,Non,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,,Sud-ouest,3,,,,,,21/05/2035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2580/beerzel/rbt14651,RBT14651,Maison à vendre,495000,Veldenstraat 45,2580 Beerzel,,,,,3,324 m²,,,Oui,,,,,,,Oui,2,,1,2,,,4,Oui,Oui,1504 m²,,Oui,498 kWh/m²/an,20240715-0003314331-RES-1,"oui, attestation conforme",,,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,Sud-est,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2590/berlaar/rbt72328,RBT72328,Maison à vendre,395000,,2590 Berlaar,Nouveau,Non,2025,,4,,,28 m²,Non,Non,Non,Non,Non,Oui,Non,Oui,1,,1,2,,,2,Oui,Oui,,Oui,Oui,0 kWh/m²/an,,"non, pas d'attestation",,,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,Oui,,,Non,,,,,,14 m²,10 m²,12 m²,,,,,,,,,,8 m,,,,,3,13 m²,,,,,,,,,,,,22 m²,Nord-ouest,Oui,6 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2590/berlaar/rbt70678,RBT70678,Maison à vendre,215000,Lijsterstraat 7,2590 Berlaar,À rénover,Non,1952,A l’acte,2,114 m²,,,,Oui,,,,,,,,,1,1,Gaz,,3,,,90 m²,Oui,Oui,428 kWh/m²/an,,"oui, attestation non conforme",Non,,,Pas de risque d’inondation,Information non communiquée,,,,,,,Oui,,,,,,,,,Double vitrage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,,,,,,,,28 m²,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2590/berlaar/rbt67225,RBT67225,Maison à vendre,320000,Markt 72,2590 Berlaar,Normal,Non,1989,A l’acte,1,74 m²,Non,,Non,Non,Non,Non,Non,Non,Non,,,Super équipée,1,2,Gaz,Non,2,Non,Oui,71 m²,Oui,Oui,141 kWh/m²/an,,"oui, attestation conforme",Non,,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,,Nord,,,,Oui,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2590/berlaar/rbt63013,RBT63013,Maison à vendre,515000,Doelstraat 26,2590 Berlaar,Nouveau,Non,2024,A l’acte,5,244 m²,Non,,Non,Non,Non,Non,Non,Non,Non,,,Super équipée,2,3,Gaz,Non,2,Oui,Oui,491 m²,,,24 kWh/m²/an,,"oui, attestation conforme",Non,,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,Oui,,1,,,Oui,Oui,,,,,,,,,,,,,,,,,,,,,21 m²,350 m²,36 m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2590/berlaar/rbt46015,RBT46015,Maison à vendre,499000,Dorpsstraat 7,2590 Berlaar,À rénover,Non,,A l’acte,3,245 m²,Non,,Non,Non,Non,Non,Non,Non,Non,,,,1,,Mazout,Non,2,,,400 m²,Oui,Oui,645 kWh/m²/an,2450925-RES-1,pas d'application,Non,,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,,Sud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2590/berlaar/rbt43109,RBT43109,Maison à vendre,749000,Markt 30,2590 Berlaar,Normal,Non,,A l’acte,4,386 m²,Non,,Non,Non,Non,Non,Non,Non,Non,,,Super équipée,2,4,Gaz,Non,3,Oui,Oui,595 m²,Oui,Oui,361 kWh/m²/an,,"oui, attestation conforme",Non,,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,Oui,Ouest,2,,,Oui,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
